open_time,开盘价,最高价,最低价,收盘价,成交量,MA20,MA50,BB_Upper,BB_Lower,BB_Long_Upper,BB_Long_Lower,MACD_Hist,RSI,ATR,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position
2025-07-20 22:30:00,117229.9,117592.7,117069.8,117569.7,1954.532,117529.3,118028.8,118893.93,116796.66,119289.09,117090.91,-50.81776,42.616196,422.1713,117202.59,117459.75,117716.91,,,
2025-07-20 22:45:00,117569.6,117631.3,117370.2,117438.6,1698.613,117419.26,117992.08,118848.79,116726.36,119275.055,117021.1,-33.098454,39.297276,402.03738,117202.59,117459.75,117716.91,,,
2025-07-20 23:00:00,117438.5,117529.9,117188.1,117334.9,1347.878,117289.66,117960.24,118820.3,116638.7,119278.99,116934.52,-25.797247,36.662365,394.50772,117202.59,117459.75,117716.91,,,
2025-07-20 23:15:00,117334.9,117376.0,117142.1,117183.3,641.012,117351.3,117912.86,118782.27,116531.02,119276.47,116837.98,-27.717081,32.89996,374.43176,117193.96,117448.45,117702.94,115783.48,117193.96,0.37705755
2025-07-20 23:30:00,117183.3,117350.0,116907.3,117197.1,1202.34,117344.72,117866.01,118671.84,116482.01,119266.79,116754.05,-20.577553,33.623375,382.96527,117180.48,117430.8,117681.125,117180.48,117430.8,0.3898369
2025-07-20 23:45:00,117197.0,117287.9,117094.0,117216.0,543.737,117273.98,117818.67,118554.5,116458.28,119234.54,116691.02,-9.5119705,34.74744,359.33212,117194.414,117449.05,117703.68,117194.414,117449.05,0.39200148
2025-07-21 00:00:00,117216.1,117255.7,116807.7,116819.1,1661.943,117150.08,117746.766,118490.53,116326.375,119227.766,116570.78,-30.266048,24.558247,370.41562,117216.195,117477.55,117738.91,115767.65,117216.195,0.20271796
2025-07-21 00:15:00,116819.0,116960.0,116454.1,116869.6,2602.951,117057.02,117669.414,118314.87,116302.65,119221.46,116465.47,-28.234104,27.705137,387.35117,117216.195,117477.55,117738.91,115767.65,117216.195,0.22551808
2025-07-21 00:30:00,116869.5,117166.6,116692.3,116978.8,1235.703,117016.12,117595.7,118088.195,116360.99,119216.74,116380.76,-11.071375,34.588516,398.21976,117216.195,117477.55,117738.91,115767.65,117216.195,0.27482054
2025-07-21 00:45:00,116978.7,117333.1,116837.7,117323.6,1342.512,117041.42,117547.836,117786.44,116552.87,119176.695,116354.35,29.560455,51.573605,410.36728,117228.76,117494.0,117759.24,,,
2025-07-21 01:00:00,117323.6,117410.9,117111.0,117125.2,934.741,117023.26,117499.93,117761.234,116619.74,119155.41,116303.336,33.742958,43.91803,396.55887,117228.76,117494.0,117759.24,115758.695,117228.76,0.33592847
2025-07-21 01:15:00,117125.1,117223.0,117000.0,117090.7,678.591,117077.58,117455.12,117753.23,116604.54,119150.74,116247.16,33.042686,42.634125,374.864,117228.76,117494.0,117759.24,115758.695,117228.76,0.32058012
2025-07-21 01:30:00,117090.6,117195.7,116732.5,116922.9,1169.774,117088.24,117401.086,117630.664,116619.305,119135.42,116178.78,19.507614,36.568016,385.906,117228.76,117494.0,117759.24,115758.695,117228.76,0.24592936
2025-07-21 01:45:00,116922.9,117287.7,116871.2,117262.9,860.994,117145.06,117358.664,117564.164,116656.52,119092.67,116160.32,41.043476,52.53327,389.73026,117228.76,117494.0,117759.24,117228.76,117494.0,0.39718837
2025-07-21 02:00:00,117262.8,117989.1,117262.8,117880.1,2695.651,117256.36,117349.984,117877.05,116434.51,119058.3,116172.7,97.62526,69.03755,431.80148,117759.24,117494.0,117228.76,117759.24,119229.305,0.67176795
2025-07-21 02:15:00,117880.1,118063.0,117660.0,118000.0,1299.717,117431.32,117350.25,118182.47,116265.2,119016.26,116192.8,124.31137,71.29928,428.2013,117791.33,117536.0,117280.67,117791.33,119206.45,0.71443754
2025-07-21 02:30:00,118000.0,118011.1,117784.7,117819.9,757.671,117577.16,117338.53,118331.55,116219.914,118926.8,116237.32,109.64548,63.207985,402.97614,117791.33,117536.0,117280.67,117791.33,119206.45,0.63120437
2025-07-21 02:45:00,117819.9,118175.4,117728.5,118156.0,1101.795,117823.78,117346.49,118594.46,116113.67,118862.125,116277.27,116.90471,70.49743,408.4666,117975.74,117685.2,117394.664,117975.74,119586.016,0.6912111
2025-07-21 03:00:00,118156.0,118491.5,118096.6,118400.0,2450.101,118051.2,117366.36,118865.23,116106.39,118875.08,116269.07,125.39398,74.73676,406.77078,118179.99,117850.45,117520.914,118179.99,120006.414,0.6967809
2025-07-21 03:15:00,118399.9,118528.0,118315.4,118460.4,1086.204,118167.26,117441.84,119074.75,116162.0,118929.42,116236.664,118.167496,75.74338,382.49945,118179.99,117850.45,117520.914,118179.99,120006.414,0.7184087
2025-07-21 03:30:00,118460.4,118585.0,118346.8,118392.6,927.212,118245.78,117497.21,119197.52,116274.87,118981.44,116208.71,93.5776,71.98702,364.462,118283.75,117934.4,117585.05,118283.75,120219.984,0.6547659
2025-07-21 03:45:00,118392.6,118392.6,118210.2,118374.8,851.169,118356.76,117535.55,119315.055,116332.52,119025.85,116185.45,66.97716,70.9099,341.70425,118415.08,118040.65,117666.23,118040.65,118415.08,0.6053071
2025-07-21 04:00:00,118374.8,118384.6,118265.3,118339.1,661.079,118393.38,117578.43,119344.14,116505.76,119052.1,116171.555,40.637157,68.51123,313.90372,117701.91,118087.35,118472.8,,,
2025-07-21 04:15:00,118339.0,118617.9,118232.9,118412.5,1105.453,118395.88,117629.74,119318.555,116751.64,119099.93,116147.06,25.688656,70.87449,322.79077,117849.11,118206.45,118563.79,,,
2025-07-21 04:30:00,118412.4,118605.8,118403.7,118534.2,583.8,118410.64,117694.07,119126.29,117212.46,119173.02,116109.95,21.339241,74.56679,307.7044,118579.15,118226.55,117873.95,118226.55,118579.15,0.6029584
2025-07-21 04:45:00,118534.2,118534.2,118286.6,118306.7,587.645,118393.46,117746.91,118866.94,117645.78,119201.58,116097.46,-4.9786143,58.41602,300.19138,117873.95,118226.55,118579.15,,,
2025-07-21 05:00:00,118306.7,118350.1,118212.0,118335.1,710.605,118385.52,117800.2,118823.51,117765.04,119240.35,116081.766,-18.418306,59.687675,279.92993,117873.95,118226.55,118579.15,,,
2025-07-21 05:15:00,118335.1,118336.8,118144.0,118179.7,608.857,118353.64,117864.99,118792.8,117825.7,119259.484,116075.75,-38.499214,49.938683,269.0387,117873.95,118226.55,118579.15,,,
2025-07-21 05:30:00,118179.7,118320.0,118179.6,118285.9,416.499,118328.32,117932.43,118626.8,118069.37,119282.51,116146.79,-38.614735,55.70678,252.95886,117959.67,118295.9,118632.13,,,
2025-07-21 05:45:00,118285.9,118398.2,118249.9,118397.9,517.332,118301.06,118000.01,118600.22,118136.266,119335.82,116171.33,-28.70072,61.20638,239.87651,118201.68,118491.7,118781.72,,,
2025-07-21 06:00:00,118397.8,118397.9,118250.4,118337.3,438.78,118307.18,118048.28,118594.5,118131.54,119383.32,116175.01,-28.527464,56.757805,228.32944,118447.15,118690.3,118933.45,117099.516,118447.15,0.32869068
2025-07-21 06:15:00,118337.3,118916.3,118331.9,118831.2,3256.111,118406.4,118129.516,118811.08,117976.76,119498.414,116152.75,10.56473,74.42946,272.83826,118489.484,118724.55,118959.62,,,
2025-07-21 06:30:00,118831.3,119246.8,118831.2,118959.1,3639.868,118562.28,118218.49,119034.28,117847.97,119620.62,116138.83,34.520306,77.23959,290.68347,118959.62,118724.55,118489.484,118724.55,118959.62,0.6177401
2025-07-21 06:45:00,118959.0,119192.9,118892.3,119158.6,1084.333,118736.82,118324.95,119300.66,117712.23,119756.28,116134.85,53.965298,81.03283,291.92303,119100.234,118908.6,118716.97,119100.234,120162.33,0.6539409
2025-07-21 07:00:00,119158.5,119414.7,119140.0,119349.9,2365.973,118927.22,118424.336,119587.79,117593.56,119910.54,116124.12,67.98324,84.01343,289.77017,119118.336,118932.3,118746.26,119118.336,120149.44,0.7648738
2025-07-21 07:15:00,119349.9,119627.2,119301.1,119605.7,2541.413,119180.9,118506.51,119926.54,117453.68,120095.74,116098.23,82.34299,87.160934,294.3114,119118.336,118932.3,118746.26,119118.336,120149.44,0.92712164
2025-07-21 07:30:00,119605.6,119720.6,119261.8,119266.7,2236.042,119268.0,118566.82,120050.69,117451.61,120148.89,116208.25,48.1616,66.82025,314.87247,119118.336,118932.3,118746.26,119118.336,120149.44,0.712102
2025-07-21 07:45:00,119266.8,119417.5,119261.8,119352.2,1040.979,119346.62,118639.79,120154.68,117521.87,120197.97,116324.68,28.181856,68.95225,294.97592,119118.336,118932.3,118746.26,119118.336,120149.44,0.7663326
2025-07-21 08:00:00,119352.3,119496.2,119314.1,119362.3,1130.454,119387.36,118697.234,120224.84,117622.91,120237.99,116443.555,11.028723,69.224785,280.86642,119118.336,118932.3,118746.26,119118.336,120149.44,0.7727388
2025-07-21 08:15:00,119362.2,119393.5,119169.6,119239.9,1178.08,119365.36,118737.23,120178.35,117846.09,120279.41,116529.89,-13.224206,61.58206,273.7456,119076.7,118877.8,118678.9,119076.7,120179.086,0.71481967
2025-07-21 08:30:00,119240.0,119333.0,118752.3,118969.6,3251.154,119238.14,118761.48,120077.57,118060.83,120245.72,116686.55,-49.363445,47.944504,312.11493,118958.93,118723.65,118488.37,118958.93,120262.94,0.6233512
2025-07-21 08:45:00,118969.6,119082.5,118801.0,118990.2,1307.993,119182.84,118789.93,119972.42,118264.695,120186.17,116872.73,-63.72322,48.94969,308.28806,118958.93,118723.65,118488.37,118958.93,120262.94,0.6336827
2025-07-21 09:00:00,118990.3,119080.8,118875.9,118906.0,852.041,119093.6,118815.23,119773.695,118558.2,120051.625,117139.48,-73.973854,44.82237,295.36453,118488.37,118723.65,118958.93,,,
2025-07-21 09:15:00,118906.1,118938.1,118743.3,118770.0,820.496,118975.14,118835.75,119790.4,118531.3,119941.01,117350.57,-84.58138,38.677036,282.79398,118488.37,118723.65,118958.93,,,
2025-07-21 09:30:00,118770.1,118820.4,118511.8,118611.3,1330.218,118849.42,118845.21,119872.78,118390.95,119907.53,117432.79,-95.22432,32.593376,286.01974,118488.37,118723.65,118958.93,,,
2025-07-21 09:45:00,118611.3,118721.5,118537.1,118680.1,826.876,118791.52,118852.164,119904.95,118279.02,119883.73,117501.94,-86.157616,37.56076,273.31726,118488.37,118723.65,118958.93,,,
2025-07-21 10:00:00,118680.0,118800.4,118600.0,118770.7,926.272,118747.62,118874.26,119859.95,118227.49,119832.32,117616.73,-66.635704,43.910988,264.2026,118488.37,118723.65,118958.93,,,
2025-07-21 10:15:00,118770.7,118770.7,118466.4,118499.5,776.01,118666.32,118882.086,119721.19,118181.9,119813.016,117658.93,-72.23744,32.402496,269.21478,118488.37,118723.65,118958.93,118488.37,118723.65,0.38758212
2025-07-21 10:30:00,118499.5,118568.6,118313.6,118488.0,1372.088,118609.92,118896.766,119681.54,118091.76,119810.11,117667.7,-68.02704,31.987747,267.43793,118488.37,118723.65,118958.93,117184.36,118488.37,0.38181454
2025-07-21 10:45:00,118488.0,118590.1,118488.0,118553.9,982.375,118598.44,118909.53,119551.69,118088.56,119808.266,117675.78,-53.191353,37.34902,246.77069,118488.37,118723.65,118958.93,,,
2025-07-21 11:00:00,118553.9,118725.7,118541.1,118600.1,818.703,118582.44,118919.16,119353.77,118159.445,119803.336,117694.55,-36.282677,41.14371,238.99936,118488.37,118723.65,118958.93,,,
2025-07-21 11:15:00,118600.0,118775.1,118500.0,118601.0,848.08,118548.5,118931.71,119160.266,118246.47,119796.98,117715.984,-23.639147,41.224617,243.51193,118488.37,118723.65,118958.93,,,
2025-07-21 11:30:00,118601.1,118628.2,118325.4,118348.2,757.026,118518.24,118908.71,119123.58,118179.586,119796.4,117717.164,-34.050507,28.42127,250.92294,118402.65,118611.45,118820.25,117245.4,118402.65,0.35122916
2025-07-21 11:45:00,118348.2,118403.7,118035.0,118045.0,1900.335,118429.64,118865.19,119148.51,117997.125,119828.055,117661.01,-57.60452,19.811615,265.64508,118402.65,118611.45,118820.25,117245.4,118402.65,0.17988132
2025-07-21 12:00:00,118044.9,118190.0,117726.7,118189.4,4729.671,118356.74,118819.03,119085.195,117941.01,119845.336,117620.75,-49.151306,31.364168,290.35193,118363.414,118560.1,118756.78,117273.33,118363.414,0.27759778
2025-07-21 12:15:00,118189.5,118567.3,118147.7,118419.3,2301.927,118320.58,118774.72,119018.96,117948.79,119839.9,117633.69,-19.787502,45.853687,306.50793,118340.305,118529.85,118719.39,,,
2025-07-21 12:30:00,118419.3,118507.8,118088.0,118171.2,2246.049,118234.62,118706.41,119018.2,117876.2,119851.664,117610.99,-21.27352,36.22537,320.66946,118289.5,118463.35,118637.2,117325.96,118289.5,0.30170366
2025-07-21 12:45:00,118171.4,118297.5,118088.3,118140.3,667.827,118193.04,118652.77,118981.49,117822.945,119855.22,117604.81,-19.796577,35.152824,306.73578,118111.02,118318.95,118526.875,118111.02,118318.95,0.3986153
2025-07-21 13:00:00,118140.3,118171.2,117850.5,117937.4,1657.837,118171.52,118585.4,118923.68,117741.87,119888.8,117548.01,-30.374695,28.65372,308.4813,118111.02,118318.95,118526.875,116958.61,118111.02,0.28346857
2025-07-21 13:15:00,117937.4,118292.0,117937.3,118264.7,1340.556,118186.58,118533.13,118889.67,117736.75,119894.95,117532.97,-3.7304323,47.070126,314.25864,118111.02,118318.95,118526.875,,,
2025-07-21 13:30:00,118264.6,118663.9,118212.5,118590.1,2279.641,118220.74,118502.19,118921.55,117721.89,119890.07,117554.7,36.947346,59.265915,331.4013,118526.875,118318.95,118111.02,118526.875,119679.29,0.65387887
2025-07-21 13:45:00,118590.1,119075.0,118590.1,118805.9,4518.13,118347.68,118494.4,119025.54,117659.89,119888.71,117554.375,70.544266,65.42904,350.58865,118526.875,118318.95,118111.02,118526.875,119679.29,0.7763464
2025-07-21 14:00:00,118805.8,118923.0,118389.0,118622.0,2127.268,118444.02,118476.86,119032.555,117656.52,119872.23,117548.38,65.2109,56.873795,373.51508,118486.805,118266.5,118046.195,118486.805,119707.82,0.6904124
2025-07-21 14:15:00,118622.1,119086.1,118596.5,118885.0,2508.849,118633.54,118475.86,119147.164,117589.25,119844.88,117557.49,76.77763,64.59737,388.0257,118467.7,118241.5,118015.3,118467.7,119721.42,0.8356807
2025-07-21 14:30:00,118885.0,119027.4,118692.3,119011.8,1146.709,118782.96,118487.375,119337.766,117509.25,119798.2,117581.63,83.61359,67.837326,381.40997,118467.7,118241.5,118015.3,118467.7,119721.42,0.9018258
2025-07-21 14:45:00,119011.8,119200.0,118740.4,118794.3,1744.923,118823.8,118496.09,119382.57,117589.33,119673.72,117652.02,59.957256,57.336533,391.18372,118467.7,118241.5,118015.3,118467.7,119721.42,0.7883672
2025-07-21 15:00:00,118794.4,118938.3,118623.6,118738.0,1336.256,118810.22,118498.84,119411.37,117651.97,119610.81,117679.68,37.022938,54.775948,381.62326,118467.7,118241.5,118015.3,118467.7,119721.42,0.75899845
2025-07-21 15:15:00,118737.9,119111.8,118669.2,118675.0,1546.377,118820.82,118494.29,119433.52,117672.42,119521.21,117724.13,16.294867,51.758312,389.24536,118372.2,118116.5,117860.8,118372.2,119789.42,0.7577296
2025-07-21 15:30:00,118675.1,118710.0,118284.0,118402.5,1733.699,118724.32,118489.67,119407.63,117736.87,119414.55,117766.81,-17.447647,40.499363,393.8397,118334.01,118066.5,117798.99,118334.01,119816.625,0.6482135
2025-07-21 15:45:00,118402.5,118555.0,118209.5,118304.1,1513.172,118582.78,118480.914,119377.63,117794.164,119327.086,117791.89,-39.570465,37.099503,387.7972,118334.01,118066.5,117798.99,118066.5,118334.01,0.6048081
2025-07-21 16:00:00,118304.2,118381.0,117899.0,117957.0,3298.782,118415.32,118452.49,119369.59,117805.48,119318.34,117733.125,-72.79827,27.57349,399.57257,117593.2,117900.0,118206.8,,,
2025-07-21 16:15:00,117957.0,117965.8,117437.9,117888.0,5766.381,118245.32,118418.58,119471.78,117640.5,119304.34,117673.64,-85.03998,26.023767,415.6135,117593.2,117900.0,118206.8,,,
2025-07-21 16:30:00,117888.1,118090.6,117762.8,117823.1,1366.832,118074.94,118381.54,119557.29,117427.164,119301.89,117603.9,-85.13088,24.512003,404.6368,117572.74,117883.45,118194.16,,,
2025-07-21 16:45:00,117823.1,117885.4,117640.5,117726.7,1071.191,117939.78,118351.945,119573.46,117231.125,119321.27,117514.96,-81.36631,22.27011,384.6697,117572.74,117883.45,118194.16,,,
2025-07-21 17:00:00,117726.3,118080.3,117700.0,117888.5,1362.456,117856.66,118344.49,119555.84,117126.49,119327.06,117460.99,-55.486332,34.07668,384.1235,117572.74,117883.45,118194.16,,,
2025-07-21 17:15:00,117888.4,117944.2,117459.8,117525.0,1770.436,117770.26,118312.85,119495.43,116960.234,119367.14,117343.91,-62.899517,24.373304,396.65805,117572.74,117883.45,118194.16,115850.695,117572.74,0.36386767
2025-07-21 17:30:00,117527.2,117686.9,117333.0,117375.0,2222.363,117667.66,118263.125,119332.26,116850.61,119404.14,117213.86,-67.75399,21.434847,391.3133,117572.74,117883.45,118194.16,115850.695,117572.74,0.30690062
2025-07-21 17:45:00,117374.9,117870.2,117283.0,117815.3,1401.278,117666.1,118246.18,119122.2,116897.49,119402.414,117169.97,-24.298021,44.393066,415.79913,117572.74,117883.45,118194.16,,,
2025-07-21 18:00:00,117815.2,117919.0,117803.3,117908.0,877.76,117702.36,118235.12,118882.31,116999.055,119392.95,117140.766,9.5745535,48.117077,378.28674,117572.74,117883.45,118194.16,,,
2025-07-21 18:15:00,117908.0,118197.0,117846.1,117952.9,1548.404,117715.24,118235.85,118610.42,117150.59,119373.37,117120.29,31.237577,50.00893,374.8634,117572.74,117883.45,118194.16,,,
2025-07-21 18:30:00,117952.9,117973.5,117400.7,117432.9,1441.452,117696.82,118196.24,118464.06,117135.35,119386.36,117029.484,0.41209158,33.50273,399.60547,117572.74,117883.45,118194.16,115850.695,117572.74,0.3288899
2025-07-21 18:45:00,117432.9,117432.9,117033.0,117116.3,2845.129,117645.08,118126.06,118407.21,116994.24,119432.35,116884.51,-35.303032,27.139761,399.6423,117539.055,117839.35,118139.65,115874.69,117539.055,0.21588275
2025-07-21 19:00:00,117116.4,117400.0,116933.0,117391.2,1872.312,117560.26,118058.695,118361.55,116945.61,119449.31,116803.75,-22.71331,38.89581,408.062,117539.055,117839.35,118139.65,115874.69,117539.055,0.3239027
2025-07-21 19:15:00,117391.2,117485.7,116947.4,117043.5,1000.649,117387.36,117983.53,118394.27,116772.13,119516.19,116670.11,-37.554344,31.41589,424.34177,117385.56,117638.45,117891.336,115983.98,117385.56,0.22238813
2025-07-21 19:30:00,117044.0,117044.0,116600.0,116800.0,3844.075,117156.78,117884.24,118468.78,116527.1,119600.375,116493.29,-54.968163,27.15004,426.79904,117326.35,117560.95,117795.55,116026.14,117326.35,0.117247626
2025-07-21 19:45:00,116800.1,116859.3,116614.3,116724.7,1915.087,117015.14,117775.336,118520.39,116308.49,119658.07,116322.625,-57.99528,25.882101,404.07416,117259.88,117473.95,117688.016,116073.46,117259.88,0.08698528
2025-07-21 20:00:00,116724.7,116942.2,116566.9,116881.4,1655.866,116968.16,117684.24,118429.55,116231.484,119696.27,116198.44,-35.451942,33.43002,400.4774,117189.6,117381.95,117574.305,116123.516,117189.6,0.19293295
2025-07-21 20:15:00,116881.3,117079.3,116855.7,117029.1,1116.43,116895.74,117602.87,118397.18,116181.2,119711.58,116109.05,-4.107485,40.13414,378.3677,117189.6,117381.95,117574.305,116123.516,117189.6,0.28354087
2025-07-21 20:30:00,117029.0,117168.7,116876.4,117109.5,1142.119,116908.94,117528.32,118380.266,116153.87,119725.18,116040.26,22.438591,43.7328,367.60925,117189.6,117381.95,117574.305,116123.516,117189.6,0.332863
2025-07-21 20:45:00,117109.5,117227.1,116860.8,116889.7,960.342,116926.88,117456.28,118238.625,116141.24,119729.9,115943.87,20.071346,36.697037,367.4456,117189.6,117381.95,117574.305,116123.516,117189.6,0.19802466
2025-07-21 21:00:00,116889.6,117172.0,116824.4,116906.9,679.383,116963.32,117389.75,117992.2,116220.82,119686.78,115874.766,22.890024,37.61335,364.9649,117189.6,117381.95,117574.305,116123.516,117189.6,0.20857616
2025-07-21 21:15:00,116906.9,117200.0,116906.8,117185.8,472.045,117024.2,117353.02,117611.16,116474.01,119582.11,115871.44,48.011955,51.024467,355.9943,117189.6,117381.95,117574.305,116123.516,117189.6,0.37966996
2025-07-21 21:30:00,117185.8,117338.7,117069.0,117333.4,538.366,117085.06,117326.62,117564.95,116503.625,119492.59,115875.05,69.930786,56.76315,345.2075,117189.6,117381.95,117574.305,,,
2025-07-21 21:45:00,117333.4,117333.4,117109.6,117171.7,496.407,117097.5,117295.59,117576.34,116501.48,119347.47,115905.95,63.13775,49.369453,330.03156,116755.82,117031.0,117306.18,,,
