open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA20,MA50,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Secondary,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.236,Fib_Ret_0.786,Fib_Ret_0.000,Fib_Ret_1.000,Fib_Ext_1.272,Fib_Ext_1.414,Fib_Trend,Fib_High,Fib_Low,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position,MA3,MA5,MA35,Volume_MA20,Volume_Ratio,MA_Fast_Signal,MACD_Zero_Cross,BB_Breakout_Strength,Fib_Key_Zone
2025-07-20 16:00:00,118669.4,118856.6,118522.3,118601.2,1660.407,197133950.0,32033.0,840.041,99744030.0,118636.28,,,,,65.87817,74.93946,,119025.85,118492.24,117958.625,,,,61.400574,69.7843,8764.241,249.73389,,,73.59178,,,,,,,,,,neutral,,,neutral,,,,118615.0,118636.28,,,,快速死叉,,,
2025-07-20 16:15:00,118601.1,118651.6,118450.0,118645.2,917.547,108759784.0,21549.0,410.518,48660080.0,118637.32,,,,,68.15559,75.72567,,118970.44,118538.24,118106.04,,,,61.501163,65.291115,9681.788,243.71716,,,71.01848,,,,,,,,,,neutral,,,neutral,,,,118638.57,118637.32,,,,快速金叉,,,
2025-07-20 16:30:00,118645.1,118818.0,118596.0,118724.3,753.69,89458504.0,20097.0,400.143,47494736.0,118642.9,,,,,72.065926,77.115616,,118856.375,118590.36,118324.34,,,,62.08468,61.66214,10435.478,241.00252,,,70.150536,,,,,,,,,,neutral,,,neutral,,,,118656.9,118642.9,,,,快速金叉,,,
2025-07-20 16:45:00,118724.3,118730.3,118491.4,118543.8,515.2,61104204.0,14353.0,271.869,32246162.0,118636.76,,,,,54.31106,67.60297,,118812.65,118604.12,118395.586,,,,52.604664,58.730167,9920.278,240.7397,,,66.42278,,,,,,,,,,neutral,,,neutral,,,,118637.766,118636.76,,,,快速金叉,,,
2025-07-20 17:00:00,118543.7,118543.8,118156.7,118320.4,2361.164,279292580.0,42390.0,928.256,109793830.0,118566.98,,,,,40.059906,58.057293,,118881.33,118586.62,118291.91,,,,40.446583,51.711975,7559.114,259.03473,,,59.149673,,,,,,,,,,neutral,,,neutral,,,,118529.5,118566.98,,1113.2933,2.1208823,快速死叉,,,
2025-07-20 17:15:00,118320.5,118430.0,118222.9,118320.3,522.344,61813204.0,14060.0,234.224,27718416.0,118510.8,118393.6,,,,40.054417,58.053345,,118913.38,118561.02,118208.67,,,,23.277727,38.776325,7036.77,252.5429,,,52.7857,,,,,,,,,,neutral,,,neutral,,,,118394.836,118510.8,,1081.1451,0.48313957,快速死叉,,,
2025-07-20 17:30:00,118320.4,118431.6,118030.5,118209.7,775.015,91611920.0,20641.0,322.222,38092220.0,118423.7,118412.625,57.50966,145.34567,-87.83601,34.036896,53.699963,59.048912,118970.58,118531.51,118092.44,,,,22.818705,28.847672,6261.755,271.11252,255.49048,1.0611453,49.583027,,,,,,,,,,neutral,,,neutral,,,,118283.47,118423.7,,1073.5442,0.72192186,快速死叉,,,
2025-07-20 17:45:00,118209.6,118209.7,117912.8,118003.4,1399.412,165197330.0,29828.0,532.184,62829100.0,118279.52,118420.375,1.5761523,97.4225,-95.84635,25.65081,46.66982,53.773487,119084.76,118495.71,117906.664,,,,18.358631,21.485022,4862.343,274.33597,257.46237,1.0655382,47.9281,,,,,,,,,,neutral,,,neutral,,,,118177.8,118279.52,,1094.8782,1.278144,快速死叉,,,
2025-07-20 18:00:00,118003.4,118208.9,118003.4,118178.4,807.47,95387080.0,17818.0,406.337,47999436.0,118206.44,118426.23,-16.917368,59.30921,-76.22658,40.22581,52.36655,57.1808,119077.484,118457.24,117836.99,,,,20.34757,20.508303,5669.813,265.73148,254.98796,1.0421335,46.480038,,,,,,,,,,neutral,,,neutral,,,,118130.5,118206.44,,1095.9923,0.73674786,快速死叉,零轴下穿,,
2025-07-20 18:15:00,118178.3,118205.0,118056.7,118181.0,495.534,58543244.0,12972.0,222.629,26303114.0,118178.56,118430.164,-29.087307,29.843706,-58.93101,40.428234,52.447823,57.22998,119033.055,118414.29,117795.53,,,,24.052586,20.919596,6165.347,251.05254,249.90758,1.0045816,45.212982,,,,,,,,,,neutral,,,neutral,,,,118120.93,118178.56,,1095.6339,0.45228064,快速死叉,,,
2025-07-20 18:30:00,118180.9,118235.1,118068.7,118210.0,696.644,82320670.0,15563.0,260.531,30788330.0,118156.5,118435.73,-33.484226,8.734395,-42.21862,42.942577,53.402817,57.797653,119005.125,118383.914,117762.7,,,,36.416256,26.938803,6861.991,240.47096,245.93103,0.9777984,43.322018,,,,,,,,,,neutral,,,neutral,,,,118189.8,118156.5,,1107.3918,0.6290853,快速金叉,,,
2025-07-20 18:45:00,118210.0,118421.0,118209.9,118329.1,996.849,117961820.0,19060.0,417.47,49397960.0,118180.38,118446.69,-21.83099,-1.4540669,-20.376925,52.540333,57.2041,60.082336,118932.1,118355.57,117779.03,,,,53.38335,37.95073,7858.84,236.79959,244.27242,0.96940786,38.125195,,,,,,,,,,neutral,,,neutral,,,,118240.03,118180.38,,1108.6274,0.89917403,快速金叉,,,
2025-07-20 19:00:00,118329.2,118538.4,118329.1,118494.0,643.46,76207130.0,15792.0,389.451,46124280.0,118278.5,118452.18,6.0757875,1.0558846,5.0199027,62.680573,61.845127,62.994736,118900.53,118346.63,117792.734,,,,73.41518,54.404926,8502.3,233.36215,242.60706,0.9618935,35.421486,,,,,,,,,,neutral,,,neutral,,,,118344.37,118278.5,,933.35504,0.6894054,快速金叉,零轴上穿,,
2025-07-20 19:15:00,118494.1,118549.4,118405.7,118526.8,402.137,47645436.0,11188.0,202.621,24006990.0,118348.18,118452.01,29.190428,10.434066,18.756361,64.44353,62.711346,63.55016,118857.98,118336.766,117815.56,,,,89.86519,72.22124,8904.437,222.15437,237.8972,0.93382514,33.22086,,,,,,,,,,neutral,,,neutral,,,,118449.97,118348.18,,872.1727,0.46107498,快速金叉,,,
2025-07-20 19:30:00,118526.7,118526.8,118328.8,118328.8,348.521,41275348.0,8274.0,86.611,10258019.0,118377.74,118437.79,21.435343,14.101158,7.3341846,48.355827,54.646194,58.02951,118719.19,118303.805,117888.43,119045.49,118357.56,117669.63,82.98326,82.087875,8555.916,219.13509,235.99733,0.928549,29.642834,,,,,,,,,,neutral,,,neutral,,,,118449.87,118377.74,,850.116,0.40996876,快速金叉,,,
2025-07-20 19:45:00,118328.8,118363.0,118130.9,118131.2,346.131,40932764.0,9298.0,107.071,12662395.0,118361.98,118417.18,-7.5739937,6.876107,-14.450101,37.466007,48.010193,53.187824,118652.875,118269.42,117885.98,119010.164,118368.266,117726.37,57.05591,76.63479,8209.785,220.75569,235.81174,0.9361523,28.607069,117906.76,117613.35,117319.945,118269.79,116902.21,118856.6,116370.1,119532.93,119886.01,uptrend,118856.6,116370.1,fib_golden_zone_缩量,117906.76,119532.93,0.70826465,118328.93,118361.98,,828.3508,0.41785556,快速死叉,零轴下穿,,
2025-07-20 20:00:00,118131.2,118157.9,117822.4,118031.8,2155.023,254201000.0,35787.0,865.96,102147940.0,118302.52,118398.08,-39.21034,-8.486041,-30.724298,33.092342,45.04677,50.942806,118664.35,118245.375,117826.4,118984.25,118374.63,117765.01,34.507046,58.18207,6054.762,235.09874,240.5588,0.97730255,30.714243,117882.9,117594.05,117305.195,118240.3,116893.95,118818.0,116370.1,119483.83,119831.43,uptrend,118818.0,116370.1,fib_golden_zone_带量,117882.9,119483.83,0.67882675,118163.93,118302.52,,900.1557,2.3940558,快速死叉,,,
2025-07-20 20:15:00,118031.8,118198.3,117968.2,118057.5,541.597,63952180.0,15487.0,298.129,35203716.0,118215.22,118370.336,-57.303226,-24.758436,-32.54479,35.368214,45.975273,51.49858,118659.45,118223.48,117787.5,118984.055,118374.7,117765.34,25.420815,38.994587,6596.359,234.47389,240.06076,0.97672725,31.760397,117882.9,117594.05,117305.195,118240.3,116893.95,118818.0,116370.1,119483.83,119831.43,uptrend,118818.0,116370.1,fib_golden_zone_缩量,117882.9,119483.83,0.6893256,118073.5,118215.22,,901.3881,0.6008477,快速死叉,,,
2025-07-20 20:30:00,118057.5,118153.8,118040.0,118153.8,295.461,34895356.0,9721.0,157.682,18622138.0,118140.62,118344.5,-57.2906,-35.60249,-21.688108,43.73486,49.423664,53.56821,118657.85,118218.82,117779.78,118980.37,118376.55,117772.73,35.575424,31.834427,6891.82,219.38966,234.04834,0.937369,32.67578,117828.7,117550.2,117271.695,118173.29,116875.18,118730.3,116370.1,119372.27,119707.42,uptrend,118730.3,116370.1,fib_golden_zone_缩量,117828.7,119372.27,0.75574106,118081.03,118140.62,,879.02057,0.33612525,快速死叉,,,强势区
2025-07-20 20:45:00,118153.8,118245.3,118057.7,118062.4,310.531,36694916.0,9251.0,158.25,18700746.0,118087.34,118320.12,-66.63174,-45.94557,-20.686165,38.25179,46.396645,51.383125,118647.11,118223.734,117800.36,118983.02,118375.52,117768.016,36.97845,32.65823,6581.289,215.41595,231.83652,0.92917174,31.479856,117716.91,117459.75,117202.59,118035.086,116836.47,118549.4,116370.1,119142.17,119451.63,uptrend,118549.4,116370.1,fib_golden_zone_缩量,117716.91,119142.17,0.7765337,118091.234,118087.34,118318.96,847.20685,0.36653504,快速金叉,,,强势区
2025-07-20 21:00:00,118062.4,118062.5,117800.0,117994.4,1253.766,147817380.0,26569.0,349.414,41194384.0,118059.98,118287.98,-79.52688,-57.13934,-22.387535,34.497772,44.2264,49.796368,118664.73,118208.4,117752.07,118993.06,118372.04,117751.01,35.114788,35.889553,5327.523,221.30145,233.29669,0.9485838,33.027695,117716.91,117459.75,117202.59,118035.086,116836.47,118549.4,116370.1,119142.17,119451.63,uptrend,118549.4,116370.1,fib_golden_zone_带量,117716.91,119142.17,0.74533105,118070.2,118059.98,118324.23,826.8748,1.5162706,快速金叉,,,
2025-07-20 21:15:00,117994.4,118097.7,117801.8,118065.9,816.607,96325416.0,14514.0,537.25,63376030.0,118066.8,118262.484,-78.27784,-64.18551,-14.09233,41.5362,47.03195,51.451572,118667.26,118198.805,117730.36,119000.08,118361.61,117723.14,35.662964,35.918736,6144.13,230.62627,236.2778,0.976081,33.654976,117716.91,117459.75,117202.59,118035.086,116836.47,118549.4,116370.1,119142.17,119451.63,uptrend,118549.4,116370.1,fib_golden_zone,117716.91,119142.17,0.77813977,118040.9,118066.8,118330.66,821.8278,0.99364734,快速死叉,,,强势区
2025-07-20 21:30:00,118065.9,118139.2,117888.1,117988.8,514.114,60669780.0,13304.0,233.366,27537976.0,118053.06,118231.23,-84.5951,-70.98871,-13.606399,36.589943,44.43622,49.60002,118674.02,118180.375,117686.73,119000.914,118343.555,117686.195,38.791634,36.52313,5630.016,233.18549,236.98361,0.983973,33.31236,117716.91,117459.75,117202.59,118035.086,116836.47,118549.4,116370.1,119142.17,119451.63,uptrend,118549.4,116370.1,fib_golden_zone_缩量,117716.91,119142.17,0.74276143,118016.37,118053.06,118328.75,809.849,0.63482696,快速死叉,,,
2025-07-20 21:45:00,117988.8,118036.3,117982.8,117982.9,167.563,19773446.0,5712.0,87.071,10274955.0,118018.88,118195.92,-87.70256,-76.55999,-11.142568,36.205032,44.235023,49.457016,118649.39,118151.52,117653.66,118985.99,118322.07,117658.16,43.566982,39.340527,5462.453,210.72481,228.2463,0.9232342,33.012566,117716.91,117459.75,117202.59,118035.086,116836.47,118549.4,116370.1,119142.17,119451.63,uptrend,118549.4,116370.1,fib_golden_zone_缩量,117716.91,119142.17,0.74005413,118012.53,118018.88,118325.45,792.46716,0.21144472,快速死叉,,,
2025-07-20 22:00:00,117982.8,118029.9,116800.0,116875.1,7397.326,867748600.0,111523.0,2341.826,274770200.0,117781.42,118116.46,-217.38078,-123.50025,-93.88053,10.956619,23.092842,31.533022,119033.336,118016.62,116999.9,119220.9,118265.78,117310.664,29.55599,37.304867,-1934.873,338.1217,275.9441,1.2253268,38.43181,117202.59,117459.75,117716.91,116884.414,118083.03,116370.1,118549.4,115777.33,115467.87,downtrend,118549.4,116370.1,neutral,115777.33,117202.59,0.23172578,117615.6,117781.42,118290.65,1044.2753,7.0836935,快速死叉,,带量突破下轨,
2025-07-20 22:15:00,116875.0,117265.5,116370.1,117230.0,8280.137,966553100.0,126642.0,3904.012,455783700.0,117628.54,118064.54,-261.031,-169.34383,-91.68716,29.367048,33.97944,38.972866,118988.53,117908.55,116828.57,119300.125,118225.68,117151.234,30.708675,34.61055,6345.264,407.7815,305.442,1.3350538,43.8077,117202.59,117459.75,117716.91,116884.414,118083.03,116370.1,118549.4,115777.33,115467.87,downtrend,118549.4,116370.1,fib_382_reject_带量,117202.59,117459.75,0.39457625,117362.664,117628.54,118265.82,1432.1649,5.781553,快速死叉,,,关键支撑区
2025-07-20 22:30:00,117229.9,117592.7,117069.8,117569.7,1954.532,229353740.0,43840.0,964.859,113241450.0,117529.3,118028.8,-245.57047,-194.75272,-50.81776,42.616196,42.386154,44.98143,118893.93,117845.29,116796.66,119289.09,118190.0,117090.91,39.62036,33.29501,8299.796,422.1713,315.79715,1.3368434,44.943565,117202.59,117459.75,117716.91,116884.414,118083.03,116370.1,118549.4,119142.17,119451.63,neutral,118549.4,116370.1,neutral,,,,117224.93,117529.3,118242.71,1491.1407,1.3107629,快速死叉,,,
2025-07-20 22:45:00,117569.6,117631.3,117370.2,117438.6,1698.613,199589580.0,36841.0,668.993,78618150.0,117419.26,117992.08,-244.40039,-211.30194,-33.098454,39.297276,40.255726,43.255646,118848.79,117787.58,116726.36,119275.055,118148.08,117021.1,58.020958,42.783333,6601.183,402.03738,313.1925,1.283675,45.54049,117202.59,117459.75,117716.91,116884.414,118083.03,116370.1,118549.4,119142.17,119451.63,neutral,118549.4,116370.1,neutral,,,,117412.766,117419.26,118211.516,1506.1008,1.1278216,快速死叉,,,
2025-07-20 23:00:00,117438.5,117529.9,117188.1,117334.9,1347.878,158150030.0,35929.0,651.795,76474730.0,117289.66,117960.24,-249.9978,-224.20056,-25.797247,36.662365,38.602913,41.919853,118820.3,117729.5,116638.7,119278.99,118106.76,116934.52,60.91421,52.851845,5253.305,394.50772,314.55478,1.2541782,46.69575,117202.59,117459.75,117716.91,116884.414,118083.03,116370.1,118549.4,119142.17,119451.63,neutral,118549.4,116370.1,neutral,,,,117447.734,117289.66,118174.586,1533.1212,0.8791725,快速金叉,,,
2025-07-20 23:15:00,117334.9,117376.0,117142.1,117183.3,641.012,75172750.0,21120.0,284.479,33364468.0,117351.3,117912.86,-265.77618,-238.0591,-27.717081,32.89996,36.259125,40.02266,118782.27,117656.65,116531.02,119276.47,118057.23,116837.98,54.579937,57.83837,4612.293,374.43176,310.71408,1.2050686,47.86629,117193.96,117448.45,117702.94,116879.08,118065.266,116370.1,118526.8,115783.48,115477.23,downtrend,118526.8,116370.1,fib_382_reject_缩量,115783.48,117193.96,0.37705755,117318.93,117351.3,118135.14,1540.3951,0.4161348,快速死叉,,,关键支撑区
2025-07-20 23:30:00,117183.3,117350.0,116907.3,117197.1,1202.34,140815900.0,32130.0,567.855,66515076.0,117344.72,117866.01,-268.92545,-248.34789,-20.577553,33.623375,36.63627,40.280987,118671.84,117576.92,116482.01,119266.79,118010.42,116754.05,51.055717,55.51662,5814.633,382.96527,316.9991,1.2080958,49.66765,117180.48,117430.8,117681.125,116870.75,118037.52,116370.1,118491.5,115793.08,115491.84,downtrend,118491.5,116370.1,fib_382_reject_缩量,117180.48,117430.8,0.3898369,117238.43,117344.72,118099.83,1565.6799,0.76793474,快速死叉,,,关键支撑区
2025-07-20 23:45:00,117197.0,117287.9,117094.0,117216.0,543.737,63721260.0,15772.0,303.771,35597396.0,117273.98,117818.67,-262.61584,-253.10387,-9.5119705,34.74744,37.184444,40.648598,118554.5,117506.39,116458.28,119234.54,117962.78,116691.02,55.233997,53.62322,6358.37,359.33212,311.13727,1.1548991,51.243835,117194.414,117449.05,117703.68,116879.37,118066.21,116370.1,118528.0,115783.15,115476.73,downtrend,118528.0,116370.1,fib_382_reject_缩量,117194.414,117449.05,0.39200148,117198.8,117273.98,118059.14,1543.0243,0.35238394,快速死叉,,,关键支撑区
2025-07-21 00:00:00,117216.1,117255.7,116807.7,116819.1,1661.943,194495020.0,35048.0,800.653,93703544.0,117150.08,117746.766,-298.50293,-268.23688,-30.266048,24.558247,31.099731,35.79063,118490.53,117408.45,116326.375,119227.766,117899.27,116570.78,39.42683,48.57218,4696.427,370.41562,317.65454,1.1660959,53.490147,117216.195,117477.55,117738.91,116892.81,118111.01,116370.1,118585.0,115767.65,115453.13,downtrend,118585.0,116370.1,neutral,115767.65,117216.195,0.20271796,117077.4,117150.08,118005.51,1593.9485,1.042658,快速死叉,,,
2025-07-21 00:15:00,116819.0,116960.0,116454.1,116869.6,2602.951,303759900.0,57184.0,1261.601,147246270.0,117057.02,117669.414,-310.58804,-282.35394,-28.234104,27.705137,32.610733,36.799713,118314.87,117308.76,116302.65,119221.46,117843.47,116465.47,34.58361,43.08148,7299.378,387.35117,326.6186,1.1859434,56.24871,117216.195,117477.55,117738.91,116892.81,118111.01,116370.1,118585.0,115767.65,115453.13,downtrend,118585.0,116370.1,neutral,115767.65,117216.195,0.22551808,116968.234,117057.02,117956.8,1703.9891,1.5275631,快速死叉,,,
2025-07-21 00:30:00,116869.5,117166.6,116692.3,116978.8,1235.703,144508880.0,33259.0,631.589,73864590.0,117016.12,117595.7,-298.961,-287.88962,-11.071375,34.588516,35.885036,38.977135,118088.195,117224.59,116360.99,119216.74,117798.75,116380.76,28.484262,34.1649,8535.081,398.21976,333.65103,1.1935217,56.00793,117216.195,117477.55,117738.91,116892.81,118111.01,116370.1,118585.0,115767.65,115453.13,downtrend,118585.0,116370.1,neutral,115767.65,117216.195,0.27482054,116889.164,117016.12,117908.49,1748.3483,0.7067831,快速死叉,,,
2025-07-21 00:45:00,116978.7,117333.1,116837.7,117323.6,1342.512,157267500.0,34262.0,828.496,97072270.0,117041.42,117547.836,-243.54895,-273.1094,29.560455,51.573605,44.975994,45.23286,117786.44,117169.65,116552.87,119176.695,117765.52,116354.35,59.46157,40.843147,9877.593,410.36728,341.35336,1.2021773,53.86352,117228.76,117494.0,117759.24,116900.58,118136.87,116370.1,118617.9,119229.305,119548.49,neutral,118617.9,116370.1,neutral,,,,117057.336,117041.42,117871.99,1798.1674,0.74660015,快速金叉,,,
2025-07-21 01:00:00,117323.6,117410.9,117111.0,117125.2,934.741,109636560.0,26671.0,481.272,56453464.0,117023.26,117499.93,-222.49496,-256.2379,33.742958,43.91803,41.34341,42.59468,117761.234,117190.49,116619.74,119155.41,117729.375,116303.336,71.07638,53.007404,8942.852,396.55887,339.3794,1.1684824,51.105244,117228.76,117494.0,117759.24,116900.58,118136.87,116370.1,118617.9,115758.695,115439.51,downtrend,118617.9,116370.1,neutral,115758.695,117228.76,0.33592847,117142.53,117023.26,117828.56,1737.1532,0.53808784,快速金叉,,,
2025-07-21 01:15:00,117125.1,117223.0,117000.0,117090.7,678.591,79463440.0,21302.0,249.275,29189910.0,117077.58,117455.12,-206.67389,-239.71658,33.042686,42.634125,40.727406,42.145863,117753.23,117178.88,116604.54,119150.74,117698.95,116247.16,76.9968,69.17825,8264.261,374.864,333.83752,1.1228936,49.344048,117228.76,117494.0,117759.24,116900.58,118136.87,116370.1,118617.9,115758.695,115439.51,downtrend,118617.9,116370.1,neutral,115758.695,117228.76,0.32058012,117179.836,117077.58,117781.89,1744.0029,0.3890997,快速金叉,,,
2025-07-21 01:30:00,117090.6,117195.7,116732.5,116922.9,1169.774,136742620.0,28434.0,481.369,56274500.0,117088.24,117401.086,-210.45515,-229.96277,19.507614,36.568016,37.77901,39.993725,117630.664,117124.984,116619.305,119135.42,117657.1,116178.78,61.890327,69.98784,7094.487,385.906,339.99765,1.1350255,49.17331,117228.76,117494.0,117759.24,116900.58,118136.87,116370.1,118617.9,115758.695,115439.51,downtrend,118617.9,116370.1,neutral,115758.695,117228.76,0.24592936,117046.266,117088.24,117735.58,1787.7185,0.654339,快速死叉,,,
2025-07-21 01:45:00,116922.9,117287.7,116871.2,117262.9,860.994,100834720.0,20002.0,460.499,53940784.0,117145.06,117358.664,-168.39755,-209.44102,41.043476,52.53327,46.267113,45.873997,117564.164,117110.34,116656.52,119092.67,117626.5,116160.32,66.68757,68.5249,7955.481,389.73026,343.64062,1.1341217,47.839508,117228.76,117494.0,117759.24,116900.58,118136.87,116370.1,118617.9,115758.695,115439.51,downtrend,118617.9,116370.1,fib_382_reject_缩量,117228.76,117494.0,0.39718837,117092.164,117145.06,117705.36,1815.2417,0.4743137,快速死叉,,,关键支撑区
2025-07-21 02:00:00,117262.8,117989.1,117262.8,117880.1,2695.651,317282400.0,46017.0,1536.036,180742540.0,117256.36,117349.984,-63.00314,-160.6284,97.62526,69.03755,57.580055,54.39267,117877.05,117155.77,116434.51,119058.3,117615.5,116172.7,75.04104,67.87298,10651.132,431.80148,361.8625,1.1932751,43.246696,117759.24,117494.0,117228.76,118087.42,116851.13,118617.9,116370.1,119229.305,119548.49,uptrend,118617.9,116370.1,fib_golden_zone_带量,117759.24,119229.305,0.67176795,117355.3,117256.36,117692.79,1887.3359,1.4282836,快速金叉,,,
2025-07-21 02:15:00,117880.1,118063.0,117660.0,118000.0,1299.717,153143500.0,31634.0,665.586,78436830.0,117431.32,117350.25,25.83866,-98.47272,124.31137,71.29928,59.369686,55.811268,118182.47,117223.836,116265.2,119016.26,117604.53,116192.8,90.4638,77.39747,11950.849,428.2013,363.8214,1.1769546,39.687378,117791.33,117536.0,117280.67,118107.24,116917.16,118617.9,116454.1,119206.45,119513.71,uptrend,118617.9,116454.1,fib_golden_zone_缩量,117791.33,119206.45,0.71443754,117714.336,117431.32,117686.8,1911.4915,0.67994916,快速金叉,零轴上穿,,
2025-07-21 02:30:00,118000.0,118011.1,117784.7,117819.9,757.671,89327120.0,22377.0,304.141,35856996.0,117577.16,117338.53,65.9955,-43.649975,109.64548,63.207985,55.576828,53.201324,118331.55,117275.734,116219.914,118926.8,117582.06,116237.32,89.529434,85.01143,11193.178,402.97614,357.27756,1.1279079,36.57297,117791.33,117536.0,117280.67,118107.24,116917.16,118617.9,116454.1,119206.45,119513.71,uptrend,118617.9,116454.1,fib_618_bounce_缩量,117791.33,119206.45,0.63120437,117900.0,117577.16,117681.555,1923.6693,0.39386758,快速金叉,,,
