open_time,开盘价,最高价,最低价,收盘价,成交量,MA20,MA50,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,ATR,ATR_Long,ADX,OBV,MA3,Volume_MA20,Volume_Ratio,MA_Fast_Signal,MACD_Zero_Cross,BB_Breakout_Strength,Fib_Key_Zone,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ext_1.272,Fib_Trend,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level
2025-07-20 15:00:00,118433.0,118640.0,118329.9,118640.0,718.925,118558.94,,,,,80.31781,,119039.13,118264.18,117489.234,,,,252.84766,,,9703.708,118545.63,,,快速死叉,,,,,,,,neutral,neutral,,
2025-07-20 15:15:00,118640.0,118696.4,118500.0,118696.4,516.948,118592.14,,,,,81.77764,,119078.99,118338.04,117597.09,,,,245.7917,,,10220.656,118589.8,,,快速死叉,,,,,,,,neutral,neutral,,
2025-07-20 15:30:00,118696.4,118758.6,118547.0,118574.5,742.813,118581.56,,,,,68.89294,,119035.984,118399.18,117762.38,,,,241.51773,,,9477.843,118636.97,,,快速金叉,,,,,,,,neutral,neutral,,
2025-07-20 15:45:00,118574.5,118764.2,118553.6,118669.3,946.805,118602.64,,,,,72.78359,,119049.48,118450.34,117851.2,,,,237.65302,,,10424.648,118646.734,,,快速金叉,,,,,,,,neutral,neutral,,
2025-07-20 16:00:00,118669.4,118856.6,118522.3,118601.2,1660.407,118636.28,,,,,65.87817,,119025.85,118492.24,117958.625,,,,249.73389,,73.59178,8764.241,118615.0,,,快速死叉,,,,,,,,neutral,neutral,,
2025-07-20 16:15:00,118601.1,118651.6,118450.0,118645.2,917.547,118637.32,,,,,68.15559,,118970.44,118538.24,118106.04,,,,243.71716,,71.01848,9681.788,118638.57,,,快速金叉,,,,,,,,neutral,neutral,,
2025-07-20 16:30:00,118645.1,118818.0,118596.0,118724.3,753.69,118642.9,,,,,72.065926,,118856.375,118590.36,118324.34,,,,241.00252,,70.150536,10435.478,118656.9,,,快速金叉,,,,,,,,neutral,neutral,,
2025-07-20 16:45:00,118724.3,118730.3,118491.4,118543.8,515.2,118636.76,,,,,54.31106,,118812.65,118604.12,118395.586,,,,240.7397,,66.42278,9920.278,118637.766,,,快速金叉,,,,,,,,neutral,neutral,,
2025-07-20 17:00:00,118543.7,118543.8,118156.7,118320.4,2361.164,118566.98,,,,,40.059906,,118881.33,118586.62,118291.91,,,,259.03473,,59.149673,7559.114,118529.5,1113.2933,2.1208823,快速死叉,,,,,,,,neutral,neutral,,
2025-07-20 17:15:00,118320.5,118430.0,118222.9,118320.3,522.344,118510.8,118393.6,,,,40.054417,,118913.38,118561.02,118208.67,,,,252.5429,,52.7857,7036.77,118394.836,1081.1451,0.48313957,快速死叉,,,,,,,,neutral,neutral,,
2025-07-20 17:30:00,118320.4,118431.6,118030.5,118209.7,775.015,118423.7,118412.625,57.50966,145.34567,-87.83601,34.036896,59.048912,118970.58,118531.51,118092.44,,,,271.11252,255.49048,49.583027,6261.755,118283.47,1073.5442,0.72192186,快速死叉,,,,,,,,neutral,neutral,,
2025-07-20 17:45:00,118209.6,118209.7,117912.8,118003.4,1399.412,118279.52,118420.375,1.5761523,97.4225,-95.84635,25.65081,53.773487,119084.76,118495.71,117906.664,,,,274.33597,257.46237,47.9281,4862.343,118177.8,1094.8782,1.278144,快速死叉,,,,,,,,neutral,neutral,,
2025-07-20 18:00:00,118003.4,118208.9,118003.4,118178.4,807.47,118206.44,118426.23,-16.917368,59.30921,-76.22658,40.22581,57.1808,119077.484,118457.24,117836.99,,,,265.73148,254.98796,46.480038,5669.813,118130.5,1095.9923,0.73674786,快速死叉,零轴下穿,,,,,,,neutral,neutral,,
2025-07-20 18:15:00,118178.3,118205.0,118056.7,118181.0,495.534,118178.56,118430.164,-29.087307,29.843706,-58.93101,40.428234,57.22998,119033.055,118414.29,117795.53,,,,251.05254,249.90758,45.212982,6165.347,118120.93,1095.6339,0.45228064,快速死叉,,,,,,,,neutral,neutral,,
2025-07-20 18:30:00,118180.9,118235.1,118068.7,118210.0,696.644,118156.5,118435.73,-33.484226,8.734395,-42.21862,42.942577,57.797653,119005.125,118383.914,117762.7,,,,240.47096,245.93103,43.322018,6861.991,118189.8,1107.3918,0.6290853,快速金叉,,,,,,,,neutral,neutral,,
2025-07-20 18:45:00,118210.0,118421.0,118209.9,118329.1,996.849,118180.38,118446.69,-21.83099,-1.4540669,-20.376925,52.540333,60.082336,118932.1,118355.57,117779.03,,,,236.79959,244.27242,38.125195,7858.84,118240.03,1108.6274,0.89917403,快速金叉,,,,,,,,neutral,neutral,,
2025-07-20 19:00:00,118329.2,118538.4,118329.1,118494.0,643.46,118278.5,118452.18,6.0757875,1.0558846,5.0199027,62.680573,62.994736,118900.53,118346.63,117792.734,,,,233.36215,242.60706,35.421486,8502.3,118344.37,933.35504,0.6894054,快速金叉,零轴上穿,,,,,,,neutral,neutral,,
2025-07-20 19:15:00,118494.1,118549.4,118405.7,118526.8,402.137,118348.18,118452.01,29.190428,10.434066,18.756361,64.44353,63.55016,118857.98,118336.766,117815.56,,,,222.15437,237.8972,33.22086,8904.437,118449.97,872.1727,0.46107498,快速金叉,,,,,,,,neutral,neutral,,
2025-07-20 19:30:00,118526.7,118526.8,118328.8,118328.8,348.521,118377.74,118437.79,21.435343,14.101158,7.3341846,48.355827,58.02951,118719.19,118303.805,117888.43,119045.49,118357.56,117669.63,219.13509,235.99733,29.642834,8555.916,118449.87,850.116,0.40996876,快速金叉,,,,,,,,neutral,neutral,,
2025-07-20 19:45:00,118328.8,118363.0,118130.9,118131.2,346.131,118361.98,118417.18,-7.5739937,6.876107,-14.450101,37.466007,53.187824,118652.875,118269.42,117885.98,119010.164,118368.266,117726.37,220.75569,235.81174,28.607069,8209.785,118328.93,828.3508,0.41785556,快速死叉,零轴下穿,,,117906.76,117613.35,117319.945,119532.93,uptrend,fib_golden_zone_缩量,117906.76,119532.93
2025-07-20 20:00:00,118131.2,118157.9,117822.4,118031.8,2155.023,118302.52,118398.08,-39.21034,-8.486041,-30.724298,33.092342,50.942806,118664.35,118245.375,117826.4,118984.25,118374.63,117765.01,235.09874,240.5588,30.714243,6054.762,118163.93,900.1557,2.3940558,快速死叉,,,,117882.9,117594.05,117305.195,119483.83,uptrend,fib_golden_zone_带量,117882.9,119483.83
2025-07-20 20:15:00,118031.8,118198.3,117968.2,118057.5,541.597,118215.22,118370.336,-57.303226,-24.758436,-32.54479,35.368214,51.49858,118659.45,118223.48,117787.5,118984.055,118374.7,117765.34,234.47389,240.06076,31.760397,6596.359,118073.5,901.3881,0.6008477,快速死叉,,,,117882.9,117594.05,117305.195,119483.83,uptrend,fib_golden_zone_缩量,117882.9,119483.83
2025-07-20 20:30:00,118057.5,118153.8,118040.0,118153.8,295.461,118140.62,118344.5,-57.2906,-35.60249,-21.688108,43.73486,53.56821,118657.85,118218.82,117779.78,118980.37,118376.55,117772.73,219.38966,234.04834,32.67578,6891.82,118081.03,879.02057,0.33612525,快速死叉,,,强势区,117828.7,117550.2,117271.695,119372.27,uptrend,fib_golden_zone_缩量,117828.7,119372.27
2025-07-20 20:45:00,118153.8,118245.3,118057.7,118062.4,310.531,118087.34,118320.12,-66.63174,-45.94557,-20.686165,38.25179,51.383125,118647.11,118223.734,117800.36,118983.02,118375.52,117768.016,215.41595,231.83652,31.479856,6581.289,118091.234,847.20685,0.36653504,快速金叉,,,强势区,117716.91,117459.75,117202.59,119142.17,uptrend,fib_golden_zone_缩量,117716.91,119142.17
2025-07-20 21:00:00,118062.4,118062.5,117800.0,117994.4,1253.766,118059.98,118287.98,-79.52688,-57.13934,-22.387535,34.497772,49.796368,118664.73,118208.4,117752.07,118993.06,118372.04,117751.01,221.30145,233.29669,33.027695,5327.523,118070.2,826.8748,1.5162706,快速金叉,,,,117716.91,117459.75,117202.59,119142.17,uptrend,fib_golden_zone_带量,117716.91,119142.17
2025-07-20 21:15:00,117994.4,118097.7,117801.8,118065.9,816.607,118066.8,118262.484,-78.27784,-64.18551,-14.09233,41.5362,51.451572,118667.26,118198.805,117730.36,119000.08,118361.61,117723.14,230.62627,236.2778,33.654976,6144.13,118040.9,821.8278,0.99364734,快速死叉,,,强势区,117716.91,117459.75,117202.59,119142.17,uptrend,fib_golden_zone,117716.91,119142.17
2025-07-20 21:30:00,118065.9,118139.2,117888.1,117988.8,514.114,118053.06,118231.23,-84.5951,-70.98871,-13.606399,36.589943,49.60002,118674.02,118180.375,117686.73,119000.914,118343.555,117686.195,233.18549,236.98361,33.31236,5630.016,118016.37,809.849,0.63482696,快速死叉,,,,117716.91,117459.75,117202.59,119142.17,uptrend,fib_golden_zone_缩量,117716.91,119142.17
2025-07-20 21:45:00,117988.8,118036.3,117982.8,117982.9,167.563,118018.88,118195.92,-87.70256,-76.55999,-11.142568,36.205032,49.457016,118649.39,118151.52,117653.66,118985.99,118322.07,117658.16,210.72481,228.2463,33.012566,5462.453,118012.53,792.46716,0.21144472,快速死叉,,,,117716.91,117459.75,117202.59,119142.17,uptrend,fib_golden_zone_缩量,117716.91,119142.17
2025-07-20 22:00:00,117982.8,118029.9,116800.0,116875.1,7397.326,117781.42,118116.46,-217.38078,-123.50025,-93.88053,10.956619,31.533022,119033.336,118016.62,116999.9,119220.9,118265.78,117310.664,338.1217,275.9441,38.43181,-1934.873,117615.6,1044.2753,7.0836935,快速死叉,,带量突破下轨,,117202.59,117459.75,117716.91,115777.33,downtrend,neutral,115777.33,117202.59
2025-07-20 22:15:00,116875.0,117265.5,116370.1,117230.0,8280.137,117628.54,118064.54,-261.031,-169.34383,-91.68716,29.367048,38.972866,118988.53,117908.55,116828.57,119300.125,118225.68,117151.234,407.7815,305.442,43.8077,6345.264,117362.664,1432.1649,5.781553,快速死叉,,,关键支撑区,117202.59,117459.75,117716.91,115777.33,downtrend,fib_382_reject_带量,117202.59,117459.75
2025-07-20 22:30:00,117229.9,117592.7,117069.8,117569.7,1954.532,117529.3,118028.8,-245.57047,-194.75272,-50.81776,42.616196,44.98143,118893.93,117845.29,116796.66,119289.09,118190.0,117090.91,422.1713,315.79715,44.943565,8299.796,117224.93,1491.1407,1.3107629,快速死叉,,,,117202.59,117459.75,117716.91,119142.17,neutral,neutral,,
2025-07-20 22:45:00,117569.6,117631.3,117370.2,117438.6,1698.613,117419.26,117992.08,-244.40039,-211.30194,-33.098454,39.297276,43.255646,118848.79,117787.58,116726.36,119275.055,118148.08,117021.1,402.03738,313.1925,45.54049,6601.183,117412.766,1506.1008,1.1278216,快速死叉,,,,117202.59,117459.75,117716.91,119142.17,neutral,neutral,,
2025-07-20 23:00:00,117438.5,117529.9,117188.1,117334.9,1347.878,117289.66,117960.24,-249.9978,-224.20056,-25.797247,36.662365,41.919853,118820.3,117729.5,116638.7,119278.99,118106.76,116934.52,394.50772,314.55478,46.69575,5253.305,117447.734,1533.1212,0.8791725,快速金叉,,,,117202.59,117459.75,117716.91,119142.17,neutral,neutral,,
2025-07-20 23:15:00,117334.9,117376.0,117142.1,117183.3,641.012,117351.3,117912.86,-265.77618,-238.0591,-27.717081,32.89996,40.02266,118782.27,117656.65,116531.02,119276.47,118057.23,116837.98,374.43176,310.71408,47.86629,4612.293,117318.93,1540.3951,0.4161348,快速死叉,,,关键支撑区,117193.96,117448.45,117702.94,115783.48,downtrend,fib_382_reject_缩量,115783.48,117193.96
2025-07-20 23:30:00,117183.3,117350.0,116907.3,117197.1,1202.34,117344.72,117866.01,-268.92545,-248.34789,-20.577553,33.623375,40.280987,118671.84,117576.92,116482.01,119266.79,118010.42,116754.05,382.96527,316.9991,49.66765,5814.633,117238.43,1565.6799,0.76793474,快速死叉,,,关键支撑区,117180.48,117430.8,117681.125,115793.08,downtrend,fib_382_reject_缩量,117180.48,117430.8
2025-07-20 23:45:00,117197.0,117287.9,117094.0,117216.0,543.737,117273.98,117818.67,-262.61584,-253.10387,-9.5119705,34.74744,40.648598,118554.5,117506.39,116458.28,119234.54,117962.78,116691.02,359.33212,311.13727,51.243835,6358.37,117198.8,1543.0243,0.35238394,快速死叉,,,关键支撑区,117194.414,117449.05,117703.68,115783.15,downtrend,fib_382_reject_缩量,117194.414,117449.05
2025-07-21 00:00:00,117216.1,117255.7,116807.7,116819.1,1661.943,117150.08,117746.766,-298.50293,-268.23688,-30.266048,24.558247,35.79063,118490.53,117408.45,116326.375,119227.766,117899.27,116570.78,370.41562,317.65454,53.490147,4696.427,117077.4,1593.9485,1.042658,快速死叉,,,,117216.195,117477.55,117738.91,115767.65,downtrend,neutral,115767.65,117216.195
2025-07-21 00:15:00,116819.0,116960.0,116454.1,116869.6,2602.951,117057.02,117669.414,-310.58804,-282.35394,-28.234104,27.705137,36.799713,118314.87,117308.76,116302.65,119221.46,117843.47,116465.47,387.35117,326.6186,56.24871,7299.378,116968.234,1703.9891,1.5275631,快速死叉,,,,117216.195,117477.55,117738.91,115767.65,downtrend,neutral,115767.65,117216.195
2025-07-21 00:30:00,116869.5,117166.6,116692.3,116978.8,1235.703,117016.12,117595.7,-298.961,-287.88962,-11.071375,34.588516,38.977135,118088.195,117224.59,116360.99,119216.74,117798.75,116380.76,398.21976,333.65103,56.00793,8535.081,116889.164,1748.3483,0.7067831,快速死叉,,,,117216.195,117477.55,117738.91,115767.65,downtrend,neutral,115767.65,117216.195
2025-07-21 00:45:00,116978.7,117333.1,116837.7,117323.6,1342.512,117041.42,117547.836,-243.54895,-273.1094,29.560455,51.573605,45.23286,117786.44,117169.65,116552.87,119176.695,117765.52,116354.35,410.36728,341.35336,53.86352,9877.593,117057.336,1798.1674,0.74660015,快速金叉,,,,117228.76,117494.0,117759.24,119229.305,neutral,neutral,,
2025-07-21 01:00:00,117323.6,117410.9,117111.0,117125.2,934.741,117023.26,117499.93,-222.49496,-256.2379,33.742958,43.91803,42.59468,117761.234,117190.49,116619.74,119155.41,117729.375,116303.336,396.55887,339.3794,51.105244,8942.852,117142.53,1737.1532,0.53808784,快速金叉,,,,117228.76,117494.0,117759.24,115758.695,downtrend,neutral,115758.695,117228.76
2025-07-21 01:15:00,117125.1,117223.0,117000.0,117090.7,678.591,117077.58,117455.12,-206.67389,-239.71658,33.042686,42.634125,42.145863,117753.23,117178.88,116604.54,119150.74,117698.95,116247.16,374.864,333.83752,49.344048,8264.261,117179.836,1744.0029,0.3890997,快速金叉,,,,117228.76,117494.0,117759.24,115758.695,downtrend,neutral,115758.695,117228.76
2025-07-21 01:30:00,117090.6,117195.7,116732.5,116922.9,1169.774,117088.24,117401.086,-210.45515,-229.96277,19.507614,36.568016,39.993725,117630.664,117124.984,116619.305,119135.42,117657.1,116178.78,385.906,339.99765,49.17331,7094.487,117046.266,1787.7185,0.654339,快速死叉,,,,117228.76,117494.0,117759.24,115758.695,downtrend,neutral,115758.695,117228.76
2025-07-21 01:45:00,116922.9,117287.7,116871.2,117262.9,860.994,117145.06,117358.664,-168.39755,-209.44102,41.043476,52.53327,45.873997,117564.164,117110.34,116656.52,119092.67,117626.5,116160.32,389.73026,343.64062,47.839508,7955.481,117092.164,1815.2417,0.4743137,快速死叉,,,关键支撑区,117228.76,117494.0,117759.24,115758.695,downtrend,fib_382_reject_缩量,117228.76,117494.0
2025-07-21 02:00:00,117262.8,117989.1,117262.8,117880.1,2695.651,117256.36,117349.984,-63.00314,-160.6284,97.62526,69.03755,54.39267,117877.05,117155.77,116434.51,119058.3,117615.5,116172.7,431.80148,361.8625,43.246696,10651.132,117355.3,1887.3359,1.4282836,快速金叉,,,,117759.24,117494.0,117228.76,119229.305,uptrend,fib_golden_zone_带量,117759.24,119229.305
2025-07-21 02:15:00,117880.1,118063.0,117660.0,118000.0,1299.717,117431.32,117350.25,25.83866,-98.47272,124.31137,71.29928,55.811268,118182.47,117223.836,116265.2,119016.26,117604.53,116192.8,428.2013,363.8214,39.687378,11950.849,117714.336,1911.4915,0.67994916,快速金叉,零轴上穿,,,117791.33,117536.0,117280.67,119206.45,uptrend,fib_golden_zone_缩量,117791.33,119206.45
2025-07-21 02:30:00,118000.0,118011.1,117784.7,117819.9,757.671,117577.16,117338.53,65.9955,-43.649975,109.64548,63.207985,53.201324,118331.55,117275.734,116219.914,118926.8,117582.06,116237.32,402.97614,357.27756,36.57297,11193.178,117900.0,1923.6693,0.39386758,快速金叉,,,,117791.33,117536.0,117280.67,119206.45,uptrend,fib_618_bounce_缩量,117791.33,119206.45
2025-07-21 02:45:00,117819.9,118175.4,117728.5,118156.0,1101.795,117823.78,117346.49,131.70709,14.802379,116.90471,70.49743,57.129677,118594.46,117354.07,116113.67,118862.125,117569.7,116277.27,408.4666,361.5453,34.989674,12294.973,117991.97,1970.3809,0.5591787,快速金叉,,,,117975.74,117685.2,117394.664,119586.016,uptrend,fib_golden_zone_缩量,117975.74,119586.016
2025-07-21 03:00:00,118156.0,118491.5,118096.6,118400.0,2450.101,118051.2,117366.36,202.89336,77.49937,125.39398,74.73676,59.70783,118865.23,117485.805,116106.39,118875.08,117572.07,116269.07,406.77078,363.1336,35.418293,14745.074,118125.3,1723.0197,1.4219809,快速金叉,,,,118179.99,117850.45,117520.914,120006.414,uptrend,fib_golden_zone_带量,118179.99,120006.414
2025-07-21 03:15:00,118399.9,118528.0,118315.4,118460.4,1086.204,118167.26,117441.84,254.75061,136.58311,118.167496,75.74338,60.32794,119074.75,117618.375,116162.0,118929.42,117583.05,116236.664,382.49945,355.96533,35.98231,15831.278,118338.8,1363.323,0.79673266,快速金叉,,,,118179.99,117850.45,117520.914,120006.414,uptrend,fib_golden_zone_缩量,118179.99,120006.414
2025-07-21 03:30:00,118460.4,118585.0,118346.8,118392.6,927.212,118245.78,117497.21,276.94952,183.37192,93.5776,71.98702,59.2531,119197.52,117736.195,116274.87,118981.44,117595.07,116208.71,364.462,350.35745,36.791008,14904.066,118417.664,1311.957,0.7067396,快速金叉,,,,118283.75,117934.4,117585.05,120219.984,uptrend,fib_golden_zone_缩量,118283.75,120219.984
2025-07-21 03:45:00,118392.6,118392.6,118210.2,118374.8,851.169,118356.76,117535.55,283.83765,216.86049,66.97716,70.9099,58.963505,119315.055,117823.79,116332.52,119025.85,117605.65,116185.45,341.70425,342.3595,35.66258,14052.897,118409.266,1269.5848,0.670431,快速金叉,,,反转区,118415.08,118040.65,117666.23,120490.28,uptrend,fib_618_bounce_缩量,118040.65,118415.08
2025-07-21 04:00:00,118374.8,118384.6,118265.3,118339.1,661.079,118393.38,117578.43,277.81622,237.17908,40.637157,68.51123,58.362812,119344.14,117924.95,116505.76,119052.1,117611.83,116171.555,313.90372,331.7376,34.6752,13391.818,118368.836,1235.2449,0.5351805,快速死叉,,,,117701.91,118087.35,118472.8,120609.086,neutral,neutral,,
2025-07-21 04:15:00,118339.0,118617.9,118232.9,118412.5,1105.453,118395.88,117629.74,275.71207,250.02339,25.688656,70.87449,59.25884,119318.555,118035.1,116751.64,119099.93,117623.5,116147.06,322.79077,334.2739,35.49978,14497.271,118375.47,1258.4669,0.8784125,快速死叉,,,,117849.11,118206.45,118563.79,120544.3,neutral,neutral,,
2025-07-21 04:30:00,118412.4,118605.8,118403.7,118534.2,583.8,118410.64,117694.07,282.03226,260.69302,21.339241,74.56679,60.730072,119126.29,118169.375,117212.46,119173.02,117641.49,116109.95,307.7044,327.97992,36.22128,15081.071,118428.6,1227.5399,0.47558534,快速金叉,,,反转区,118579.15,118226.55,117873.95,120533.36,uptrend,fib_618_bounce_缩量,118226.55,118579.15
2025-07-21 04:45:00,118534.2,118534.2,118286.6,118306.7,587.645,118393.46,117746.91,253.2251,258.2037,-4.9786143,58.41602,56.710392,118866.94,118256.36,117645.78,119201.58,117649.516,116097.46,300.19138,324.1523,34.924133,14493.426,118417.8,1229.7354,0.477863,快速金叉,,,,117873.95,118226.55,118579.15,120533.36,neutral,neutral,,
2025-07-21 05:00:00,118306.7,118350.1,118212.0,118335.1,710.605,118385.52,117800.2,230.57625,248.99455,-18.418306,59.687675,57.082737,118823.51,118294.27,117765.04,119240.35,117661.06,116081.766,279.92993,315.29266,32.630524,15204.031,118392.0,1182.1685,0.601103,快速金叉,,,,117873.95,118226.55,118579.15,120533.36,neutral,neutral,,
2025-07-21 05:15:00,118335.1,118336.8,118144.0,118179.7,608.857,118353.64,117864.99,191.24574,229.74495,-38.499214,49.938683,54.39467,118792.8,118309.25,117825.7,119259.484,117667.62,116075.75,269.0387,309.4597,29.585213,14595.174,118273.836,1082.4637,0.56247336,快速死叉,,,,117873.95,118226.55,118579.15,120533.36,neutral,neutral,,
2025-07-21 05:30:00,118179.7,118320.0,118179.6,118285.9,416.499,118328.32,117932.43,171.82285,210.43759,-38.614735,55.70678,55.885338,118626.8,118348.086,118069.37,119282.51,117714.65,116146.79,252.95886,301.4092,26.920565,15011.673,118266.9,1041.5035,0.3999017,快速死叉,,,,117959.67,118295.9,118632.13,120495.64,neutral,neutral,,
2025-07-21 05:45:00,118285.9,118398.2,118249.9,118397.9,517.332,118301.06,118000.01,167.3865,196.08722,-28.70072,61.20638,57.426292,118600.22,118368.24,118136.266,119335.82,117753.58,116171.33,239.87651,294.11832,25.697662,15529.005,118287.836,1000.2445,0.51720554,快速死叉,,,,118201.68,118491.7,118781.72,120389.125,neutral,neutral,,
2025-07-21 06:00:00,118397.8,118397.9,118250.4,118337.3,438.78,118307.18,118048.28,153.29604,181.82349,-28.527464,56.757805,56.308846,118594.5,118363.016,118131.54,119383.32,117779.164,116175.01,228.32944,287.13647,24.627623,15090.225,118340.37,975.4465,0.4498248,快速金叉,,,,118447.15,118690.3,118933.45,117099.516,downtrend,neutral,117099.516,118447.15
2025-07-21 06:15:00,118337.3,118916.3,118331.9,118831.2,3256.111,118406.4,118129.516,197.6706,187.10587,10.56473,74.42946,62.545807,118811.08,118393.914,117976.76,119498.414,117825.586,116152.75,272.83826,301.2919,28.411226,18346.336,118522.13,1104.3225,2.9485147,快速金叉,,带量突破上轨,,118489.484,118724.55,118959.62,120262.45,neutral,neutral,,
2025-07-21 06:30:00,118831.3,119246.8,118831.2,118959.1,3639.868,118562.28,118218.49,238.88632,204.36601,34.520306,77.23959,63.94527,119034.28,118441.125,117847.97,119620.62,117879.73,116138.83,290.68347,306.73514,33.12719,21986.203,118709.2,1227.8271,2.9644792,快速金叉,,,反转区,118959.62,118724.55,118489.484,120262.45,uptrend,fib_618_bounce_带量,118724.55,118959.62
2025-07-21 06:45:00,118959.0,119192.9,118892.3,119158.6,1084.333,118736.82,118324.95,285.31396,231.34866,53.965298,81.03283,66.024445,119300.66,118506.445,117712.23,119756.28,117945.57,116134.85,291.92303,306.443,37.25366,23070.537,118982.97,1238.9941,0.875172,快速金叉,,,,119100.234,118908.6,118716.97,120162.33,uptrend,fib_golden_zone,119100.234,120162.33
2025-07-21 07:00:00,119158.5,119414.7,119140.0,119349.9,2365.973,118927.22,118424.336,333.32352,265.34027,67.98324,84.01343,67.88887,119587.79,118590.67,117593.56,119910.54,118017.33,116124.12,289.77017,304.9314,41.62327,25436.51,119155.87,1222.5103,1.93534,快速金叉,,,强势区,119118.336,118932.3,118746.26,120149.44,uptrend,fib_golden_zone_带量,119118.336,120149.44
2025-07-21 07:15:00,119349.9,119627.2,119301.1,119605.7,2541.413,119180.9,118506.51,388.85477,306.51178,82.34299,87.160934,70.18594,119926.54,118690.11,117453.68,120095.74,118096.984,116098.23,294.3114,305.93945,46.016754,27977.924,119371.4,1284.595,1.9783769,快速金叉,,,,119118.336,118932.3,118746.26,120149.44,uptrend,neutral,119118.336,120149.44
2025-07-21 07:30:00,119605.6,119720.6,119261.8,119266.7,2236.042,119268.0,118566.82,378.75418,330.59256,48.1616,66.82025,63.831966,120050.69,118751.15,117451.61,120148.89,118178.57,116208.25,314.87247,313.2185,50.082188,25741.88,119407.43,1358.5135,1.6459475,快速金叉,,,,119118.336,118932.3,118746.26,120149.44,uptrend,fib_golden_zone_带量,119118.336,120149.44
2025-07-21 07:45:00,119266.8,119417.5,119261.8,119352.2,1040.979,119346.62,118639.79,372.86536,344.6835,28.181856,68.95225,64.67878,120154.68,118838.27,117521.87,120197.97,118261.32,116324.68,294.97592,305.71762,53.639442,26782.86,119408.2,1355.4728,0.76798224,快速金叉,,,强势区,119118.336,118932.3,118746.26,120149.44,uptrend,fib_golden_zone_缩量,119118.336,120149.44
2025-07-21 08:00:00,119352.3,119496.2,119314.1,119362.3,1130.454,119387.36,118697.234,361.2266,350.19785,11.028723,69.224785,64.78105,120224.84,118923.875,117622.91,120237.99,118340.77,116443.555,280.86642,299.8311,56.95949,27913.314,119327.07,1289.4904,0.87666726,快速死叉,,,强势区,119118.336,118932.3,118746.26,120149.44,uptrend,fib_golden_zone,119118.336,120149.44
2025-07-21 08:15:00,119362.2,119393.5,119169.6,119239.9,1178.08,119365.36,118737.23,330.36154,343.58575,-13.224206,61.58206,62.478924,120178.35,119012.23,117846.09,120279.41,118404.65,116529.89,273.7456,296.2153,56.719578,26735.234,119318.13,1294.0842,0.9103581,快速死叉,,,,119076.7,118877.8,118678.9,120179.086,uptrend,fib_golden_zone,119076.7,120179.086
