open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.236,Fib_Ret_0.786,Fib_Ret_0.000,Fib_Ret_1.000,Fib_Ext_1.272,Fib_Ext_1.414,Fib_Trend,Fib_High,Fib_Low,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position,MA150,MA200,MACD_Long,MACD_Long_Signal
2025-01-14,94485.4,97353.9,94305.4,96514.9,212859.66,20455516000.0,4065158.0,109290.336,10503730000.0,95820.16,,,,,,48.69994,46.154583,100496.22,95820.16,91144.086,,,,41.52598,34.945015,-161567.67,3727.2441,,,22.33401,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-15,96514.9,100658.9,96450.2,100460.0,222417.56,21890263000.0,4026826.0,114044.234,11227791000.0,95871.59,,,-901.8204,-1675.9965,774.1761,56.922413,51.94827,100723.625,95871.59,91019.56,,,,59.513035,44.749634,60849.9,3761.6338,,,21.383417,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-16,100460.0,100850.0,97293.6,99937.4,216802.52,21512694000.0,3912749.0,106931.95,10609333000.0,96070.945,,,-525.90497,-1445.9781,920.0732,55.64995,51.182274,101221.59,96070.945,90920.3,,,,72.631874,57.890297,-155952.62,3746.9744,,,20.438015,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-17,99937.4,105784.0,99902.0,104042.5,249449.97,25723722000.0,4489396.0,129505.27,13354795000.0,96536.836,,,102.08129,-1136.3662,1238.4475,62.702972,56.47563,102631.05,96536.836,90442.62,,,,84.22389,72.12293,93497.34,3899.476,,,19.809341,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-18,104042.6,104962.1,102242.8,104524.3,167940.1,17403566000.0,3308318.0,82838.625,8586609700.0,96978.03,,,631.3642,-782.8202,1414.1843,63.437893,57.049557,103920.81,96978.03,90035.26,,,,87.27491,81.37689,261437.44,3815.178,,,19.225573,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-19,104524.3,106450.0,99600.0,101311.5,280949.2,29174847000.0,5347056.0,139324.61,14473673000.0,97340.484,,,782.55774,-469.7446,1252.3024,55.573975,52.227554,104355.25,97340.484,90325.73,,,,84.30696,85.268585,-19511.738,4031.951,,,17.869787,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-20,101311.5,110000.0,99501.0,102247.6,530508.2,55636480000.0,10954393.0,264671.22,27754752000.0,97792.31,,,966.7708,-182.44151,1149.2123,57.237305,53.43174,104790.836,97792.31,90793.79,,,,75.49466,82.35884,510996.44,4493.883,,,17.527388,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-21,102247.7,107241.6,100097.2,106114.5,273296.8,28422392000.0,6773872.0,137255.69,14280891000.0,98390.67,,,1408.5507,135.75691,1272.7937,63.342857,58.02133,105960.98,98390.67,90820.37,,,,71.8421,77.21458,784293.25,4683.2056,,,17.209446,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-22,106115.4,106390.0,103211.6,103664.9,151243.53,15829574000.0,3771385.0,74815.09,7830997500.0,98823.24,,,1543.2129,417.2481,1125.9647,57.72064,54.451748,106510.57,98823.24,91135.914,,,,71.59452,72.9771,633049.75,4575.7197,,,16.914213,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-23,103664.9,106840.2,101211.0,103864.1,418154.03,43515003000.0,8556453.0,206938.75,21543148000.0,99151.66,,,1647.0216,663.2028,983.8188,58.046738,54.689766,107079.305,99151.66,91224.0,,,,74.14932,72.52865,1051203.8,4650.9683,,,15.969515,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-24,103864.0,107076.5,102680.0,104808.1,165746.95,17435124000.0,3964568.0,83393.69,8775082000.0,99468.91,,,1784.8885,887.54,897.34863,59.635624,55.838074,107736.12,99468.91,91201.7,,,,72.08462,72.60949,1216950.8,4632.792,,,15.164186,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-25,104808.0,105274.7,104040.6,104702.0,65630.164,6869072000.0,1653111.0,32840.336,3437604600.0,99779.805,,,1864.0996,1082.8519,781.24774,59.363495,55.67157,108315.41,99779.805,91244.2,,,,73.7237,73.319214,1151320.5,4390.0283,,,14.41638,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-26,104702.0,105496.9,102450.3,102560.1,75787.086,7903655400.0,1627122.0,35869.344,3742535000.0,99980.75,,,1734.0524,1213.092,520.96045,54.00581,52.361893,108569.85,99980.75,91391.66,,,,71.662796,72.49037,1075533.5,4294.069,,,13.615245,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-27,102560.0,103216.5,97680.0,102021.3,325689.88,32694557000.0,7400145.0,156956.5,15756518000.0,99973.18,,,1569.4211,1284.3578,285.0633,52.716908,51.552387,108554.78,99973.18,91391.57,,,,62.922604,69.43637,749843.56,4382.814,,,14.225773,,,,,,,,,,neutral,,,neutral,,,,,,,
2025-01-28,102021.3,103797.0,100235.0,101279.6,169917.27,17380446000.0,3946858.0,83140.625,8505452000.0,100180.766,,,1363.3844,1300.1631,63.22124,50.915485,50.425594,108667.305,100180.766,91694.22,,,,49.84313,61.476177,579926.3,4324.1846,,,14.574289,,,,,,,,,,neutral,,,neutral,,,,,,1208.8435,917.73395
2025-01-29,101279.7,104755.0,101269.7,103698.2,169989.95,17464740000.0,3968545.0,85699.01,8805219000.0,100594.29,,,1379.3591,1316.0023,63.356846,56.17459,53.87731,108877.37,100594.29,92311.21,,,,45.069714,52.611816,749916.25,4264.264,,,14.535588,,,,,,,,,,neutral,,,neutral,,,,,,1277.8397,989.7551
2025-01-30,103698.1,106450.0,103224.5,104676.9,136967.4,14403072000.0,3003472.0,69611.53,7320676400.0,101173.86,,,1454.2288,1343.6476,110.58118,58.12958,55.202583,108788.266,101173.86,93559.45,,,,47.613132,47.50866,886883.7,4190.067,,,13.888291,,,,,,,,,,neutral,,,neutral,,,,,,1379.3772,1067.6796
2025-01-31,104676.9,106000.0,101509.0,102379.7,172237.81,17878626000.0,3554639.0,84961.164,8819625000.0,101540.73,,,1313.0625,1337.5306,-24.468096,52.23913,51.551903,108588.72,101540.73,94492.734,,,,48.44815,47.043667,714645.9,4211.562,,,13.797827,,,,,,,,,,neutral,,,neutral,,,,,,1344.4349,1123.0306
2025-02-01,102379.8,102734.9,100215.0,100603.6,90863.09,9240331000.0,2078447.0,41605.58,4232004000.0,101828.4,,,1045.8153,1279.1875,-233.37227,48.174488,48.925232,108171.516,101828.4,95485.28,,,,39.55682,45.206036,623782.75,4090.729,4044.402,1.0114546,14.075037,,,,,,,,,,neutral,,,neutral,,,,,,1219.0321,1142.2308
2025-02-02,100603.6,101426.0,96029.6,97664.5,232934.69,22949597000.0,4938568.0,110296.11,10866285000.0,101979.09,,,590.0573,1141.3615,-551.3042,42.307976,44.946095,107742.5,101979.09,96215.69,,,,24.526678,37.510548,390848.06,4183.991,4071.442,1.0276436,15.318959,,,,,,,,,,neutral,,,neutral,,,,,,958.76245,1105.5372
2025-02-03,97664.5,102456.0,91130.3,101293.7,455088.03,43861860000.0,9447064.0,223647.34,21568874000.0,102303.305,,,515.7665,1016.2425,-500.476,50.348373,50.197693,107013.86,102303.305,97592.75,,,,32.838516,32.30734,845936.1,4694.1133,4216.5273,1.1132653,17.32832,,,,,,,,,,neutral,,,neutral,,,,,,912.89813,1067.0094
2025-02-04,101293.6,101729.3,96100.0,97709.9,262746.2,26009379000.0,5493800.0,129124.32,12780935000.0,102360.21,,,165.79657,846.1533,-680.35675,43.849426,45.67967,106811.42,102360.21,97909.0,,,,38.68209,32.015762,583189.94,4760.912,4244.7827,1.1215916,19.194155,,,,,,,,,,neutral,,,neutral,,,,,,689.9296,991.59344
2025-02-05,97710.0,99124.2,96106.1,96553.2,151379.67,14787603000.0,3469799.0,75494.664,7375762000.0,102174.17,99253.37,,-202.55817,636.411,-838.9692,41.966545,44.32758,107215.02,102174.17,97133.32,,,,46.11705,39.21255,431810.25,4636.426,4220.249,1.0986142,20.926714,,,,,,,,,,neutral,,,neutral,,,,,,438.00696,880.87616
2025-02-06,96553.2,99093.0,95613.5,96515.1,161521.02,15732382000.0,3536819.0,81877.09,7976520700.0,102011.2,99165.06,,-491.88614,410.7516,-902.6377,41.90272,44.28225,107529.445,102011.2,96492.96,,,,36.345753,40.38163,270289.22,4553.788,4205.434,1.0828342,22.622173,,,,,,,,,,neutral,,,neutral,,,,,,218.518,748.40454
2025-02-07,96515.0,100112.4,95555.0,96454.5,223373.62,21837468000.0,4285021.0,109960.02,10751019000.0,101649.875,99075.49,,-717.79626,185.042,-902.83826,41.793842,44.206745,107567.99,101649.875,95731.75,,,,34.176655,38.879818,46915.598,4554.046,4212.473,1.081086,23.725054,,,,,,,,,,neutral,,,neutral,,,,,,26.73237,604.07007
2025-02-08,96454.5,96850.0,95600.0,96411.9,69050.43,6644122600.0,1556064.0,33693.24,3242334200.0,101263.57,98929.16,,-890.00964,-29.968317,-860.0413,41.711796,44.151184,107434.42,101263.57,95092.71,,,,34.332787,34.951733,-22134.832,4318.043,4153.2236,1.0396847,24.749157,,,,,,,,,,neutral,,,neutral,,,,,,-139.50801,455.35446
2025-02-09,96412.0,97301.7,94650.1,96423.6,101177.29,9736103000.0,2020676.0,48790.48,4695821300.0,101030.81,98754.62,,-1013.85876,-226.7464,-787.11237,41.74562,44.171417,107536.516,101030.81,94525.1,,,,34.59402,34.36782,79042.45,4199.011,4123.1914,1.0183886,25.908009,,,,,,,,,,neutral,,,neutral,,,,,,-280.361,308.21136
2025-02-10,96423.6,98328.0,95200.1,97379.2,132932.55,12909987000.0,2797120.0,66003.414,6410343000.0,100798.984,98596.52,,-1023.10736,-386.0186,-637.0888,44.574726,45.853943,107459.84,100798.984,94138.12,,,,36.606026,35.177612,211975.0,4122.5034,4103.2856,1.0046835,26.462053,,,,,,,,,,neutral,,,neutral,,,,,,-351.6085,176.2474
2025-02-11,97379.2,98482.2,94814.3,95731.4,154832.9,14974331000.0,2870437.0,78111.3,7555540500.0,100304.55,98515.62,,-1150.1426,-538.8434,-611.2992,40.88731,43.48134,106854.27,100304.55,93754.82,,,,35.125362,35.441803,57142.094,4090.0315,4094.578,0.9988897,27.073925,,,,,,,,,,neutral,,,neutral,,,,,,-493.15707,42.36651
2025-02-12,95731.4,98090.9,94003.9,97816.3,202448.08,19439639000.0,3777676.0,101345.23,9733748000.0,100026.04,98522.56,,-1070.2477,-645.12427,-425.12344,46.875477,47.11662,106477.17,100026.04,93574.914,,,,38.155666,36.629017,259590.17,4089.815,4094.4263,0.9988738,27.848305,,,,,,,,,,neutral,,,neutral,,,,,,-507.4703,-67.60085
2025-02-13,97816.3,98053.8,95160.1,96560.6,142240.53,13680787000.0,2882655.0,70609.21,6791245300.0,99678.26,98500.67,,-1095.6252,-735.2244,-360.4008,43.985416,45.27502,106051.24,99678.26,93305.27,,,,36.732086,36.671036,117349.65,4004.3782,4070.4116,0.9837772,28.567371,,,,,,,,,,neutral,,,neutral,,,,,,-579.95575,-170.07184
2025-02-14,96560.6,98792.8,96225.7,97445.1,144452.95,14050947000.0,2698910.0,72407.9,7044416500.0,99327.64,98504.01,,-1032.4637,-794.6723,-237.79147,46.488113,46.81258,105332.69,99327.64,93322.586,,,,44.859577,39.915775,261802.61,3901.7156,4040.3455,0.9656886,28.79292,,,,,,,,,,neutral,,,neutral,,,,,,-594.8061,-255.01868
2025-02-15,97445.2,97941.2,97170.0,97538.0,47418.594,4625304000.0,1122506.0,23589.945,2301136600.0,98986.49,98547.36,,-963.8015,-828.49817,-135.30336,46.757187,46.97687,104527.57,98986.49,93445.42,,,,49.17074,43.587467,309221.2,3678.1072,3974.9626,0.9253187,29.002356,,,,,,,,,,neutral,,,neutral,,,,,,-599.88403,-323.99176
2025-02-16,97538.0,97665.8,96002.0,96067.0,56684.87,5495964700.0,1178659.0,28140.783,2728106500.0,98677.3,98569.29,,-1016.3675,-866.072,-150.29549,43.064663,44.68215,104109.805,98677.3,93244.8,,,,51.527153,48.519157,252536.33,3534.2283,3928.7393,0.8995833,29.567562,,,,,,,,,,neutral,,,neutral,,,,,,-674.7763,-394.14865
2025-02-17,96067.0,97000.0,95150.6,95743.2,105576.984,10136668000.0,2123453.0,52837.37,5073257500.0,98378.34,98516.85,,-1071.7994,-907.2175,-164.58188,42.273273,44.18332,103732.26,98378.34,93024.42,,,,40.89305,47.196983,146959.34,3413.8833,3887.1526,0.87824786,30.346157,,,,,,,,,,neutral,,,neutral,,,,,,-751.6253,-465.64398
2025-02-18,95743.1,96737.3,93321.6,95622.0,179173.36,17034411000.0,3299676.0,88832.52,8445743000.0,98108.93,98448.52,,-1112.683,-948.3106,-164.37244,41.962433,43.990303,103420.99,98108.93,92796.875,,,,33.32592,41.915375,-32214.023,3414.0132,3877.7234,0.88041687,31.559284,,,,,,,,,,neutral,,,neutral,,,,,,-819.63306,-536.4418
2025-02-19,95622.0,96878.7,95012.5,96598.0,124996.875,11992997000.0,2363817.0,63086.71,6053367000.0,97770.83,98463.93,,-1054.1766,-969.4838,-84.69287,45.44154,45.98549,102487.3,97770.83,93054.36,,,,34.87897,36.365982,92782.85,3303.455,3837.493,0.86083674,32.585728,,,,,,,,,,neutral,,,neutral,,,,,,-824.88153,-594.12976
2025-02-20,96597.9,98662.1,96366.0,98252.9,129180.17,12598925000.0,2405719.0,64867.84,6326977000.0,97464.92,98536.55,,-864.3102,-948.4491,84.13892,50.824417,49.20683,101046.89,97464.92,93882.95,,,,51.58008,39.928326,221963.02,3231.501,3806.665,0.84890604,32.34696,,,,,,,,,,neutral,,,neutral,,,,,,-742.4996,-623.8037
2025-02-21,98252.8,99431.5,94830.4,96127.9,250618.27,24420590000.0,4068903.0,124529.31,12133862000.0,97167.22,98552.34,,-875.22034,-933.80334,58.58302,44.7227,45.544647,100033.49,97167.22,94300.945,,,,55.598457,47.3525,-28655.252,3329.3296,3822.554,0.87096995,32.609764,,,,,,,,,,neutral,,,neutral,,,,,,-774.60046,-653.9631
2025-02-22,96128.0,96988.0,95701.9,96503.3,65792.15,6345520000.0,1273107.0,32970.24,3180377600.0,96971.97,98603.31,,-843.8477,-915.8122,71.96451,45.95705,46.28617,99400.484,96971.97,94543.445,,,,56.87408,54.684204,37136.9,3183.3845,3771.8247,0.84399056,32.853794,,,,,,,,,,neutral,,,neutral,,,,,,-779.40375,-679.0512
2025-02-23,96503.3,96602.9,95180.2,96218.4,69298.69,6647362600.0,1246308.0,32959.316,3161812700.0,96903.1,98666.2,,-832.3786,-899.1255,66.7469,45.133343,45.789307,99331.18,96903.1,94475.03,,,,48.472153,53.648228,-32161.793,3057.6213,3724.8423,0.8208727,33.24672,,,,,,,,,,neutral,,,neutral,,,,,,-793.8585,-702.01263
2025-02-24,96218.4,96470.0,91300.0,91514.5,217488.75,20543195000.0,3909950.0,104378.44,9865665000.0,96437.43,98629.21,,-1189.1469,-957.12976,-232.01714,34.22585,38.605015,99061.766,96437.43,93813.09,,,,34.041325,46.462517,-249650.55,3208.5056,3753.7454,0.8547478,34.605522,,,,,,,,,,neutral,,,neutral,,,,,,-1037.4431,-769.09875
2025-02-25,91514.5,92500.0,86020.4,88639.1,472296.5,41894200000.0,8369213.0,230468.66,20442958000.0,96005.484,98521.18,,-1684.4913,-1102.602,-581.8893,29.528118,35.073,100178.734,96005.484,91832.234,,,,23.191944,35.235138,-721947.06,3442.1553,3808.2625,0.903865,36.71466,,,,,,,,,,neutral,,,neutral,,,,,,-1384.2906,-892.13715
2025-02-26,88639.1,89367.1,82222.0,84208.5,401141.8,34536660000.0,6847973.0,193276.12,16645210000.0,95417.64,98289.2,,-2406.8235,-1363.4463,-1043.3771,24.050344,30.550756,101935.695,95417.64,88899.59,,,,11.235765,22.823011,-1123088.9,3706.6514,3874.9993,0.95655537,39.086834,,,,,,,,,,neutral,,,neutral,,,,,,-1895.4539,-1092.8005
2025-02-27,84208.6,87066.0,82667.0,84668.1,269408.53,22931081000.0,5083388.0,134703.89,11467445000.0,94853.5,98044.16,,-2908.6616,-1672.4894,-1236.1722,25.592358,31.512587,102790.29,94853.5,86916.71,,,,15.094356,16.507355,-853680.3,3756.1047,3885.4792,0.96670306,41.28957,,,,,,,,,,neutral,,,neutral,,,,,,-2300.0413,-1334.2487
2025-02-28,84668.2,85084.5,78200.2,84299.6,536343.25,43686396000.0,9672296.0,262633.6,21393440000.0,94274.695,97791.91,,-3298.0886,-1997.6093,-1300.4794,25.15143,31.149403,103351.06,94274.695,85198.33,,,,18.161682,14.830601,-1390023.6,3979.5474,3945.4558,1.0086408,43.722687,,,,,,,,,,neutral,,,neutral,,,,,,-2652.8882,-1597.9766
2025-03-01,84299.6,86516.5,83779.0,86007.7,146996.67,12515888000.0,3014683.0,74405.41,6335244000.0,93779.26,97567.68,,-3429.3516,-2283.9578,-1145.3938,31.078901,34.806313,103451.195,93779.26,84107.32,,,,26.571846,19.942627,-1243026.9,3890.8296,3921.2966,0.99223036,45.24732,,,,,,,,,,neutral,,,neutral,,,,,,-2855.9028,-1849.5618
2025-03-02,86007.7,94971.0,85015.0,94222.8,364711.53,32943383000.0,6300424.0,186997.22,16884420000.0,93674.46,97422.99,,-2837.7761,-2394.7214,-443.05484,51.12589,48.594448,103276.95,93674.46,84071.96,,,,46.989586,30.574371,-878315.4,4324.056,4041.9907,1.0697838,43.46026,,,,,,,,,,neutral,,,neutral,,,,,,-2604.4458,-2000.5386
2025-03-03,94222.0,94373.4,85029.0,86192.7,436032.4,39107650000.0,8664891.0,212309.8,19040500000.0,93141.766,97227.945,,-2982.5298,-2512.2832,-470.2467,39.141262,39.927444,103097.71,93141.766,83185.82,,,,49.96177,41.1744,-1314347.8,4682.652,4148.039,1.1288834,41.800846,86917.65,90766.75,94615.85,82155.2,100095.93,74457.0,107076.5,65584.49,60952.527,downtrend,107076.5,74457.0,neutral,65584.49,86917.65,0.3597756,,,-2777.9329,-2156.0173
2025-03-04,86193.3,88931.0,81200.0,87245.9,432434.8,36591014000.0,9150619.0,214743.47,18174067000.0,92737.695,97086.71,,-2977.9358,-2605.4136,-372.52216,41.09171,41.36757,102926.49,92737.695,82548.9,,,,51.905754,49.619038,-881912.94,4900.391,4219.698,1.1613132,40.971436,86917.65,90766.75,94615.85,82155.2,100095.93,74457.0,107076.5,65584.49,60952.527,downtrend,107076.5,74457.0,fib_382_reject,86917.65,90766.75,0.39206302,,,-2859.7146,-2296.7568
