open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA12,MA26,MA20,MA50,MACD,MACD_Signal,MACD_Hist,RSI,BB_Upper,BB_Middle,BB_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ADX,计算时间,MA_Signal,MACD_Signal_Analysis,RSI_Signal,BB_Signal,Stoch_Signal,综合信号
2025-07-10 14:00:00,110750.0,111273.2,110579.3,111195.0,10422.982,1156668325.3997,160875.0,5147.733,571355891.6601,111042.52500000001,,111042.52500000001,,,,,52.16866614609232,,,,,,2140.503999999999,316.3583333333336,,2025-07-18 17:22:44,中性,中性,看涨区域,中轨附近,中性,中性
2025-07-10 15:00:00,111195.1,111363.5,110912.7,111350.0,5928.198,659180197.2831,108546.0,2985.984,332053369.1299,111069.34166666667,,111069.34166666667,,,,,57.788566953798096,,,,,,8068.701999999999,327.561805555556,,2025-07-18 17:22:44,中性,中性,看涨区域,中轨附近,中性,中性
2025-07-10 16:00:00,111350.0,112666.0,111267.7,112596.3,29617.982,3324461697.5472,380681.0,16321.954,1831787471.8034,111193.45833333336,,111193.45833333336,,,,,79.30001803644912,,,,90.1950609417958,66.9232938945284,37686.684,416.7899884259266,,2025-07-18 17:22:44,中性,中性,超买,中轨附近,看涨交叉,中性
2025-07-10 17:00:00,112596.4,113760.0,112510.7,113682.2,25562.406,2895213114.722,373585.0,13814.744,1564397909.0455,111412.10833333335,,111412.10833333335,,,,,86.09271130743828,112780.38199732339,111332.325,109884.2680026766,96.46830822738018,85.17145323152846,63249.09,486.16582272376627,,2025-07-18 17:22:44,中性,中性,超买,突破上轨,超买交叉,中性
2025-07-10 18:00:00,113682.2,113708.1,112953.2,113381.3,13739.324,1556447778.7378,186275.0,7196.825,815267080.4043,111595.15833333337,,111595.15833333337,,,,,78.2645106207005,113220.63355823435,111470.00625,109719.37894176567,94.38732832270216,93.68356583062604,49509.765999999996,508.56033749678653,,2025-07-18 17:22:44,中性,中性,超买,突破上轨,超买交叉,中性
2025-07-10 19:00:00,113381.3,113645.9,113031.3,113246.1,9790.357,1109756592.3737,119016.0,4295.536,486887419.5628,111766.82500000003,,111766.82500000003,,,,,74.89849708624298,113539.34103362098,111608.62500000001,109677.90896637905,90.27986457519485,93.71183370842571,39719.409,517.3969760387203,,2025-07-18 17:22:44,中性,中性,超买,上轨区域,超买交叉,中性
2025-07-10 20:00:00,113246.1,113530.4,113208.4,113426.0,3795.801,430437498.8479,64287.0,2049.185,232365698.6478,111953.55833333336,,111953.55833333336,,,,,76.38506545283953,113852.71396140776,111753.56875000002,109654.42353859228,87.71360458360886,90.79359916050193,43515.21,501.1138947021602,,2025-07-18 17:22:44,中性,中性,超买,上轨区域,超买交叉,中性
2025-07-10 21:00:00,113426.0,117500.0,113320.7,116459.4,55820.542,6463007761.5456,884445.0,32125.353,3717269479.6493,112408.6916666667,,112408.6916666667,,,,,88.74643364392351,115151.52565163684,112091.13125000002,109030.7368483632,86.59919797490055,88.19755571123473,99335.75200000001,807.6294034769804,,2025-07-18 17:22:44,中性,中性,超买,突破上轨,超买交叉,中性
2025-07-10 22:00:00,116459.5,116473.7,115750.0,115983.6,14478.471,1680573058.7435,207142.0,7670.516,890353782.8349,112820.92500000003,,112820.92500000003,,,,,81.39510987712319,115939.10459590981,112391.06250000003,108843.02040409025,84.59505967885974,86.3026207457897,84857.281,800.635286520565,,2025-07-18 17:22:44,中性,中性,超买,突破上轨,超买交叉,中性
2025-07-10 23:00:00,115983.7,116074.3,115618.3,115979.2,7345.525,850793753.7364,120005.0,3599.473,416907487.4151,113238.17500000003,,113238.17500000003,,,,,81.32658187284221,116574.61580114957,112690.63125000002,108806.64669885047,80.76817868832353,83.98747878069459,77511.75600000001,771.9156793105179,,2025-07-18 17:22:44,中性,中性,超买,上轨区域,超买交叉,中性
2025-07-11 00:00:00,115979.2,116051.0,115186.7,115544.9,8593.836,993222600.298,174224.0,4627.511,534826550.839,113632.83333333336,,113632.83333333336,,,,,74.5150670647036,116995.29349536137,112963.11250000002,108930.93150463866,76.25920466611991,80.54081434443437,68917.92000000001,779.6143727013083,,2025-07-18 17:22:44,中性,中性,超买,上轨区域,看跌交叉,中性
2025-07-11 01:00:00,115544.9,116039.4,115467.0,115934.7,4108.275,475714146.4112,102782.0,2229.286,258122993.675,114064.89166666668,,114064.89166666668,,,,,76.46148019426258,117409.25566794847,113271.66875000001,109134.08183205155,75.49009079738674,77.50582471727671,73026.195,762.346508309532,58.55972958570371,2025-07-18 17:22:44,中性,中性,超买,上轨区域,看跌交叉,中性
2025-07-11 02:00:00,115934.7,116754.3,115670.0,116614.7,9692.895,1127693414.7726,152026.0,5404.544,628809110.7065,114516.53333333334,,114516.53333333334,,,,,79.47028620735638,117883.94675870822,113620.2875,109356.6282412918,77.92751585989328,76.55893710779996,82719.09000000001,789.1759659504046,59.60072413947358,2025-07-18 17:22:44,中性,中性,超买,上轨区域,看涨交叉,中性
2025-07-11 03:00:00,116614.7,116945.8,116322.0,116839.5,7523.234,877158590.3518,117077.0,3963.273,462237960.3431,114973.99166666668,112874.10000000002,114973.99166666668,112874.10000000002,,,,80.38218321927376,118285.67224546055,113986.99375000001,109688.31525453947,82.93141668819531,78.7830077818251,90242.32400000001,775.3946354545378,60.64558678387823,2025-07-18 17:22:44,金叉,中性,超买,上轨区域,看涨交叉,中性
2025-07-11 04:00:00,116839.5,116886.2,116429.2,116858.6,5377.69,627387239.7505,97715.0,2214.055,258318743.3601,115329.18333333335,113092.56923076927,115329.18333333335,113092.56923076927,1728.2051044113614,1605.8024752690274,122.40262914233404,80.463287565407,118541.62555429924,114365.09375000001,110188.56194570079,86.15000563115541,82.33631272641465,95620.01400000001,748.8617491666597,61.60337754124916,2025-07-18 17:22:44,金叉,看涨,超买,上轨区域,超买交叉,中性
2025-07-11 05:00:00,116858.5,118395.9,116858.5,117819.8,26361.167,3102038067.5901,368776.0,14235.174,1674895993.8707,115673.98333333335,113353.78461538463,115673.98333333335,113353.78461538463,1804.6609153024474,1655.5170852773824,149.14383002506497,84.1017360909012,118854.05041122559,114806.95625000002,110759.86208877445,87.30537581396545,85.4622660444387,121981.18100000001,814.5732700694375,63.086372444456096,2025-07-18 17:22:44,金叉,看涨,超买,上轨区域,超买交叉,中性
2025-07-11 06:00:00,117819.7,118365.0,117570.8,117626.8,13608.789,1605134172.4774,208263.0,6041.619,712593535.6164,116027.77500000002,113604.55000000002,116027.77500000002,113604.55000000002,1806.3985793086467,1693.2374587851984,113.16112052344829,80.77897349369269,119011.43215298263,115208.94375000002,111406.45534701741,86.77614445725573,86.74384196745883,108372.392,812.8754975636508,64.44578443906245,2025-07-18 17:22:44,金叉,看涨,超买,上轨区域,超买交叉,中性
2025-07-11 07:00:00,117626.8,118089.0,117431.1,117522.7,11809.141,1389792093.2111,174055.0,5898.915,694239079.4444,116384.15833333334,113853.17692307694,116384.15833333334,113853.17692307694,1763.4623607802787,1710.7936842839686,52.66867649631013,78.92878541773902,118982.81602098414,115594.73750000002,112206.65897901589,85.74327483987808,86.60826503703306,96563.251,799.9608727666795,65.27485994031089,2025-07-18 17:22:44,金叉,看涨,超买,上轨区域,超买交叉,中性
2025-07-11 08:00:00,117522.7,118118.0,117522.7,117950.0,6392.849,753345791.9318,106660.0,3165.633,373010913.9767,116761.15833333334,114113.38076923079,116761.15833333334,114113.38076923079,1746.7876134727267,1719.7921665811582,26.995446891568463,80.90367242251793,119118.44851385213,115929.34375000001,112740.2389861479,84.69143803143506,85.73695244285626,102956.1,782.9058000361232,66.04824118837523,2025-07-18 17:22:44,金叉,看涨,超买,上轨区域,超买交叉,中性
2025-07-11 09:00:00,117950.0,118882.8,117861.0,118452.5,11734.539,1390163853.6541,182522.0,6619.596,784148113.5097,116927.25000000001,114392.8576923077,116927.25000000001,114392.8576923077,1757.7189315495489,1729.2738578232559,28.445073726293003,82.96857483332151,119412.45155307122,116227.48750000002,113042.52344692881,85.75277905419325,85.39583064183545,114690.63900000001,802.8136500331133,67.08155197422928,2025-07-18 17:22:44,金叉,看涨,超买,上轨区域,超买交叉,中性
2025-07-11 10:00:00,118452.5,118452.5,117918.0,117960.8,6892.448,814577260.3715,120155.0,3339.116,394647482.2449,117092.01666666668,114653.45769230768,117092.01666666668,114653.45769230768,1680.0704550317896,1716.9730071253894,-36.90255209359975,74.31879305805495,119436.41194204713,116513.70625000002,113591.00055795291,83.17278597752414,84.5390010210508,107798.191,780.4541791970205,68.02875352792883,2025-07-18 17:22:44,金叉,看跌,超买,上轨区域,超买交叉,中性
2025-07-11 11:00:00,117960.9,118090.6,117581.3,117790.1,5846.53,688552845.962,111621.0,2724.5,320896209.5809,117242.92500000003,114914.70000000001,117242.92500000003,114914.70000000001,1574.430282018293,1681.3373258486154,-106.90704383032244,71.47327591328644,119238.51905772014,116797.70625000002,114356.89344227989,77.14106953548234,82.0222115223999,101951.66100000001,757.857997597269,67.79356375634599,2025-07-18 17:22:44,金叉,看跌,超买,上轨区域,看跌交叉,中性
2025-07-11 12:00:00,117790.0,118226.0,117684.6,117838.2,5406.902,637473332.5046,95521.0,2660.694,313739123.5773,117434.03333333337,115176.29230769233,117434.03333333337,115176.29230769233,1474.222332880876,1629.5585776066805,-155.3362447258046,71.80785205208629,118829.01521437523,117073.46875000001,115317.9222856248,70.18383813847804,76.83256455049484,107358.56300000001,739.8198311308294,67.66938326912187,2025-07-18 17:22:44,金叉,看跌,超买,上轨区域,看跌交叉,中性
2025-07-11 13:00:00,117838.1,118191.9,117255.0,117967.1,12959.253,1524534991.8511,226148.0,6543.349,769934176.076,117603.40000000004,115445.32692307694,117603.40000000004,115445.32692307694,1388.6016001831013,1569.3193332507858,-180.71773306768455,72.74998110620706,118943.03077762426,117167.70000000003,115392.3692223758,66.5794567244097,71.30145479945668,120317.816,756.2431785365931,66.19206098787645,2025-07-18 17:22:44,金叉,看跌,超买,上轨区域,看跌交叉,中性
2025-07-11 14:00:00,117967.0,118160.0,117361.2,117847.9,9873.83,1163321729.8555,190687.0,4516.472,532192913.7818,117706.1666666667,115716.05384615387,117706.1666666667,115716.05384615387,1288.0810382177588,1499.0097594925292,-210.9287212747704,70.35824503904742,118976.15187547749,117284.21875000001,115592.28562452254,63.183036253587424,66.64877703882503,110443.986,759.7895803252105,64.83784889673481,2025-07-18 17:22:44,金叉,看跌,超买,上轨区域,看跌交叉,中性
2025-07-11 15:00:00,117847.9,117968.7,116725.1,116910.3,13594.908,1594515229.5581,240440.0,6445.049,756037543.9719,117712.06666666671,115952.98846153847,117712.06666666671,115952.98846153847,1089.2718833662802,1396.575290460967,-307.3034070946867,54.77670721464829,118910.30183741043,117342.41250000002,115774.52316258961,43.54867252898914,57.77038850232873,96849.07800000001,800.107115298109,61.750297036306854,2025-07-18 17:22:44,金叉,看跌,看涨区域,下轨区域,看跌交叉,中性
2025-07-11 16:00:00,116910.3,117454.0,116611.1,117403.1,10971.653,1283967083.0589,212437.0,5563.896,651068871.259,117757.44166666671,116191.76153846155,117757.44166666671,116191.76153846155,978.6384637767333,1292.0910837899085,-313.4526200131752,59.90980224156047,118722.4658377786,117458.55000000003,116194.63416222147,33.756044256428005,46.8292510130015,107820.73100000001,803.673189023266,58.62106097056161,2025-07-18 17:22:44,金叉,看跌,看涨区域,下轨区域,看跌交叉,中性
2025-07-11 17:00:00,117403.0,117750.0,117234.0,117625.1,5840.375,686433215.9682,123067.0,2893.844,340151306.5197,117741.21666666672,116433.11153846156,117741.21666666672,116433.11153846156,904.6025501883851,1195.2189503895277,-290.6164002011426,62.04464150475154,118553.7658517662,117564.20000000004,116574.63414823388,29.361049192412025,35.55525532594303,113661.10600000001,779.7004232713272,56.217933498749055,2025-07-18 17:22:44,金叉,看跌,看涨区域,上轨区域,看跌交叉,中性
2025-07-11 18:00:00,117625.1,117735.4,117290.5,117692.8,3061.932,359915985.8648,77515.0,1556.009,182899130.6027,117746.71666666672,116629.13076923079,117746.71666666672,116629.13076923079,841.6963848479936,1106.838309004144,-265.1419241561505,62.710741016804995,118491.71296727817,117631.58125000005,116771.44953272192,42.37208551598656,35.163059654942174,116723.03800000002,751.800387998716,54.01506664958754,2025-07-18 17:22:44,金叉,看跌,看涨区域,上轨区域,看涨交叉,中性
2025-07-11 19:00:00,117692.8,118128.0,117401.2,118072.7,5757.035,678658689.9302,105869.0,2972.359,350426746.4073,117792.55000000005,116797.99615384616,117792.55000000005,116797.99615384616,822.0865121486422,1035.6503597902686,-213.56384764162635,66.35538332555332,118488.31169301647,117708.65625000004,116929.00080698362,52.19732652492249,41.310153744440335,122480.07300000002,749.7170223321565,52.60530572050504,2025-07-18 17:22:44,金叉,看跌,看涨区域,上轨区域,看涨交叉,中性
2025-07-11 20:00:00,118072.7,118072.7,117615.3,117619.5,3336.702,393167581.6833,72804.0,1549.971,182645734.4955,117765.00833333338,116961.00384615386,117765.00833333338,116961.00384615386,743.4377590555086,962.5972096065786,-219.15945055107,58.812242876182275,118404.4057770098,117756.21250000004,117108.01922299028,55.57282819751674,50.047413412808574,119143.37100000001,725.3572704711429,51.31302486884607,2025-07-18 17:22:44,金叉,看跌,看涨区域,下轨区域,看涨交叉,中性
2025-07-11 21:00:00,117619.5,117868.0,117431.2,117585.8,3411.091,401204606.4597,70179.0,1641.835,193103125.551,117692.78333333338,117127.9153846154,117692.78333333338,117127.9153846154,669.0452520958497,889.2092202288964,-220.16396813304664,58.27042058386176,118393.92807390698,117741.58750000004,117089.2469260931,59.81961348228207,55.86325606824042,115732.28000000001,701.3108312652145,49.50076590514377,2025-07-18 17:22:44,金叉,看跌,看涨区域,下轨区域,看涨交叉,中性
2025-07-11 22:00:00,117585.8,117643.0,117130.0,117591.5,5515.316,647655604.6603,104821.0,2881.269,338320852.6923,117662.00833333338,117288.12692307694,117662.00833333338,117288.12692307694,603.3989697234501,817.7566576025348,-214.35768787908466,58.34182531758872,118393.49612988345,117739.38125000003,117085.26637011662,58.60966682170024,58.000702833833,121247.59600000002,685.6182619931133,46.875354157244175,2025-07-18 17:22:44,金叉,看跌,看涨区域,下轨区域,看涨交叉,中性
2025-07-11 23:00:00,117591.5,117646.9,117410.0,117500.0,2148.967,252660805.8279,46144.0,1096.725,128949952.221,117637.83333333337,117328.15000000001,117637.83333333337,117328.15000000001,534.703510366744,746.9933707935871,-212.28986042684312,56.63073047016146,118394.04662521876,117737.96250000004,117081.87837478131,59.09911405439173,59.17613145279133,119098.62900000002,648.2250734936866,44.47733569787835,2025-07-18 17:22:44,金叉,看跌,看涨区域,下轨区域,看跌交叉,中性
2025-07-12 00:00:00,117500.0,117625.0,117055.0,117379.4,2881.906,338099523.0627,60109.0,1253.472,147074954.4224,117599.60000000003,117381.83461538462,117599.60000000003,117381.83461538462,461.86493064610113,675.7112607567157,-213.84633011061453,54.320900915344794,118370.3276304116,117702.30000000003,117034.27236958846,55.51453591862177,57.74110559823789,116216.72300000001,641.7063173692128,41.184882477940604,2025-07-18 17:22:44,金叉,看跌,看涨区域,下轨区域,看跌交叉,中性
2025-07-12 01:00:00,117379.4,117662.0,117379.3,117618.6,1988.713,233832557.8434,44902.0,1179.759,138710271.9517,117570.55833333336,117444.88846153846,117570.55833333336,117444.88846153846,426.58841938296973,613.4305504132792,-186.84213103030947,58.05364764565854,118194.65059815336,117650.18125000004,117105.71190184672,57.41743983746054,57.34369660349132,118205.43600000002,611.7891242551115,38.26566794142959,2025-07-18 17:22:44,金叉,看跌,看涨区域,下轨区域,看涨交叉,中性
2025-07-12 02:00:00,117618.6,117780.0,117526.0,117565.0,1885.646,221851650.6777,42127.0,866.534,101949947.7034,117546.98333333338,117522.58461538462,117546.98333333338,117522.58461538462,387.3293490210053,556.9052500652108,-169.57590104420547,56.907406259409,118146.68462984814,117625.44375000003,117104.20287015193,59.63537605010348,57.5224506020619,116319.79000000002,581.9733639005188,35.91525922476947,2025-07-18 17:22:44,金叉,看跌,看涨区域,下轨区域,看涨交叉,中性
2025-07-12 03:00:00,117565.0,117818.6,117560.9,117730.0,1708.526,201107836.3139,36617.0,909.261,107028690.7228,117615.2916666667,117591.63461538461,117615.2916666667,117591.63461538461,369.73494604829466,510.11267406098176,-140.3777280126871,59.607968018666604,118138.97919658531,117621.68750000003,117104.39580341475,64.07030648234922,60.37437412330439,118028.31600000002,554.9505835754766,33.870422916557935,2025-07-18 17:22:44,金叉,看跌,看涨区域,上轨区域,看涨交叉,中性
2025-07-12 04:00:00,117730.0,117845.6,117527.6,117609.7,1687.974,198657069.9073,42584.0,772.766,90951468.6471,117632.50833333336,117629.90384615384,117632.50833333336,117629.90384615384,337.0929266854364,466.8577372170954,-129.764810531659,56.75541859372268,118112.47198069887,117607.40625000003,117102.34051930119,59.16291505474057,60.956199195731074,116340.34200000002,535.2047016108535,31.869871534818078,2025-07-18 17:22:44,金叉,看跌,看涨区域,上轨区域,看跌交叉,中性
2025-07-12 05:00:00,117609.7,117677.0,117454.9,117640.4,1564.85,183966165.2778,38353.0,738.294,86801205.9721,117633.78333333334,117660.70769230768,117633.78333333334,117660.70769230768,310.5734048454324,427.7866541241797,-117.2132492787473,57.32865091204561,118057.46697815949,117586.98750000002,117116.50802184055,56.38707673190404,59.87343275633126,117905.19200000002,509.11264314328287,29.749032553735642,2025-07-18 17:22:44,死叉,看跌,看涨区域,上轨区域,看跌交叉,中性
2025-07-12 06:00:00,117640.3,117943.8,117613.5,117791.3,2738.388,322621214.8087,56004.0,1550.992,182724400.5921,117641.99166666668,117696.58076923076,117641.99166666668,117696.58076923076,302.101508873704,396.36536781156076,-94.26385893785675,60.182411117233315,118046.82668261291,117583.45000000003,117120.07331738714,59.53430340750622,58.3614317313836,120643.58000000003,494.2115895480095,28.674501942696892,2025-07-18 17:22:44,死叉,看跌,看涨区域,上轨区域,看涨交叉,中性
2025-07-12 07:00:00,117791.2,118036.7,117579.9,117689.7,3795.631,447096873.7567,65701.0,1646.393,193989706.6397,117610.07500000001,117691.57692307692,117610.07500000001,117691.57692307692,279.3637389147334,367.11496058735395,-87.75122167262055,57.34218762870841,117940.00313144772,117632.16250000002,117324.32186855232,63.853294659755456,59.92489159972189,116847.94900000004,491.0939570856756,27.971069419359626,2025-07-18 17:22:44,死叉,看跌,看涨区域,上轨区域,看涨交叉,中性
2025-07-12 08:00:00,117689.6,117900.0,117673.4,117871.2,1655.061,194929031.322,37415.0,864.421,101812529.6948,117631.05,117700.97692307693,117631.05,117700.97692307693,277.54783823703474,344.7231799997742,-67.17534176273944,60.96245797462059,117965.57243829362,117661.41875000001,117357.2650617064,73.3813524319922,65.58965016641794,118503.01000000004,469.0527939952031,27.326256272967132,2025-07-18 17:22:44,死叉,看跌,看涨区域,上轨区域,看涨交叉,中性
2025-07-12 09:00:00,117871.3,118176.9,117823.1,118119.8,3694.28,435927746.9383,64202.0,2306.955,272246424.7081,117675.55,117723.94230769231,117675.55,117723.94230769231,298.3008588671364,333.11759971661473,-34.81674084947832,65.38817915926747,118067.68290010528,117692.33750000001,117316.99209989473,80.90168725705202,72.71211144959987,122197.29000000004,459.44839449560186,27.572609991558167,2025-07-18 17:22:44,死叉,看跌,看涨区域,突破上轨,看涨交叉,中性
2025-07-12 10:00:00,118119.8,118119.9,117835.5,118022.4,2323.116,274138230.3423,54436.0,986.835,116452167.1406,117711.45833333333,117726.72692307692,117711.45833333333,117726.72692307692,297.34485825507727,324.1744143512304,-26.829556096153112,62.34215118596832,118120.88601316696,117712.9375,117304.98898683304,88.09354273800943,80.79219414235119,119874.17400000004,444.86102828763455,27.79843423359995,2025-07-18 17:22:44,死叉,看跌,看涨区域,上轨区域,超买交叉,中性
2025-07-12 11:00:00,118022.5,118064.7,117579.8,117773.6,2981.689,351262204.1943,63383.0,1268.15,149401099.3139,117734.25833333335,117700.61538461539,117734.25833333335,117700.61538461539,264.10149675076536,309.15618495111414,-45.05468820034878,55.12644656700193,118059.73914648202,117694.24375000001,117328.74835351799,76.85831546098667,81.95118181868268,116892.48500000004,448.19760926366456,26.685101961382703,2025-07-18 17:22:44,金叉,看跌,看涨区域,上轨区域,看跌交叉,中性
2025-07-12 12:00:00,117773.5,117819.8,117220.4,117493.9,5954.116,699605731.2843,116237.0,2634.541,309569408.508,117743.8,117682.6576923077,117743.8,117682.6576923077,204.60993389760552,283.019622187737,-78.4096882901315,48.22411240245392,118063.19362043108,117686.39375,117309.59387956893,54.7527860791461,73.23488142604738,110938.36900000005,460.7978084916933,24.756957734827314,2025-07-18 17:22:44,金叉,看跌,看跌区域,下轨区域,看跌交叉,中性
2025-07-12 13:00:00,117493.9,117536.1,117188.0,117476.1,4173.231,489793731.5859,95940.0,2118.222,248602585.3077,117731.925,117670.58076923077,117731.925,117670.58076923077,155.6813439335383,251.18505262418734,-95.50370869064903,47.805096598614206,118067.24383136303,117679.5375,117291.83116863699,35.72100654135849,55.77736936049706,106765.13800000005,451.4063244507193,23.111836905470103,2025-07-18 17:22:44,金叉,看跌,看跌区域,下轨区域,看跌交叉,中性
2025-07-12 14:00:00,117476.1,117718.1,117270.0,117350.0,3512.326,412755557.7923,73744.0,1703.9,200260538.6886,117714.00833333335,117651.80384615384,117714.00833333335,117651.80384615384,103.50998134270776,214.26628480381743,-110.75630346110967,44.77347670027704,118082.31454922468,117664.44375,117246.57295077533,24.703016869372636,38.39226982995905,103252.81200000005,451.1307974131598,21.514529215748933,2025-07-18 17:22:44,金叉,看跌,看跌区域,下轨区域,看跌交叉,中性
2025-07-12 15:00:00,117350.0,117424.2,116862.4,117075.6,6898.588,807885517.5014,122086.0,3224.706,377677741.6863,117659.47500000002,117617.51538461538,117659.47500000002,117617.51538461538,33.750627070403425,169.13737037046394,-135.38674330006052,38.87272617672238,118139.64128894784,117637.91875000001,117136.19621105219,20.578104547648227,27.00070931945976,96354.22400000005,460.35323096206344,20.88707897066239,2025-07-18 17:22:44,金叉,看跌,看跌区域,突破下轨,看跌交叉,中性
2025-07-12 16:00:00,117075.6,117372.7,117012.0,117160.6,2890.666,338821640.2246,60120.0,1496.521,175407045.7683,117622.05000000003,117591.08076923077,117622.05000000003,117591.08076923077,-8.324369256180944,124.77193546380272,-133.09630471998366,41.49979428146104,118163.89900553145,117624.24375000002,117084.5884944686,18.4287882807397,21.23663656592016,99244.89000000004,452.0487950485579,20.311916245999726,2025-07-18 17:22:44,金叉,看跌,看跌区域,下轨区域,看跌交叉,中性
2025-07-12 17:00:00,117160.6,117518.9,117144.3,117438.6,2508.567,294429588.9479,46704.0,1550.492,181987701.2036,117605.23333333338,117611.40000000001,117605.23333333338,117611.40000000001,-8.44574168905092,91.46751617558931,-99.91325786464023,49.33363297043126,118160.10386900962,117612.99375000002,117065.88363099043,27.579561303411563,22.195484710599803,101753.45700000004,445.5947287945107,19.13325735888409,2025-07-18 17:22:44,死叉,看跌,看跌区域,下轨区域,看涨交叉,强烈看跌
2025-07-12 18:00:00,117438.5,117474.5,117338.9,117460.1,1199.672,140844380.3223,31021.0,609.618,71571208.79,117577.63333333338,117613.59230769232,117577.63333333338,117613.59230769232,-6.034999064053409,67.09188736567863,-73.12688642973204,49.904327606320365,118158.18546723797,117606.43750000003,117054.68953276209,37.32978318752466,27.779377590558614,102953.12900000004,419.76183472830195,18.052820045694762,2025-07-18 17:22:44,死叉,看跌,看跌区域,下轨区域,看涨交叉,强烈看跌
2025-07-12 19:00:00,117460.1,117609.4,117411.6,117525.7,1566.624,184116571.7776,34091.0,846.582,99495544.6108,117563.96666666672,117609.76923076925,117563.96666666672,117609.76923076925,2.984359191643307,51.065005322169796,-48.08064613052649,51.729176053159065,118142.83754789011,117593.66875000003,117044.49995210994,46.58805629516993,37.16580026203536,104519.75300000004,401.26501516760914,16.654029448251197,2025-07-18 17:22:44,死叉,看跌,看涨区域,下轨区域,看涨交叉,中性
2025-07-12 20:00:00,117525.7,117525.7,116975.6,116975.7,1737.367,203739125.5905,38331.0,552.053,64750847.3391,117489.34166666672,117582.18846153849,117489.34166666672,117582.18846153849,-50.51036860769091,25.67116183970462,-76.18153044739553,38.72081422173015,118179.1140658993,117554.04375000003,116928.97343410076,34.979983923012384,39.6326078019023,102782.38600000004,413.66793057030765,16.83173914898205,2025-07-18 17:22:44,死叉,看跌,看跌区域,下轨区域,看跌交叉,强烈看跌
