open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA3,MA5,MA21,MA56,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,MACD_Long,MACD_Long_Signal,MACD_Long_Hist,RSI,RSI_Secondary,RSI_Long,BB_Upper,BB_Middle,BB_Lower,Volume_MA20,Volume_Ratio,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,Fib_Ret_0.000,Fib_Ret_0.236,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.786,Fib_Ret_1.000,Fib_Ext_1.272,Fib_Ext_1.414,Fib_Trend,Fib_High,Fib_Low,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position,计算时间,MA_Fast_Signal,MA_Signal,MACD_Signal_Analysis,MACD_Zero_Cross,RSI_Signal,BB_Width,BB_Squeeze,BB_Breakout_Strength,BB_Signal,Stoch_Signal,Fib_Key_Zone,综合信号
2025-07-14 19:00:00,119605.4,120076.9,119564.2,119920.0,4490.327,538089176.5788,97839.0,2611.854,312989067.9886,119803.60000000002,119906.96,,,119906.96,,,,,,,,,28.183142386606004,,,,,,,,,,,,,-34634.795,844.0,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,中性,中性,,强买入,,False,,中轨附近,中性,,中性
2025-07-14 20:00:00,119920.3,120430.0,119505.0,120130.1,6220.405,746831440.9499,98428.0,3775.635,453348823.081,119885.23333333335,119960.36000000002,,,119960.36000000002,,,,,,,,,33.70609207615273,,,,,,,,,,,,,-28414.39,852.1,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,中性,中性,,看跌区域,,False,,中轨附近,中性,,中性
2025-07-14 21:00:00,120130.0,120230.6,119798.4,120000.1,2647.591,317746057.4809,60573.0,1192.976,143169903.42,120016.73333333335,119908.2,,,119908.2,,,,,,,,,31.93332019744203,,,,,,,,,,,28.028873102485974,23.69789123565809,-31061.981,810.1100000000013,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速金叉,中性,中性,,看跌区域,,False,,中轨附近,看涨交叉,,中性
2025-07-14 22:00:00,120000.1,120292.6,119889.2,120014.6,2319.658,278603796.0565,58168.0,1307.731,157074646.8266,120048.26666666668,119934.08,,,119934.08,,,,,,,,,32.39600819219609,,,123219.09132570717,120698.51428571432,118177.93724572148,,,,,,29.591952346717417,27.026792720970505,-28742.323,769.439000000002,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速金叉,中性,中性,,看跌区域,0.04176649654570231,False,,弱势下轨区域,看涨交叉,,中性
2025-07-14 23:00:00,120014.6,120028.1,119735.6,119816.5,2155.509,258317355.9537,48570.0,1012.472,121328872.2489,119943.73333333335,119976.26000000001,,,119976.26000000001,,,,,,,,,29.229120416380095,27.81765236649977,,122922.65686017623,120543.98571428575,118165.31456839528,,,,,,29.366700481672314,28.99584197695857,-30897.832000000002,721.7451000000018,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,中性,中性,,强买入,0.03946561301744941,False,,弱势下轨区域,看涨交叉,,中性
2025-07-15 00:00:00,119816.5,119919.4,119000.0,119458.4,6038.482,721391033.0158,108897.0,2547.208,304386316.2127,119763.16666666669,119883.94000000002,,,119883.94000000002,,,,,,,,,24.233170780452074,25.7789453064469,,122606.35474599821,120368.74285714289,118131.13096828757,,,,,,30.32719608533716,29.761949637908966,-36936.314,741.510590000001,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,中性,中性,,强买入,0.0371792848499046,False,,弱势下轨区域,看涨交叉,,中性
2025-07-15 01:00:00,119458.4,119497.8,118376.5,118491.3,12335.751,1467937973.6791,234346.0,5426.734,645880553.1903,119255.40000000002,119556.18000000002,,,119556.18000000002,,,,,,,,,15.750780682827894,21.24958775066557,,122599.77774973179,120155.65714285718,117711.53653598257,,,,,,22.32058618699494,27.338160918001474,-49272.065,779.4895310000012,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,中性,中性,,极度超卖,0.040682572339789405,False,,弱势下轨区域,看跌交叉,,中性
2025-07-15 02:00:00,118491.4,118873.2,117833.0,118251.9,15348.778,1814598030.1438,298054.0,7801.043,922327582.3764,118733.8666666667,119206.54000000004,,,119206.54000000004,,,,,,,,,14.304718808427433,20.298809005691385,,122298.21603744649,119895.49285714289,117492.76967683929,,,,,,17.282747873917938,23.310176715416684,-64620.843,805.5605779000008,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,中性,中性,,极度超卖,0.04008029197838946,False,,弱势下轨区域,看跌交叉,,中性
2025-07-15 03:00:00,118251.8,118251.8,116870.0,117209.2,24369.171,2861141776.4503,392483.0,11697.726,1373433526.2804,117984.13333333336,118645.46000000004,,,118645.46000000004,,,,,,,,,9.75421749637502,16.77768779914443,,122275.43070891566,119576.20714285717,116876.98357679867,,,,,,10.345600260185776,16.649644773699553,-88990.014,863.1945201100001,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,中性,中性,,极度超卖,0.04514649913312184,False,,弱势下轨区域,超卖交叉,,中性
2025-07-15 04:00:00,117209.2,117530.7,116227.0,117481.8,17818.56,2084763323.6094,274564.0,8844.668,1035474547.0422,117647.63333333336,118178.52000000005,,,118178.52000000005,,,,,,,,,17.73605226430968,20.652875743894793,,122108.97479787908,119313.4785714286,116517.98234497811,9611.002100000002,1.8539752478048046,,,,18.504368544375797,15.37757222615984,-71171.454,907.2450680989998,,,73.5288090356554,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,中性,中性,,极度超卖,0.04685968861056927,False,,弱势下轨区域,超卖交叉,,中性
2025-07-15 05:00:00,117481.7,117761.3,116972.0,117325.3,7770.177,912244516.7636,149083.0,4016.82,471620060.8233,117338.7666666667,117751.90000000005,119895.88571428572,,117751.90000000005,119895.88571428572,,,,,,,,16.744138523543832,20.074938878571217,,122241.22595025491,119132.20714285717,116023.18833545942,9588.930550000001,0.8103278003197133,,,,22.13247275658938,16.99414718705032,-78941.631,895.4505612891,,,73.8774520720633,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,死叉,中性,,极度超卖,0.05219442973417883,False,,弱势下轨区域,看涨交叉,,中性
2025-07-15 06:00:00,117325.2,117325.3,116724.6,117051.0,8759.999,1024836479.2123,141100.0,4086.231,478045391.2638,117286.03333333337,117463.84000000004,119661.1761904762,,117463.84000000004,119661.1761904762,,-1148.5841285058996,-1027.1498905858462,-121.43423792005342,,,,15.02578551651387,19.067784048871808,,122221.49615489805,118902.92857142861,115584.36098795917,9711.44505,0.9020283752725347,,,,25.712313186276607,22.116384829080598,-87701.62999999999,865.9755051601896,,,74.33732417541223,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,死叉,看跌,,极度超卖,0.05581977876139319,False,,弱势下轨区域,看涨交叉,,看跌
2025-07-15 07:00:00,117051.0,117264.0,116371.0,116777.1,9244.232,1079629369.4082,159438.0,4672.832,545789350.6059,117051.13333333338,117168.88000000003,119416.66666666669,,117168.88000000003,119416.66666666669,,-1179.232356286142,-1077.844045819278,-101.38831046686391,,,,13.421229458021186,18.09173182014822,,122241.07291757467,118680.92142857147,115120.76993956827,9880.6184,0.9355924523914415,,,,20.584733492106636,22.809839811657543,-96945.862,868.6779546441707,,,74.94854976881089,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,死叉,看跌,,极度超卖,0.05999534628058795,False,,弱势下轨区域,看跌交叉,,看跌
2025-07-15 08:00:00,116777.1,116871.0,116300.0,116766.5,6191.052,722667656.3254,123968.0,3172.937,370413200.3843,116864.86666666671,117080.34000000004,119192.47619047621,,117080.34000000004,119192.47619047621,,-1174.2160386294418,-1109.968043422666,-64.24799520677584,,,,13.356830071110057,18.053217170143082,,122215.8994106249,118478.1285714286,114740.35773223231,9927.3558,0.6236355505662444,,,,16.450276907469824,20.915774528617693,-103136.91399999999,838.9101591797535,,,75.53784169294808,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,死叉,看跌,,极度超卖,0.06309638553993283,False,,弱势下轨区域,看跌交叉,,看跌
2025-07-15 09:00:00,116766.6,117229.9,116684.3,116764.9,5254.729,614547641.0463,103640.0,2885.708,337515057.0739,116769.50000000004,116936.96000000004,118948.22380952381,,116936.96000000004,118948.22380952381,,-1143.4452435670682,-1121.1271101374666,-22.31813342960163,,,,13.345553244035035,18.046971932656266,,122001.78039078595,118252.76428571432,114503.7481806427,9612.163449999998,0.5466749527651864,,,,15.176245820604459,17.403752073393644,-108391.643,809.5791432617773,,,74.2382325831729,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,死叉,看跌,,极度超卖,0.06340682397941258,False,,弱势下轨区域,超卖交叉,,看跌
2025-07-15 10:00:00,116765.0,117222.2,116728.1,117055.0,3968.898,464302623.6924,80983.0,2157.928,252430488.7986,116862.13333333338,116882.90000000005,118728.02380952382,,116882.90000000005,118728.02380952382,,-1061.3545676215144,-1101.202929298816,39.848361677301455,,,,26.47619699267045,23.23240145632186,,121561.6854410736,118033.11428571431,114504.54313035503,9038.300749999999,0.43911993081221606,,,,20.78225429602263,17.469592341365644,-104422.745,778.0312289355986,,,73.06858438437524,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,死叉,看涨,,强买入,0.05978951206553654,False,,弱势下轨区域,看涨交叉,,中性
2025-07-15 11:00:00,117055.0,117180.0,116331.7,117110.4,7919.67,924108502.4229,131670.0,3995.806,466291340.1587,116976.76666666672,116894.78000000006,118535.1857142857,,116894.78000000006,118535.1857142857,,-972.9205985688459,-1058.442152388826,85.52155381998,,,,28.8773076678878,24.218520913465746,,121044.47022031277,117826.70714285715,114608.94406540153,8515.514549999998,0.9300283563017342,,,,30.454890075720442,22.137796730782515,-96503.075,785.0581060420391,,,72.4700870033361,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速金叉,死叉,看涨,,强买入,0.05461856917641414,False,,弱势下轨区域,看涨交叉,,中性
2025-07-15 12:00:00,117110.4,117458.6,116388.0,117193.1,15460.587,1809545475.1571,250314.0,7614.989,891449595.9196,117119.50000000006,116977.98000000005,118408.04285714285,,116977.98000000005,118408.04285714285,,-878.9479394370137,-998.6107480715551,119.66280863454142,,,,32.704770890397704,25.751788648908185,,120360.08741952857,117625.17142857144,114890.25543761431,8478.172299999998,1.823575465669647,,,,45.96199252446342,32.3997122987355,-81042.488,813.6122954378358,,,70.48621578567025,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速金叉,死叉,看涨,,看跌区域,0.04650222325274867,False,,中轨附近,看涨交叉,,中性
2025-07-15 13:00:00,117193.0,118499.8,117132.6,118067.7,20404.584,2405895711.0137,385984.0,9989.015,1177868292.5313,117457.06666666672,117238.22000000004,118303.60476190477,,117238.22000000004,118303.60476190477,,-690.6991780660464,-895.9735580697189,205.2743800036725,,,,59.55761721590639,39.656814457698665,,119663.7430008171,117500.25714285715,115336.7712848972,9131.950099999998,2.234416940145129,,,,62.31771028899984,46.244864296394574,-60637.903999999995,868.9710658940519,,,64.66726312996299,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速金叉,死叉,看涨,,看涨区域,0.036825210609191784,False,,中轨附近,看涨交叉,,中性
2025-07-15 14:00:00,118067.8,118439.2,115678.1,115979.6,27490.459,3211378003.0811,428365.0,12162.907,1420914758.9695,117080.1333333334,117081.16000000003,118117.62380952381,,117081.16000000003,118117.62380952381,,-787.7611703735893,-859.902762171009,72.14159179741978,-1344.5813267755584,-1453.4196438292797,108.83831705372131,28.20681320990476,26.767694329426433,,119067.30375464671,117251.77142857145,115436.23910249618,10310.430949999998,2.6662764275629045,,,,51.33639283086529,53.20536521477619,-88128.363,1058.1839593046457,,,61.98122712683289,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,死叉,看涨,,强买入,0.0309681005916617,False,,弱势下轨区域,看跌交叉,,中性
2025-07-15 15:00:00,115979.6,116752.9,115750.1,116393.0,16274.557,1891533333.805,286866.0,8360.009,971677930.9926,116813.43333333339,116948.76000000004,117964.64285714286,,116948.76000000004,117964.64285714286,,-788.529196122734,-836.1115734882507,47.58237736551666,-1323.2782129798288,-1410.0391668794628,86.76095389963393,35.989484087939566,31.51354424586712,27.247403787415976,118729.82642659041,117101.89285714287,115473.95928769532,10899.64245,1.4931276025481002,,,,38.79271457039219,50.81560589675244,-71853.806,1052.64556337418,906.7766666666658,1.1608652957996062,59.56379472401581,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,死叉,看涨,,看跌区域,0.027803710593022165,False,,弱势下轨区域,看跌交叉,,中性
2025-07-15 16:00:00,116393.1,117727.4,116360.9,117195.9,17571.016,2058155718.6038,252689.0,8576.341,1004536813.8205,116522.83333333337,116965.86000000003,117834.92380952381,,116965.86000000003,117834.92380952381,,-676.7121100388613,-782.9784190051208,106.26630896625954,-1227.458642764046,-1349.1789921743239,121.72034941027778,48.61197660522365,39.68852785177693,31.857329445235777,118383.58864854112,117026.4642857143,115669.33992288749,11467.172999999999,1.5322883852890334,,,,29.937035593200136,40.022047664819205,-54282.78999999999,1084.031007036762,922.100777777777,1.1756101211076189,54.715571790642954,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,死叉,看涨,,看跌区域,0.023193460916899295,False,,中轨附近,看跌交叉,,中性
2025-07-15 17:00:00,117195.9,117577.1,117125.0,117415.6,5290.958,620870958.4964,116059.0,2732.856,320724810.4771,117001.50000000004,117010.36000000003,117705.6619047619,,117010.36000000003,117705.6619047619,,-557.3724510673055,-707.7764296925158,150.40397862521024,-1120.8722713099123,-1273.0767518861867,152.20448057627436,51.65536558332015,41.73790358204801,33.05803287677313,118422.69259187838,117041.20714285717,115659.72169383595,11599.34135,0.4561429688419334,,,,46.9008044795689,38.54351821438707,-48991.831999999995,1020.8379063330864,906.4340851851847,1.1262130617302735,50.35217115060739,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,死叉,看涨,,看涨区域,0.023606821610016628,True,,中轨附近,看涨交叉,,中性
2025-07-15 18:00:00,117415.6,117436.3,116050.0,116723.3,15984.776,1865946981.2114,259172.0,6842.946,798396251.1257,117111.60000000003,116741.48000000003,117549.6238095238,,116741.48000000003,117549.6238095238,,-542.2560228691436,-652.6029607513917,110.34693788224808,-1079.8171680759406,-1208.6568906161046,128.83972254016408,42.4195950717694,37.422660391398125,31.26236519814536,118340.05118210535,116987.0285714286,115634.00596075185,12282.597250000003,1.3014166038864456,,,,50.80270758762436,42.54684922013113,-64976.60799999999,1057.384115699778,922.4296156790119,1.1463033035007493,48.282910302049395,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速金叉,死叉,看涨,,看跌区域,0.023131156115323303,True,,中轨附近,看涨交叉,,中性
2025-07-15 19:00:00,116723.2,117230.7,116300.0,116428.9,6816.66,795893653.9516,155923.0,3546.049,414038272.099,116855.93333333336,116831.34000000004,117378.87619047616,,116831.34000000004,117378.87619047616,,-553.4848003717343,-619.5635739581726,66.07877358643827,-1058.830780435921,-1158.7148538893769,99.88407345345581,38.96335206466263,35.730870600009425,30.53277011742089,118305.6468359493,116923.00000000001,115540.35316405073,12515.654800000002,0.5446506881925186,,,,41.74197587742601,46.48182931487309,-71793.268,1044.7157041298,922.7052951563782,1.1322311789190977,46.4205755383472,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速金叉,死叉,看涨,,看跌区域,0.023650553542917754,True,,中轨附近,看跌交叉,,中性
2025-07-15 20:00:00,116428.8,116715.9,116189.0,116410.0,4503.523,524570045.5166,106931.0,2183.917,254386901.4335,116520.73333333335,116834.74000000003,117216.66190476187,,116834.74000000003,117216.66190476187,,-550.5624923092837,-596.563213408543,46.000721099259295,-1031.8296986047353,-1116.4198021278296,84.59010352309429,38.727020016074974,35.619541487196734,30.48552021339596,118304.75209187731,116877.2142857143,115449.6764795513,12438.906850000003,0.36205134858775784,,,,29.862612373155457,40.8024319460686,-76296.791,992.9341337168195,909.511785317832,1.0917221192134803,44.92695875788521,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,死叉,看涨,,看跌区域,0.02442799163014427,True,,中轨附近,看跌交叉,,中性
2025-07-15 21:00:00,116410.0,117610.6,116339.8,117542.4,6033.652,706751303.5646,113276.0,3436.126,402455183.1082,116793.76666666668,116904.04000000004,117125.42380952378,,116904.04000000004,117125.42380952378,,-403.20574009485426,-532.1107223039801,128.90498220912582,-908.582358724394,-1047.1406543266844,138.5582956022904,56.970788160317596,46.3961865039806,36.56958191845025,118436.70095323485,116931.87857142858,115427.05618962231,12123.801900000002,0.49766995945389036,,,,39.53881229991347,37.04780018349831,-70263.139,1020.7207203451378,921.5547258072378,1.1076072768777083,41.10371285703416,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速死叉,死叉,看涨,,看涨区域,0.025738445327157532,True,,强势上轨区域,看涨交叉,,中性
2025-07-15 22:00:00,117542.4,117849.0,117235.5,117807.7,4750.212,558426832.119,96710.0,2544.576,299180777.951,117253.36666666668,116982.46000000004,117092.87142857142,,116982.46000000004,117092.87142857142,,-260.1982753352204,-441.4732399810602,181.27496464583982,-780.5033048725745,-958.2615378419811,177.75823296940655,60.209064249058855,48.568299761090714,37.88711248143572,118633.74182980233,117006.25,115378.75817019767,11593.873600000003,0.4097174217942137,,,,56.37901478355318,41.926813152207366,-65512.926999999996,979.998648310624,911.2862349469965,1.0754015705807562,37.09871341449894,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速金叉,死叉,看涨,,看涨区域,0.0278188871073524,True,,强势上轨区域,看涨交叉,,中性
2025-07-15 23:00:00,117807.7,117965.6,117479.1,117738.5,4376.963,515462950.6599,88142.0,2152.128,253498682.4512,117696.20000000001,117185.50000000004,117068.42380952381,,117185.50000000004,117068.42380952381,,-162.685518564831,-348.5439995089838,185.8584809441528,-676.7820711724489,-864.435048952137,187.65297777968806,58.86105109826059,48.02168954747281,37.675948703821604,118774.83324344954,117075.79285714286,115376.75247083619,10594.263200000003,0.41314463473023766,,,,77.64942413253837,57.85575040533501,-69889.89,930.6487834795616,897.1266937820966,1.037366059810508,33.565696604587586,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速金叉,金叉,看涨,,看涨区域,0.029024623192257383,True,,强势上轨区域,看涨交叉,,超强看涨
2025-07-16 00:00:00,117738.6,118193.6,117409.4,118114.5,5356.157,631144642.7528,106225.0,3014.455,355276750.8526,117886.90000000002,117522.62000000004,117111.53333333333,,117522.62000000004,117111.53333333333,,-47.04364645994792,-248.04388182597185,201.00023536602393,-557.8120781461766,-762.2273920168169,204.41531387064026,63.974055506162955,51.23324297958306,39.56912815780396,119013.17220225252,117151.47142857143,115289.77065489034,9971.143050000002,0.5371657966535741,,,,87.72937289922841,73.91927060510665,-64533.733,916.0039051316068,893.3624706560271,1.0253440627060966,30.947941797002215,,,,,,,,,,neutral,,,neutral,,,,2025-07-23 00:13:11,快速金叉,金叉,看涨,,看涨区域,0.03178279796197339,False,,强势上轨区域,看涨交叉,,超强看涨
2025-07-16 01:00:00,118114.5,118208.6,117575.2,117726.7,3850.52,453762880.4223,83006.0,1653.281,194813625.2718,117859.90000000002,117785.96000000004,117123.19523809524,,117785.96000000004,117123.19523809524,,-10.824012738768943,-168.97059213023755,158.1465793914686,-489.1807493860397,-671.2118444732245,182.03109508718478,55.65133496961893,47.943036358253025,38.32695084617554,119103.68170615874,117195.49285714286,115287.30400812699,9775.160200000002,0.3939086338452028,,,,87.91159441015873,84.43013048064184,-68384.253,887.7435146184469,884.6970549674932,1.0034435060384208,28.630530120081154,115678.1,116677.9848,117296.5576,117796.5,118296.4424,119008.2248,119914.9,121067.3096,121668.93519999999,neutral,119914.9,115678.1,neutral,,,,2025-07-23 00:13:11,快速金叉,金叉,看涨,,看涨区域,0.03256420195854953,False,,中轨附近,超买交叉,,强烈看涨
2025-07-16 02:00:00,117726.7,117768.9,117017.1,117335.1,5231.061,613607830.4372,109793.0,2345.416,275099363.4822,117725.43333333335,117744.50000000003,117123.66190476192,,117744.50000000003,117123.66190476192,,-31.16651295060001,-123.03589907035837,91.86938611975836,-461.07380235874734,-601.1658304350655,140.09202807631812,48.255460051759115,44.813366970269385,37.109991416208004,119116.56572570029,117205.63571428573,115294.70570287117,9598.713300000001,0.5449752312114582,,,,77.83974940366909,84.4935722376854,-73615.314,874.149163156601,880.267153135243,0.993049848609196,26.573021580664665,115678.1,116721.66840000001,117367.26580000001,117889.05,118410.8342,119153.71340000001,120100.0,114475.3432,113847.43340000001,downtrend,120100.0,115678.1,fib_382_reject_缩量,114475.3432,117367.26580000001,0.3747257966032706,2025-07-23 00:13:11,快速死叉,金叉,看涨,,看跌区域,0.03260815915154229,False,,中轨附近,看跌交叉,关键支撑区,看涨
2025-07-16 03:00:00,117335.0,117534.6,117223.7,117477.6,2568.177,301556221.511,60921.0,1204.012,141374443.8372,117513.13333333335,117678.48000000003,117143.97619047621,,117678.48000000003,117143.97619047621,,-27.927281800933997,-91.33302664721691,63.405744846282914,-422.4307663418149,-541.5874757373152,119.15670939550034,51.01896893312674,46.189921489870606,37.852820149634084,118965.97650294518,117163.48571428574,115360.99492562629,9264.910550000002,0.27719393362087014,,,,67.00467204343168,77.5853386190865,-71047.137,817.8242468409419,861.2882480307352,0.949536056843722,24.72126389518982,115678.1,116721.66840000001,117367.26580000001,117889.05,118410.8342,119153.71340000001,120100.0,121302.7568,121930.6666,neutral,120100.0,115678.1,neutral,,,,2025-07-23 00:13:11,快速死叉,金叉,看涨,,看涨区域,0.03076881466389604,False,,中轨附近,看跌交叉,,强烈看涨
2025-07-16 04:00:00,117477.7,117699.9,117252.2,117601.5,2441.156,286816181.3628,63428.0,1236.995,145354149.4017,117471.40000000001,117651.08000000003,117183.23333333335,,117651.08000000003,117183.23333333335,,-10.528582186801941,-64.3982118270786,53.869629640276656,-377.4570969115448,-486.8773494620584,109.42025255051362,53.53615166256886,47.41803208910657,38.50612904477298,118840.7774826046,117279.33571428573,115717.89394596686,9077.415750000002,0.26892631859458455,,,,64.42608766586908,69.75683637098996,-68605.981,780.8118221568474,847.5019730963772,0.9213097396152659,22.503936972382142,115678.1,116721.66840000001,117367.26580000001,117889.05,118410.8342,119153.71340000001,120100.0,121302.7568,121930.6666,neutral,120100.0,115678.1,neutral,,,,2025-07-23 00:13:11,快速死叉,金叉,看涨,,看涨区域,0.026627738958597588,True,,中轨附近,看跌交叉,,强烈看涨
