open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA3,MA5,MA21,MA35,MA20,MA50,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Secondary,RSI_Long,BB_Upper,BB_Middle,BB_Lower,Volume_MA20,Volume_Ratio,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,Fib_Ret_0.000,Fib_Ret_0.236,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.786,Fib_Ret_1.000,Fib_Ext_1.272,Fib_Ext_1.414,Fib_Trend,Fib_High,Fib_Low,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position,计算时间,MA_Fast_Signal,MA_Signal,MACD_Signal_Analysis,MACD_Zero_Cross,RSI_Signal,BB_Width,BB_Squeeze,BB_Breakout_Strength,BB_Signal,Stoch_Signal,Fib_Key_Zone,综合信号
2025-07-20 14:45:00,118564.0,118591.4,118355.0,118433.0,781.435,92577312.7808,18531.0,214.95,25462610.6501,118541.4333333333,118506.68000000001,,,118506.68000000001,,,,,73.68608163994206,,,,,,,,,,,67.81577332968259,77.04224136809643,8984.783,244.66875000000138,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速金叉,中性,中性,,强卖出,,False,,中轨附近,看跌交叉,,中性
2025-07-20 15:00:00,118433.0,118640.0,118329.9,118640.0,718.925,85142230.3562,18484.0,357.886,42390042.1676,118545.6333333333,118558.93999999999,,,118558.93999999999,,,,,80.31781315052434,,,119039.13218762902,118264.18333333333,117489.23447903765,,,,,,66.4553638388586,70.28885157195236,9703.707999999999,252.84765625000193,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速死叉,中性,中性,,极度超买,0.013105385459119968,False,,中轨附近,看跌交叉,,中性
2025-07-20 15:15:00,118640.0,118696.4,118500.0,118696.4,516.948,61304504.2489,15604.0,281.986,33441434.8301,118589.79999999997,118592.13999999998,,,118592.13999999998,,,,,81.77764073353795,,,119078.99023323972,118338.04166666664,117597.09310009357,,,,,,72.21652660478698,68.82922125777606,10220.655999999999,245.79169921875098,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速死叉,中性,中性,,极度超买,0.012522576107185743,False,,中轨附近,看涨交叉,,中性
2025-07-20 15:30:00,118696.4,118758.6,118547.0,118574.5,742.813,88141115.4595,17632.0,384.559,45632908.2056,118636.96666666663,118581.55999999998,,,118581.55999999998,,,,,68.89294027757055,,,119035.98430852868,118399.1833333333,117762.38235813793,,,,,,74.98073803972186,71.21754282778915,9477.842999999999,241.51773681640782,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速金叉,中性,中性,,看涨区域,0.010756847425249072,False,,中轨附近,看涨交叉,,中性
2025-07-20 15:45:00,118574.5,118764.2,118553.6,118669.3,946.805,112370061.8802,18040.0,501.756,59546086.9446,118646.7333333333,118602.63999999998,,,118602.63999999998,,,,,72.78358903366498,78.5980561842636,,119049.4766397394,118450.34166666666,117851.20669359392,,,,,,72.97159891659014,73.389621187033,10424.648,237.65301971435576,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速金叉,中性,中性,,强卖出,0.010116221948245198,False,,中轨附近,看跌交叉,,中性
2025-07-20 16:00:00,118669.4,118856.6,118522.3,118601.2,1660.407,197133959.1747,32033.0,840.041,99744030.2733,118614.99999999996,118636.27999999998,,,118636.27999999998,,,,,65.87816834223743,74.9394590372035,,119025.8550227908,118492.24166666665,117958.62831054251,,,,,,61.400573903378024,69.78430361989668,8764.241,249.73389225006167,,,73.59178266288906,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速死叉,中性,中性,,看涨区域,0.009006722273433977,False,,中轨附近,看跌交叉,,中性
2025-07-20 16:15:00,118601.1,118651.6,118450.0,118645.2,917.547,108759785.8885,21549.0,410.518,48660081.5148,118638.56666666664,118637.31999999998,,,118637.31999999998,,,,,68.155584074316,75.72567208701675,,118970.44068198638,118538.24166666665,118106.04265134693,,,,,,61.50116290278666,65.29111190758495,9681.788,243.7171557188047,,,71.01848002828434,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速金叉,中性,中性,,看涨区域,0.0072921448680685385,False,,中轨附近,看跌交叉,,中性
2025-07-20 16:30:00,118645.1,118818.0,118596.0,118724.3,753.69,89458504.5573,20097.0,400.143,47494735.3878,118656.89999999997,118642.89999999998,,,118642.89999999998,,,,,72.06592696301286,77.1156167470636,,118856.37565250524,118590.35833333334,118324.34101416143,,,,,,62.08467818492456,61.662138330363085,10435.478000000001,241.0025112539541,,,70.15053749558848,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速金叉,中性,中性,,强卖出,0.004486322883420037,False,,中轨附近,看涨交叉,,中性
2025-07-20 16:45:00,118724.3,118730.3,118491.4,118543.8,515.2,61104205.8583,14353.0,271.869,32246162.5667,118637.76666666662,118636.75999999998,,,118636.75999999998,,,,,54.31106238429899,67.60296792900662,,118812.65107040011,118604.11666666668,118395.58226293325,,,,,,52.60466401582908,58.73016836784677,9920.278,240.73969734721095,,,66.42278020351496,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速金叉,中性,中性,,看涨区域,0.003516478341464464,False,,中轨附近,看跌交叉,,中性
2025-07-20 17:00:00,118543.7,118543.8,118156.7,118320.4,2361.164,279292590.7586,42390.0,928.256,109793830.7499,118529.49999999996,118566.97999999998,,,118566.97999999998,,,,,40.05990698739829,58.057294597846884,,118881.32600233691,118586.61666666668,118291.90733099646,1113.2932999999998,2.1208822508857286,,,,40.44658261190111,51.71197493755159,7559.114,259.0347351788103,,,59.14967225020457,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速死叉,中性,中性,,看跌区域,0.0049703641769057024,False,,中轨附近,看跌交叉,,中性
2025-07-20 17:15:00,118320.5,118430.0,118222.9,118320.3,522.344,61813204.3287,14060.0,234.224,27718416.0191,118394.8333333333,118510.79999999997,118393.59999999996,,118510.79999999997,118393.59999999996,,,,40.05441820736659,58.053343028994675,,118913.3818640797,118561.02500000002,118208.66813592035,1081.1451499999998,0.4831395673374663,,,,23.277726345138145,38.77632432428945,7036.7699999999995,252.54289328145975,,,52.785702791057965,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速死叉,金叉,中性,,看跌区域,0.005943890314370559,False,,中轨附近,看跌交叉,,中性
2025-07-20 17:30:00,118320.4,118431.6,118030.5,118209.7,775.015,91611918.6556,20641.0,322.222,38092219.7183,118283.46666666663,118423.69999999998,118412.62857142853,,118423.69999999998,118412.62857142853,57.50965934623673,145.34567654324056,-87.83601719700383,34.0368953834701,53.69996322837052,59.04891304347812,118970.5781661168,118531.50833333336,118092.43850054992,1073.5441999999998,0.7219218361013922,,,,22.81870415748756,28.847671038175605,6261.754999999999,271.112531621278,255.4904761904784,1.0611453532974462,49.58302731040427,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速死叉,金叉,看跌,,看跌区域,0.007408491445982297,False,,中轨附近,看跌交叉,,中性
2025-07-20 17:45:00,118209.6,118209.7,117912.8,118003.4,1399.412,165197325.9804,29828.0,532.184,62829098.7171,118177.79999999997,118279.51999999997,118420.3714285714,,118279.51999999997,118420.3714285714,1.5761522950197104,97.42250179383362,-95.84634949881391,25.6508098142753,46.669819141305766,53.77348568741819,119084.75403050262,118495.70833333336,117906.6626361641,1094.87815,1.2781440564870163,,,,18.358631572996266,21.485020691873995,4862.342999999999,274.3359651686175,257.46235827664583,1.065538150916185,47.928099235745364,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速死叉,死叉,看跌,,强买入,0.009942059597842175,False,,中轨附近,看跌交叉,,看跌
2025-07-20 18:00:00,118003.4,118208.9,118003.4,118178.4,807.47,95387082.9086,17818.0,406.337,47999435.6991,118130.49999999996,118206.43999999997,118426.22857142854,,118206.43999999997,118426.22857142854,-16.91736787033733,59.309211905776635,-76.22657977611397,40.225812449585874,52.36655091419651,57.18080153120118,119077.48808017619,118457.24166666668,117836.99525315718,1095.9923,0.7367478767870906,,,,20.347569621949237,20.508301784144354,5669.812999999999,265.73146952254035,254.98796026347222,1.0421333981728673,46.48003717041881,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速死叉,死叉,看跌,零轴下穿,看跌区域,0.010472072534912679,False,,中轨附近,看跌交叉,,强烈看跌
2025-07-20 18:15:00,118178.3,118205.0,118056.7,118181.0,495.534,58543243.7999,12972.0,222.629,26303113.952,118120.93333333329,118178.55999999997,118430.16190476187,,118178.55999999997,118430.16190476187,-29.087306046916638,29.843705921545546,-58.93101196846219,40.42823317145322,52.447823316853274,57.22998116444331,119033.05553751826,118414.29166666669,117795.52779581511,1095.6338999999998,0.45228063863303253,,,,24.052586415423065,20.91959587012286,6165.346999999999,251.05253583222316,249.90758120330702,1.004581512187038,45.212982863258084,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速死叉,死叉,看跌,,看跌区域,0.010450830928303458,False,,中轨附近,看涨交叉,,强烈看跌
2025-07-20 18:30:00,118180.9,118235.1,118068.7,118210.0,696.644,82320668.3273,15563.0,260.531,30788329.8869,118189.79999999997,118156.49999999996,118435.72380952377,,118156.49999999996,118435.72380952377,-33.48422662484518,8.734395072748637,-42.21862169759382,42.94257818657116,53.402816065769066,57.79765294522521,119005.12855928263,118383.91666666669,117762.70477405074,1107.3918999999999,0.6290853310377293,,,,36.416254313923154,26.93880345043182,6861.990999999999,240.47096885319635,245.93102971743568,0.9777984060388284,43.32201740490926,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速金叉,死叉,看跌,,看跌区域,0.010494869744259103,False,,中轨附近,看涨交叉,,强烈看跌
2025-07-20 18:45:00,118210.0,118421.0,118209.9,118329.1,996.849,117961826.0016,19060.0,417.47,49397959.7339,118240.03333333331,118180.37999999996,118446.68571428569,,118180.37999999996,118446.68571428569,-21.83099061474786,-1.4540668230835294,-20.376923791664332,52.540332605583565,57.20409978734089,60.082336420854595,118932.1024588217,118355.5666666667,117779.03087451169,1108.6273999999999,0.8991740597427054,,,,53.3833497094071,37.95073014625111,7858.839999999999,236.79959774654753,244.27240925470093,0.9694078773327136,38.12519441777829,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速金叉,死叉,看跌,,看涨区域,0.009742436429352604,False,,中轨附近,看涨交叉,,看跌
2025-07-20 19:00:00,118329.2,118538.4,118329.1,118494.0,643.46,76207128.2411,15792.0,389.451,46124279.4695,118344.36666666664,118278.49999999996,118452.17619047615,,118278.49999999996,118452.17619047615,6.075787441746797,1.0558845985265792,5.019902843220218,62.68057096845973,61.84512785332513,62.99473709691464,118900.52843860272,118346.63333333336,117792.738228064,933.3550499999998,0.689405387585357,,,,73.41517432597131,54.40492611643386,8502.3,233.36214802822764,242.60705643304794,0.961893489246585,35.421485275470616,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速金叉,死叉,看涨,零轴上穿,看涨区域,0.009360555339318635,False,,中轨附近,看涨交叉,,中性
2025-07-20 19:15:00,118494.1,118549.4,118405.7,118526.8,402.137,47645437.5135,11188.0,202.621,24006989.7145,118449.96666666663,118348.17999999996,118452.00476190473,,118348.17999999996,118452.00476190473,29.190427435634774,10.434065544229309,18.756361891405465,64.4435294952939,62.71134469274101,63.550160426858895,118857.97273610515,118336.7666666667,117815.56059722826,872.1726999999997,0.4610749682946968,,,,89.86519049912103,72.22123817816647,8904.437,222.1543795246988,237.89719660290268,0.9338251257139372,33.220861051987974,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速金叉,死叉,看涨,,看涨区域,0.008808861085525263,False,,中轨附近,看涨交叉,,中性
2025-07-20 19:30:00,118526.7,118526.8,118328.8,118328.8,348.521,41275349.9428,8274.0,86.611,10258019.1007,118449.86666666664,118377.73999999996,118437.78571428567,,118377.73999999996,118437.78571428567,21.435342345168465,14.101157811209028,7.334184533959437,48.355826164556255,54.64619266034034,58.02951087236272,118719.18759624693,118303.80833333336,117888.42907041979,850.1159999999998,0.4099687572048992,119045.49030999342,118357.55999999997,117669.62969000652,82.98325764571605,82.08787415693614,8555.916,219.13508208411145,235.99733009800252,0.9285489882157196,29.6428333768552,,,,,,,,,,neutral,,,neutral,,,,2025-07-22 22:10:12,快速金叉,死叉,看涨,,看跌区域,0.00702224668445494,False,,中轨附近,超买交叉,,中性
2025-07-20 19:45:00,118328.8,118363.0,118130.9,118131.2,346.131,40932763.7828,9298.0,107.071,12662394.6814,118328.9333333333,118361.97999999995,118417.18095238092,,118361.97999999995,118417.18095238092,-7.573993883750518,6.876107246222513,-14.450101129973032,37.466006760093315,48.01019333181946,53.18782296318745,118652.87207471079,118269.42500000003,117885.97792528928,828.3507999999998,0.4178555751983339,119010.161981049,118368.26333333329,117726.36468561759,57.05590759326199,76.63478524603303,8209.785,220.75569682359824,235.81174295047887,0.936152263078593,28.607068851002204,118856.6,118269.78600000001,117906.75700000001,117613.35,117319.943,116902.21100000001,116370.1,119532.928,119886.011,uptrend,118856.6,116370.1,fib_golden_zone_缩量,117906.75700000001,119532.928,0.708264628996578,2025-07-22 22:10:12,快速死叉,死叉,看跌,零轴下穿,看跌区域,0.00648429760626223,True,,中轨附近,看跌交叉,,强烈看跌
2025-07-20 20:00:00,118131.2,118157.9,117822.4,118031.8,2155.023,254200992.6242,35787.0,865.96,102147939.6523,118163.9333333333,118302.51999999997,118398.07619047615,,118302.51999999997,118398.07619047615,-39.210339121797006,-8.486041543117324,-30.724297578679682,33.09234096657662,45.04676672059564,50.9428066880389,118664.349250738,118245.37500000004,117826.40074926209,900.1556999999999,2.3940558283416973,118984.25361294387,118374.62999999996,117765.00638705606,34.50704465896937,58.18206996598247,6054.762,235.09873472064845,240.55880280997985,0.9773025637575842,30.714243679859578,118818.0,118240.2956,117882.9022,117594.05,117305.19780000001,116893.95060000001,116370.1,119483.8288,119831.43059999999,uptrend,118818.0,116370.1,fib_golden_zone_带量,117882.9022,119483.8288,0.6788267494587201,2025-07-22 22:10:12,快速死叉,死叉,看跌,,看跌区域,0.007086522424034866,False,,中轨附近,看跌交叉,,强烈看跌
2025-07-20 20:15:00,118031.8,118198.3,117968.2,118057.5,541.597,63952180.7453,15487.0,298.129,35203716.4064,118073.49999999999,118215.21999999997,118370.33809523805,,118215.21999999997,118370.33809523805,-57.303226413263474,-24.758436499832705,-32.54478991343077,35.36821320368671,45.97527274722849,51.498580104752946,118659.45165801918,118223.47500000003,117787.49834198089,901.38815,0.6008477036224628,118984.05718524808,118374.69999999997,117765.34281475186,25.420813757057328,38.9945886697629,6596.3589999999995,234.47389288056812,240.06076458093347,0.9767272602413053,31.76039672661077,118818.0,118240.2956,117882.9022,117594.05,117305.19780000001,116893.95060000001,116370.1,119483.8288,119831.43059999999,uptrend,118818.0,116370.1,fib_golden_zone_缩量,117882.9022,119483.8288,0.689325544344131,2025-07-22 22:10:12,快速死叉,死叉,看跌,,看跌区域,0.00737546681010941,False,,中轨附近,看跌交叉,,强烈看跌
2025-07-20 20:30:00,118057.5,118153.8,118040.0,118153.8,295.461,34895354.0904,9721.0,157.682,18622138.8236,118081.03333333331,118140.61999999997,118344.49999999996,,118140.61999999997,118344.49999999996,-57.29059882280126,-35.60249060748889,-21.68810821531237,43.73485941072662,49.42366513709903,53.56821124567372,118657.85123506191,118218.81666666671,117779.7820982715,879.02055,0.33612524758380224,118980.36610423386,118376.54666666663,117772.7272290994,35.57542411737845,31.83442751113505,6891.82,219.38965627049745,234.0483472199368,0.9373689619108292,32.67578064251806,118730.3,118173.29280000001,117828.70360000001,117550.20000000001,117271.6964,116875.18280000001,116370.1,119372.27440000001,119707.4228,uptrend,118730.3,116370.1,fib_golden_zone_缩量,117828.70360000001,119372.27440000001,0.7557410388950085,2025-07-22 22:10:12,快速死叉,死叉,看跌,,看跌区域,0.007427490492196663,False,,中轨附近,看涨交叉,强势区,强烈看跌
2025-07-20 20:45:00,118153.8,118245.3,118057.7,118062.4,310.531,36694916.8657,9251.0,158.25,18700746.2573,118091.23333333332,118087.33999999997,118320.11428571424,118318.9571428571,118087.33999999997,118320.11428571424,-66.63173871429171,-45.9455733097565,-20.686165404535217,38.251790445527654,46.39664529970007,51.38312675972585,118647.10986830159,118223.73333333338,117800.35679836517,847.2068499999999,0.36653504395060077,118983.02482163992,118375.51999999996,117768.01517836,36.9784502521786,32.65822937553813,6581.289,215.415949236686,231.83652116184484,0.9291717636079622,31.47985652700986,118549.4,118035.0852,117716.9074,117459.75,117202.5926,116836.4702,116370.1,119142.1696,119451.63019999999,uptrend,118549.4,116370.1,fib_golden_zone_缩量,117716.9074,119142.1696,0.7765337493690623,2025-07-22 22:10:12,快速金叉,死叉,看跌,,看跌区域,0.007162293441951987,False,,中轨附近,看涨交叉,强势区,强烈看跌
2025-07-20 21:00:00,118062.4,118062.5,117800.0,117994.4,1253.766,147817370.8146,26569.0,349.414,41194382.6452,118070.2,118059.97999999995,118287.97619047614,118324.22285714281,118059.97999999995,118287.97619047614,-79.52687726535078,-57.13934129495459,-22.387535970396186,34.497771021160375,44.22639769361988,49.796368466604896,118664.72879634883,118208.40000000004,117752.07120365124,826.8747999999999,1.5162706615318307,118993.06482623368,118372.03666666662,117751.00850709957,35.11478655532344,35.88955364162683,5327.522999999999,221.30145558210026,233.2966868208046,0.9485837908709013,33.02769444958691,118549.4,118035.0852,117716.9074,117459.75,117202.5926,116836.4702,116370.1,119142.1696,119451.63019999999,uptrend,118549.4,116370.1,fib_golden_zone_带量,117716.9074,119142.1696,0.7453310696095062,2025-07-22 22:10:12,快速金叉,死叉,看跌,,看跌区域,0.00772075074781143,False,,中轨附近,看跌交叉,,强烈看跌
2025-07-20 21:15:00,117994.4,118097.7,117801.8,118065.9,816.607,96325419.5163,14514.0,537.25,63376032.0939,118040.89999999998,118066.79999999996,118262.48571428566,118330.65428571425,118066.79999999996,118262.48571428566,-78.27783620402624,-64.18550626464514,-14.092329939381102,41.53619961699594,47.031950815814476,51.4515736358583,118667.25817061616,118198.80833333336,117730.35849605057,821.8277999999998,0.9936473309858831,119000.08202582519,118361.60999999994,117723.1379741747,35.66296503521891,35.91873394757366,6144.129999999999,230.626273634337,236.27779697219458,0.9760810223800984,33.65497579707506,118549.4,118035.0852,117716.9074,117459.75,117202.5926,116836.4702,116370.1,119142.1696,119451.63019999999,uptrend,118549.4,116370.1,fib_golden_zone,117716.9074,119142.1696,0.7781397696508041,2025-07-22 22:10:12,快速死叉,死叉,看跌,,看跌区域,0.007926473098810198,False,,中轨附近,看跌交叉,强势区,强烈看跌
2025-07-20 21:30:00,118065.9,118139.2,117888.1,117988.8,514.114,60669781.0927,13304.0,233.366,27537975.418,118016.36666666665,118053.05999999997,118231.2285714285,118328.75142857138,118053.05999999997,118231.2285714285,-84.59510385832982,-70.98870546254004,-13.606398395789782,36.589944557325026,44.436218443529086,49.600020451095084,118674.01959075611,118180.37500000004,117686.73040924397,809.8489999999998,0.634826986265341,119000.91606425679,118343.55666666661,117686.19726907644,38.79163285859988,36.52312814971409,5630.016,233.1854894300438,236.9836161639944,0.9839730408564519,33.31235774587449,118549.4,118035.0852,117716.9074,117459.75,117202.5926,116836.4702,116370.1,119142.1696,119451.63019999999,uptrend,118549.4,116370.1,fib_golden_zone_缩量,117716.9074,119142.1696,0.7427614371587233,2025-07-22 22:10:12,快速死叉,死叉,看跌,,看跌区域,0.008354087398285373,False,,中轨附近,看涨交叉,,强烈看跌
2025-07-20 21:45:00,117988.8,118036.3,117982.8,117982.9,167.563,19773445.2479,5712.0,87.071,10274955.4219,118012.53333333333,118018.87999999996,118195.92380952374,118325.45142857138,118018.87999999996,118195.92380952374,-87.70255669709877,-76.55998920739295,-11.142567489705826,36.20503109777622,44.235024220385746,49.457015075355564,118649.39072524405,118151.52500000002,117653.65927475599,792.4671499999997,0.2114447267624911,118985.99110124506,118322.07333333328,117658.15556542149,43.56698213842367,39.34052667741417,5462.4529999999995,210.7248032512883,228.24630110856612,0.923234252769145,33.012566951074,118549.4,118035.0852,117716.9074,117459.75,117202.5926,116836.4702,116370.1,119142.1696,119451.63019999999,uptrend,118549.4,116370.1,fib_golden_zone_缩量,117716.9074,119142.1696,0.7400541458266402,2025-07-22 22:10:12,快速死叉,死叉,看跌,,看跌区域,0.008427580181365099,False,,中轨附近,看涨交叉,,强烈看跌
2025-07-20 22:00:00,117982.8,118029.9,116800.0,116875.1,7397.326,867748623.2013,111523.0,2341.826,274770193.9783,117615.59999999999,117781.41999999995,118116.46190476185,118290.64857142852,117781.41999999995,118116.46190476185,-217.38078278496687,-123.50025373325091,-93.88052905171595,10.95661944034017,23.092841522899317,31.533022462150758,119033.33352844336,118016.6166666667,116999.89980489004,1044.2752499999997,7.083693690911474,119220.89852421451,118265.77999999996,117310.6614757854,29.555989933520127,37.304868310181234,-1934.8730000000005,338.12170284487655,275.9440962938722,1.2253268230271797,38.43180909184538,116370.1,116884.4148,117202.5926,117459.75,117716.9074,118083.0298,118549.4,115777.3304,115467.86980000001,downtrend,118549.4,116370.1,neutral,115777.3304,117202.5926,0.23172578350846726,2025-07-22 22:10:12,快速死叉,死叉,看跌,,极度超卖,0.01723006285883174,False,带量突破下轨,突破下轨,看跌交叉,,看跌
2025-07-20 22:15:00,116875.0,117265.5,116370.1,117230.0,8280.137,966553097.2695,126642.0,3904.012,455783722.4349,117362.66666666667,117628.53999999995,118064.53809523804,118265.82285714282,117628.53999999995,118064.53809523804,-261.03099198563723,-169.343833150713,-91.68715883492422,29.367048838283054,33.97943725136088,38.97286546425187,118988.5284475768,117908.55000000003,116828.57155242327,1432.1648999999998,5.781552808618618,119300.12603338358,118225.67999999995,117151.23396661632,30.708676222524513,34.610549431489446,6345.264,407.7814899892663,305.4419964703542,1.3350537735528618,43.80770268543995,116370.1,116884.4148,117202.5926,117459.75,117716.9074,118083.0298,118549.4,115777.3304,115467.86980000001,downtrend,118549.4,116370.1,fib_382_reject_带量,117202.5926,117459.75,0.3945762400770884,2025-07-22 22:10:12,快速死叉,死叉,看跌,,强买入,0.018318916610827057,False,,弱势下轨区域,看跌交叉,关键支撑区,看跌
