open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA8,MA21,MA55,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Secondary,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,Fib_Ret_0.000,Fib_Ret_0.236,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.786,Fib_Ret_1.000,Fib_Ext_1.272,Fib_Ext_1.414,Fib_Ext_1.618,Fib_Ext_2.000,Fib_Ext_2.618,Fib_Trend,Fib_High,Fib_Low,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position,计算时间,MA_Signal,MACD_Signal_Analysis,RSI_Signal,BB_Width,BB_Squeeze,BB_Signal,Stoch_Signal,综合信号
2025-07-17 05:15:00,118263.8,118383.6,118252.2,118377.9,357.431,42292298.7455,11064.0,193.595,22906287.9465,118235.08750000001,,,118235.08750000001,,,,,,53.428694657728734,,,118539.05709352592,118192.66666666664,117846.27623980737,,,,86.28012377136002,87.95561085415294,2828.989,238.28466796875009,,,,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,中性,中性,看涨区域,0.00586145378775797,False,中轨附近,超买交叉,中性
2025-07-17 05:30:00,118377.9,118548.6,118182.9,118532.1,888.921,105220686.0154,21660.0,484.24,57329213.2519,118318.0,,,118318.0,,,,,,61.15864901212584,,,118594.40979190425,118211.60833333332,117828.80687476239,,,,85.40531937122584,86.27135262607744,3717.91,254.2115844726578,,,,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,中性,中性,看涨区域,0.0064765459833945795,False,中轨附近,超买交叉,中性
2025-07-17 05:45:00,118532.1,118620.0,118463.0,118550.0,707.23,83847396.5087,23802.0,399.778,47397802.4744,118375.3875,,,118375.3875,,,,,,62.01256267403733,,,118649.24556094229,118232.27499999998,117815.30443905767,,,,89.16794143562657,86.95112819273749,4425.139999999999,242.06013641357558,,,,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,中性,中性,看涨区域,0.007053413476858343,False,中轨附近,超买交叉,中性
2025-07-17 06:00:00,118550.0,118743.6,118431.0,118471.0,917.345,108814579.3529,26752.0,469.825,55740038.2658,118404.3375,,,118404.3375,,,,,,55.70665554635678,55.04737609329443,,118681.26750827747,118273.29999999999,117865.33249172251,,,,77.878577380728,84.15061272919348,3507.794999999999,250.87761936187937,,,,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,中性,中性,看涨区域,0.006898725380580021,False,中轨附近,看跌交叉,中性
2025-07-17 06:15:00,118471.0,118763.4,118307.6,118630.1,1400.921,166110353.4946,31043.0,770.211,91336613.975,118453.16249999999,,,118453.16249999999,,,,,,64.24850600831354,59.28457169940686,,118709.63763070806,118338.65833333333,117967.67903595859,,,,71.10341240330452,79.38331040655304,4908.715999999999,276.492916941643,,,14.77484298402518,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,中性,中性,看涨区域,0.006269790491113629,False,中轨附近,看跌交叉,中性
2025-07-17 06:30:00,118630.1,118652.5,118337.0,118407.8,983.272,116501637.3671,24149.0,541.458,64154052.2773,118462.325,,,118462.325,,,125.63104243128328,162.29698270070656,-36.66594026942329,48.8819084797522,51.920525383400914,,118653.339008122,118383.575,118113.810991878,,,,55.72056708368992,68.23418562257415,3925.4439999999995,281.36880232393764,,,14.72914132702969,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,中性,看跌,看跌区域,0.004557456693160373,False,中轨附近,看跌交叉,中性
2025-07-17 06:45:00,118407.8,118449.7,118323.2,118439.3,730.267,86471376.0285,15242.0,288.313,34138319.8008,118459.0,,,118459.0,,,100.30329210159834,141.6324191676705,-41.32912706607215,50.826221328783284,52.81493236589194,,118631.13087192057,118412.60833333334,118194.0857947461,,,,53.31610680448057,60.046695430491674,4655.710999999999,262.01020203344547,,,14.361544708297188,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,中性,看跌,看涨区域,0.003690866060007535,False,中轨附近,看跌交叉,中性
2025-07-17 07:00:00,118439.3,118448.8,117900.4,118038.6,2447.319,289012774.4386,42049.0,943.331,111389897.0545,118430.84999999999,,,118430.84999999999,,,4.730135146455723,95.99832449393224,-91.26818934747652,32.48765290967787,42.08895093356426,,118672.48444355425,118395.87500000001,118119.26555644578,,,,32.97506278634093,47.33724555817048,2208.3919999999994,297.8089267792659,,,17.312335194815866,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,中性,看跌,强买入,0.004672619608651614,False,突破下轨,看跌交叉,中性
2025-07-17 07:15:00,118038.6,118090.5,117810.4,117907.4,1271.828,150004810.6904,25652.0,591.861,69814089.9031,118372.03749999999,,,118372.03749999999,,,-75.09881812060485,38.965943622419886,-114.06476174302473,28.552329446984658,39.27633492926431,,118731.3157046833,118368.20000000001,118005.08429531673,,,,23.453703005254116,36.58162419869188,936.5639999999994,295.5953109318584,,,20.651854949185438,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,中性,看跌,强买入,0.006135359069129738,False,突破下轨,看跌交叉,中性
2025-07-17 07:30:00,117907.4,118548.0,117907.3,118531.0,2096.596,247937390.3759,36834.0,1392.54,164651911.561,118371.9,118277.10952380951,,118371.9,118277.10952380951,,1.641723732536775,26.52453699245885,-24.882813259922074,57.26070082901167,54.75331075503136,,118755.83453168251,118384.57500000001,118013.31546831751,,,,33.93538000994668,30.121381933847243,3033.1599999999994,338.73339706537575,,,19.08556880245134,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看涨区域,0.006272092993238396,False,中轨附近,看涨交叉,中性
2025-07-17 07:45:00,118531.0,118531.0,118275.6,118293.9,644.83,76344004.0746,18043.0,266.604,31563685.331,118339.8875,118276.59047619047,,118339.8875,118276.59047619047,,0.2533798518416006,17.7674846122531,-17.5141047604115,48.598714383947886,49.57917785366149,49.84211593615097,118741.18939056265,118370.24166666668,117999.29394277072,,,,45.50891920251857,34.299334072573124,2388.3299999999995,328.31672243220305,292.3285714285718,1.1231085652276882,17.715068424059005,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.006267584127107951,False,中轨附近,看涨交叉,中性
2025-07-17 08:00:00,118293.8,118321.7,118065.7,118115.4,942.428,111363273.0643,21745.0,368.637,43556287.4592,118295.4375,118267.70476190475,,118295.4375,118267.70476190475,,-34.55202521578758,0.32764800290620855,-34.87967321869379,42.89890301189909,46.05094611771839,47.275250218103515,118747.2111104201,118357.875,117968.5388895799,,,,54.18911664193016,44.54447195146514,1445.9019999999996,319.27713212817764,290.5986394557827,1.0986876357236306,16.89512802139759,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.006578964186710907,False,中轨附近,看涨交叉,中性
2025-07-17 08:15:00,118115.4,118250.0,118087.8,118236.2,655.511,77470902.8883,18837.0,336.392,39755971.9777,118246.2,118279.96666666666,,118246.2,118279.96666666666,,-29.78596976796689,-9.710224587384824,-20.075745180582068,47.73833558347679,48.71102897650646,49.13660862657107,118739.79228076748,118346.06666666667,117952.34105256585,,,,48.22708821853964,49.3083746876628,2101.4129999999996,299.6424906121551,284.4844185293167,1.0532826091537815,16.17768016906885,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,死叉,看跌,看跌区域,0.006653801434901558,False,中轨附近,看跌交叉,强烈看跌
2025-07-17 08:30:00,118236.2,118398.7,118106.0,118378.9,1451.474,171664618.3939,27742.0,827.556,97871936.5582,118242.5875,118305.35238095238,,118242.5875,118305.35238095238,,1.536822381647653,-5.961208931040665,7.498031312688318,53.20422075245226,51.73832863645743,51.27041274445448,118714.66410161743,118333.29999999999,117951.93589838255,,,,57.0070123687095,53.14107240972644,3552.8869999999997,298.77467928563533,284.87563669458723,1.0487898605592205,14.728629872114041,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,死叉,看涨,看涨区域,0.006445592265531968,False,中轨附近,看涨交叉,中性
2025-07-17 08:45:00,118379.0,118408.2,118213.3,118313.6,611.903,72391530.387,18078.0,267.228,31613444.9374,118226.87499999999,118326.53333333334,,118226.87499999999,118326.53333333334,,6.924283496584394,-1.6660447884989784,8.590328285083373,50.39061696382975,50.27593112271808,50.257370617849354,118676.37686034698,118313.59999999999,117950.823139653,,,,67.67443962400591,57.63618007041836,2940.9839999999995,285.7903443749302,280.59108256627326,1.0185296758582087,13.582766808804339,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,死叉,看涨,看涨区域,0.006132462546097635,False,中轨附近,看涨交叉,中性
2025-07-17 09:00:00,118313.6,118614.1,118221.8,118540.0,1248.951,147942060.0417,27404.0,747.575,88557528.9252,118289.54999999999,118347.91904761906,,118289.54999999999,118347.91904761906,,52.79691444337368,16.48827495545857,36.30863948791511,59.13249940412714,55.02266306850196,53.59528606937689,118691.70751892269,118319.34999999999,117946.9924810773,,,,78.27056072586466,67.65067090619335,4189.9349999999995,299.1040513280643,285.91055482502225,1.0461455384573561,14.967375832050472,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,死叉,看涨,看涨区域,0.006294110285810354,False,中轨附近,看涨交叉,中性
2025-07-17 09:15:00,118540.0,119183.1,118465.6,119133.5,3099.025,368351311.4022,55820.0,1902.472,226129318.7202,118442.81249999999,118390.49523809526,,118442.81249999999,118390.49523809526,,189.5433266775799,74.17329219616568,115.37003448141422,73.44420799442204,64.57079548527459,60.83017438866891,118895.94242255922,118361.29999999999,117826.65757744075,,,,84.43283706823111,76.79261247270057,7288.959999999999,351.4035449120563,306.46243316668784,1.1466447658233025,19.849435167587288,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,金叉,看涨,强卖出,0.009034074863308102,False,突破上轨,看涨交叉,看涨
2025-07-17 09:30:00,119133.5,119216.4,118860.6,118978.7,1662.72,197890601.8274,35517.0,820.421,97654043.3794,118498.77499999998,118425.69523809527,,118498.77499999998,118425.69523809527,,229.17254668389796,125.8397103587431,103.33283632515486,66.37140677273483,60.9371563374126,58.339197408901356,119026.00116577197,118408.87499999999,117791.748834228,,,,88.14008722455367,83.61449500621649,5626.239999999999,351.9531017980478,308.8118411111307,1.1397007981678786,24.267246498425166,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,金叉,看涨,强卖出,0.010423647142530287,False,中轨附近,超买交叉,看涨
2025-07-17 09:45:00,118978.7,119004.8,118758.6,118758.6,971.627,115519980.8905,21901.0,341.744,40635021.4924,118556.86249999997,118445.89047619051,,118556.86249999997,118445.89047619051,,198.98102732159896,150.22014934636172,48.760877975237236,57.229265128002346,56.10295058202348,54.97811702518539,119076.8287044873,118435.48333333332,117794.13796217935,118874.99032055814,118352.27,117829.54967944187,78.11353420139673,83.56215283139385,4654.612999999999,338.7339640732914,305.8303248677434,1.1075878895259232,26.548440979999825,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 13:27:57,金叉,看涨,看涨区域,0.010830290941591016,False,中轨附近,看跌交叉,强烈看涨
2025-07-17 10:00:00,118758.6,118867.9,118546.6,118615.3,1235.678,146651552.8102,29747.0,553.37,65679344.6978,118619.34999999998,118453.00476190478,,118619.34999999998,118453.00476190478,,144.95820543260197,148.46616804177515,-3.507962609173177,51.80872272705067,53.14677197368949,52.89483917202449,119091.85206152416,118483.54166666664,117875.23127180913,118891.88179312757,118362.62000000001,117833.35820687245,61.548611011034914,75.93407747899512,3418.9349999999995,336.5547185641285,306.566976064517,1.097817915303769,25.649936468285166,119216.4,118790.75039999999,118527.4248,118314.6,118101.7752,117798.7704,117412.8,119706.97919999999,119963.09039999999,120331.02479999998,121019.99999999999,122134.62479999998,uptrend,119216.4,117412.8,fib_golden_zone,118527.4248,119706.97919999999,0.666722111332893,2025-07-20 13:27:57,金叉,看跌,看涨区域,0.010268268255668683,False,中轨附近,看跌交叉,中性
2025-07-17 10:15:00,118615.3,118650.0,118518.3,118550.2,777.989,92262563.5715,21414.0,417.483,49510321.1737,118658.59999999998,118466.6428571429,,118658.59999999998,118466.6428571429,,94.78524980875954,130.57252863076994,-35.78727882201039,49.332230785976925,51.81113763076149,51.95573254479119,119058.95201747156,118537.10833333332,118015.26464919509,118903.1522111177,118370.89333333334,117838.63445554898,46.296236063329474,61.98612709192039,2640.9459999999995,310.9478787436121,298.23997720430174,1.0426096516584868,24.50284777429787,119216.4,118790.75039999999,118527.4248,118314.6,118101.7752,117798.7704,117412.8,119706.97919999999,119963.09039999999,120331.02479999998,121019.99999999999,122134.62479999998,uptrend,119216.4,117412.8,fib_618_bounce,118527.4248,119706.97919999999,0.6306276336216454,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.008804731133996964,False,中轨附近,看跌交叉,中性
2025-07-17 10:30:00,118550.1,118550.2,118277.9,118277.9,1129.306,133715724.121,29337.0,452.639,53599628.6032,118645.97499999998,118461.88095238099,,118645.97499999998,118461.88095238099,,9.734739461389836,90.29326557430991,-80.55852611292008,40.00135899469069,46.54235396633285,48.19751269039024,119053.61357374954,118516.01666666665,117978.41975958376,118897.87644491033,118380.86666666667,117863.856888423,28.364232234323424,45.40302643622928,1511.6399999999994,306.11689390066095,297.00474019457323,1.0306801625459519,22.149578970639137,117412.8,117838.4496,118101.7752,118314.6,118527.4248,118830.4296,119216.4,119706.97919999999,119963.09039999999,120331.02479999998,121019.99999999999,122134.62479999998,neutral,119216.4,117412.8,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.009072139314214554,False,中轨附近,看跌交叉,中性
2025-07-17 10:45:00,118277.9,118454.9,118210.0,118331.2,1463.552,173184855.3677,25186.0,697.702,82553987.9401,118648.17499999997,118452.31428571434,,118648.17499999997,118452.31428571434,,-29.176730235281866,50.46993363777932,-79.64666387306119,42.48560379658337,47.66424324546985,48.95636829029667,119052.86735815204,118519.12499999999,117985.38264184793,118882.63631950016,118397.04666666668,117911.45701383319,17.08975583811005,30.583408045254327,2975.191999999999,298.4647821630776,294.5235620900695,1.01338168004298,20.772381528504287,117412.8,117838.4496,118101.7752,118314.6,118527.4248,118830.4296,119216.4,119706.97919999999,119963.09039999999,120331.02479999998,121019.99999999999,122134.62479999998,neutral,119216.4,117412.8,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.009006856204043966,False,中轨附近,看跌交叉,中性
2025-07-17 11:00:00,118331.2,118389.9,118135.9,118223.0,1322.096,156320657.806,25303.0,595.045,70354276.9805,118608.54999999997,118436.7428571429,,118608.54999999997,118436.7428571429,,-70.63201147930522,10.102618598751143,-80.73463007805637,38.69145085820323,45.5733316045805,47.474007976020694,119042.18150616728,118528.09166666666,118014.00182716604,118865.44988958185,118408.85333333335,117952.25677708484,8.581488862003418,18.01182564481231,1653.095999999999,292.9066843926929,292.59386865720904,1.0010691124079922,20.31472246854011,117412.8,117838.4496,118101.7752,118314.6,118527.4248,118830.4296,119216.4,119706.97919999999,119963.09039999999,120331.02479999998,121019.99999999999,122134.62479999998,neutral,119216.4,117412.8,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.008674565367109486,False,中轨附近,超卖交叉,中性
2025-07-17 11:15:00,118222.9,118282.1,118128.1,118157.9,922.795,109078095.9146,18289.0,344.868,40765521.8329,118486.59999999998,118421.83333333337,,118486.59999999998,118421.83333333337,,-103.35731450068124,-27.71735910105965,-75.63995539962158,36.40909460269264,44.31376809580096,46.582932607194834,119048.96359670197,118521.56666666665,117994.16973663133,118863.1349452093,118411.08666666668,117959.03838812407,7.834372803409735,11.168539167841077,730.3009999999991,275.5433488436063,285.99416062591337,0.9634579539685882,19.99745957774427,117412.8,117838.4496,118101.7752,118314.6,118527.4248,118830.4296,119216.4,119706.97919999999,119963.09039999999,120331.02479999998,121019.99999999999,122134.62479999998,neutral,119216.4,117412.8,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.008899594307904922,False,中轨附近,超卖交叉,中性
2025-07-17 11:30:00,118157.8,118194.3,118100.1,118144.7,732.263,86505568.8866,16165.0,347.978,41109016.6062,118382.34999999998,118398.7190476191,,118382.34999999998,118398.7190476191,,-119.64999648905359,-58.3615715637243,-61.288424925329295,35.908023163897624,44.04793291807501,46.39752157795675,119058.61587723745,118502.04999999999,117945.48412276253,118864.87179041901,118407.93000000002,117950.98820958103,5.756332502716201,7.3907313893764615,-1.9620000000008986,252.87543023815513,276.8611053580126,0.9133656745000664,20.047605817347627,117412.8,117838.4496,118101.7752,118314.6,118527.4248,118830.4296,119216.4,119706.97919999999,119963.09039999999,120331.02479999998,121019.99999999999,122134.62479999998,neutral,119216.4,117412.8,neutral,,,,2025-07-20 13:27:57,死叉,看跌,看跌区域,0.009393354414332226,False,中轨附近,超卖交叉,强烈看跌
2025-07-17 11:45:00,118144.6,118157.6,117915.2,117968.9,1297.205,153116923.4477,23307.0,442.688,52259037.1318,118283.63749999998,118377.8190476191,,118283.63749999998,118377.8190476191,,-156.74819588770333,-91.15711300505063,-65.5910828826527,29.58226095705966,40.55827491298047,43.95119910077725,119085.08537718511,118473.32499999997,117861.56462281483,118874.60432322806,118398.91000000002,117923.21567677197,5.505341908917149,6.365349071681038,-1299.1670000000008,251.56600145838684,275.2201003409648,0.9140538832255589,22.021613458559802,117412.8,117838.4496,118101.7752,118314.6,118527.4248,118830.4296,119216.4,116922.22080000001,116666.10960000001,116298.17520000001,115609.20000000001,114494.57520000002,downtrend,119216.4,117412.8,neutral,116922.22080000001,118101.7752,0.3083277888667077,2025-07-20 13:27:57,死叉,看跌,强买入,0.010327394410263119,False,中轨附近,超卖交叉,看跌
2025-07-17 12:00:00,117968.8,118076.1,117732.7,117803.5,1993.196,234946008.4275,41767.0,937.48,110509246.0346,118182.16249999998,118347.54285714292,,118182.16249999998,118347.54285714292,,-201.98772907322564,-128.1006516944423,-73.88707737878335,24.788882325342048,37.54453749002597,41.775272943698056,119106.20170271478,118411.94999999997,117717.69829728515,118894.15189428428,118381.21000000002,117868.26810571576,7.259155295160039,6.173609902264473,-3292.3630000000007,263.0452512760896,278.4667622294907,0.9446199222128638,25.18870688844791,117412.8,117838.4496,118101.7752,118314.6,118527.4248,118830.4296,119216.4,116922.22080000001,116666.10960000001,116298.17520000001,115609.20000000001,114494.57520000002,downtrend,119216.4,117412.8,neutral,116922.22080000001,118101.7752,0.2166223109336876,2025-07-20 13:27:57,死叉,看跌,极度超卖,0.011726041209773396,False,弱势下轨区域,超卖交叉,看跌
2025-07-17 12:15:00,117803.4,117846.2,117416.1,117465.0,2589.067,304542526.6811,43072.0,928.025,109185779.3731,118046.51249999998,118320.22857142863,,118046.51249999998,118320.22857142863,,-282.6966180805175,-179.63264048980068,-103.06397759071683,17.8738015115077,32.26113778588605,37.75830486768158,118994.63502959095,118272.90833333331,117551.18163707567,118938.9370893025,118347.8466666667,117756.75624403088,6.892005383103412,6.55216752906021,-5881.43,283.92709486657725,285.68739259951457,0.9938383779664896,29.687244805243814,117412.8,117838.4496,118101.7752,118314.6,118527.4248,118830.4296,119216.4,116922.22080000001,116666.10960000001,116298.17520000001,115609.20000000001,114494.57520000002,downtrend,119216.4,117412.8,neutral,116922.22080000001,118101.7752,0.0289421157684616,2025-07-20 13:27:57,死叉,看跌,极度超卖,0.01220442967756518,False,突破下轨,超卖交叉,看跌
2025-07-17 12:30:00,117464.9,117974.5,117412.8,117974.4,4054.536,477331465.2554,60329.0,2446.481,288041092.2019,118008.57499999998,118323.4190476191,,118008.57499999998,118323.4190476191,,-218.3256680808554,-192.53031635348557,-25.79535172736982,44.87303582627348,44.84081507058256,45.967879620929864,118811.9173589087,118189.21666666663,117566.51597442456,118941.01458581034,118338.20000000003,117735.38541418972,23.614703398466347,12.588621358909942,-1826.8940000000002,318.64870800825474,298.83085009477566,1.0663179785728072,31.439585758583604,117412.8,117838.4496,118101.7752,118314.6,118527.4248,118830.4296,119216.4,116922.22080000001,116666.10960000001,116298.17520000001,115609.20000000001,114494.57520000002,downtrend,119216.4,117412.8,neutral,116922.22080000001,118101.7752,0.3113772455089787,2025-07-20 13:27:57,死叉,看跌,看跌区域,0.01053735204960864,False,中轨附近,看涨交叉,强烈看跌
2025-07-17 12:45:00,117974.5,118180.1,117853.3,117853.3,1937.5,228691324.7407,34225.0,1085.803,128178265.965,117948.8375,118291.14761904767,,117948.8375,118291.14761904767,,-194.21247436291014,-193.09103568996042,-1.121438672949722,41.12338699406571,42.805636829676445,44.50266981222309,118672.56778744672,118113.77499999997,117554.98221255321,118943.3033217335,118320.71333333336,117698.12334493322,37.61883832934486,22.708515703638216,-3764.3940000000002,319.66761950722326,300.1627143759769,1.0649811059038297,29.997496165595425,117412.8,117838.4496,118101.7752,118314.6,118527.4248,118830.4296,119216.4,116922.22080000001,116666.10960000001,116298.17520000001,115609.20000000001,114494.57520000002,downtrend,119216.4,117412.8,neutral,116922.22080000001,118101.7752,0.24423375471279782,2025-07-20 13:27:57,死叉,看跌,看跌区域,0.009461941038575,False,中轨附近,看涨交叉,强烈看跌
2025-07-17 13:00:00,117853.3,118016.8,117698.9,117834.6,1598.318,188344431.08,30660.0,755.863,89072170.2695,117900.28749999999,118269.27619047624,,117900.28749999999,118269.27619047624,,-174.74719822108455,-186.97642320033512,12.229224979250574,40.51350029169169,42.484975586197606,44.273857457247516,118550.38076158545,118048.71666666663,117547.05257174782,118935.08550276553,118297.46333333336,117659.84116390119,54.04076298230488,38.424768236705376,-5362.712,319.44666706882145,301.00734702474034,1.0612587042354338,29.981831879049786,117412.8,117838.4496,118101.7752,118314.6,118527.4248,118830.4296,119216.4,116922.22080000001,116666.10960000001,116298.17520000001,115609.20000000001,114494.57520000002,downtrend,119216.4,117412.8,neutral,116922.22080000001,118101.7752,0.23386560212907792,2025-07-20 13:27:57,死叉,看涨,看跌区域,0.008499272318823432,False,中轨附近,看涨交叉,中性
2025-07-17 13:15:00,117834.6,117919.2,117639.0,117889.9,927.742,109276451.3962,24247.0,492.31,57992842.3975,117866.78749999999,118258.53809523815,,117866.78749999999,118258.53809523815,,-144.7695547961921,-172.90746706562078,28.137912269428682,43.4090916190554,43.82513287216851,45.14953962489877,118418.85751207628,117993.69166666664,117568.52582125699,118920.47579113374,118275.46000000002,117630.4442088663,55.6083844381848,49.08932858327819,-4434.97,314.5408336852184,300.016520975943,1.0484117096686152,30.426575164794773,117412.8,117838.4496,118101.7752,118314.6,118527.4248,118830.4296,119216.4,116922.22080000001,116666.10960000001,116298.17520000001,115609.20000000001,114494.57520000002,downtrend,119216.4,117412.8,neutral,116922.22080000001,118101.7752,0.26452650255045107,2025-07-20 13:27:57,死叉,看涨,看跌区域,0.007206586037001785,True,中轨附近,看涨交叉,中性
