open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA21,MA55,MA200,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,MACD_Long,MACD_Long_Signal,MACD_Long_Hist,RSI,RSI_Long,RSI_Extra_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,Fib_Ret_0.000,Fib_Ret_0.236,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.786,Fib_Ret_1.000,Fib_Ext_1.272,Fib_Ext_1.414,Fib_Trend,Fib_High,Fib_Low,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position,计算时间,MA_Signal,MACD_Signal_Analysis,RSI_Signal,BB_Width,BB_Squeeze,BB_Signal,Stoch_Signal,综合信号
2024-12-03,95890.6,96375.0,93605.0,95913.3,206601.98,19688305230.3451,3444469.0,101902.052,9712617439.8724,,,,,,,,,,,,,,,,,,,,,,,,-138170.24100000007,,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,中性,,False,中轨附近,中性,中性
2024-12-04,95913.3,99099.9,94650.8,98669.8,275949.205,26698552379.624,4179149.0,138709.043,13423074277.0678,,,,,,,,,,,,,,,,,,,,,,,,137778.96399999995,,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,中性,,False,中轨附近,中性,中性
2024-12-05,98669.8,104630.4,90200.0,97001.5,580277.391,58190879933.223,9642120.0,287805.322,28877723631.0459,,,,,,,,,,,,,,,,,,,,,,,,-442498.427,,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,中性,,False,中轨附近,中性,中性
2024-12-06,97001.6,101988.8,96429.5,99802.5,282369.608,27983159150.5382,4877066.0,138602.426,13738512102.0764,,,,,,,,,,,,,,,,,,,,,,,,-160128.81900000002,,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,中性,,False,中轨附近,中性,中性
2024-12-07,99802.5,100499.0,98876.9,99899.2,95858.658,9559737335.7918,1929665.0,46690.787,4656621659.9006,,,,,,,,,,,,,54.800256166773394,,,,,,,,,,,-64270.16100000002,4304.45,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看涨区域,,False,中轨附近,中性,中性
2024-12-08,99899.2,101457.9,98709.4,101200.0,109755.676,10964662734.3106,2103094.0,54846.329,5480892590.5553,,,,,,,,,,,,,57.433881926996165,,,,,,,,,,,45485.514999999985,4193.310714285714,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看涨区域,,False,中轨附近,中性,中性
2024-12-09,101200.1,101300.0,94039.7,97349.1,326973.59,32095240187.1553,5773645.0,154603.214,15178921296.5938,,,,,,,,,,,,,48.436306380606396,,,,,,,,,,,-281488.07500000007,4412.381377551021,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看跌区域,,False,中轨附近,中性,中性
2024-12-10,97349.1,98320.6,94265.5,96602.4,291490.744,28129042004.1955,5651800.0,145065.327,13999753767.7756,,,,,,,,,,,,,46.90198222564684,,,,,,,,,56.71244964334556,63.6784535117222,-572978.8190000001,4386.861279154519,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看跌区域,,False,中轨附近,看跌交叉,中性
2024-12-11,96602.3,101880.0,95650.0,101115.3,221807.705,21990321141.7717,4229343.0,114251.792,11330912751.363,,,,,,,,,,,,,55.9782560590749,,,,,,,,,56.51679787116092,59.18570055808112,-351171.1140000002,4518.514044929197,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看涨区域,,False,中轨附近,看跌交叉,中性
2024-12-12,101115.3,102538.4,99280.2,99982.4,215219.075,21703839602.3259,4129177.0,108312.625,10925625576.3129,,,,,,,,,,,,,53.505679675705665,,,,,,,,,62.59955833980117,58.609601951435884,-566390.1890000002,4428.49161314854,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看涨区域,,False,中轨附近,看涨交叉,中性
2024-12-13,99982.3,101869.5,99149.6,101371.9,152437.318,15327839534.2343,3042727.0,76027.654,7643586373.4493,97544.0619047619,,,97544.0619047619,,,,,,,,,56.06872238862679,,,102391.25298825733,97544.0619047619,92696.87082126646,,,,73.61680895886462,64.24438838994224,-413952.8710000003,4306.449355066501,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看涨区域,0.09938464707832313,False,强势上轨区域,看涨交叉,中性
2024-12-14,101371.9,102638.0,100559.8,101381.0,107680.549,10931716374.3351,2229858.0,53113.631,5393209129.0734,97718.13333333333,,,97718.13333333333,,,,,,,,,56.08579612135733,55.13639442113515,,102833.99063069593,97718.13333333333,92602.27603597073,,,,74.23055955944857,70.14897561937146,-306272.3220000003,4147.288686847465,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看涨区域,0.10470640653585823,False,强势上轨区域,看涨交叉,中性
2024-12-15,101381.0,105374.6,101200.1,104460.4,157733.916,16239310087.6506,3101360.0,84467.83,8698622472.8903,98027.65714285713,,,98027.65714285713,,,,,,,,,61.53386503813183,58.87336875191116,,103895.9016327071,98027.65714285713,92159.41265300717,,,,82.95897234124102,76.93544695318474,-148538.40600000028,4149.232352072647,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看涨区域,0.11972630298198576,False,突破上轨,看涨交叉,中性
2024-12-16,104460.5,107777.0,103264.6,106023.2,274395.756,28967203114.5623,5278040.0,138944.346,14670105148.1117,98644.7619047619,,,98644.7619047619,,,,,,,,,63.97643098156449,60.62125978866103,,105000.62413512354,98644.7619047619,92288.89967440025,,,,87.15996891713581,81.4498336059418,125857.34999999971,4175.172898353171,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看涨区域,0.12886365393629332,False,突破上轨,超买交叉,中性
2024-12-17,106023.2,108366.8,105252.0,106074.6,197773.912,21115019475.6999,4179052.0,99997.28,10677741430.496,99313.9619047619,,,99313.9619047619,,,,,,,,,64.05727040397458,60.678971652572166,,105698.66593846618,99313.9619047619,92929.25787105763,,,,90.46004166805115,86.85966097547599,323631.26199999976,4099.431977042231,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看涨区域,0.12857616212767636,False,突破上轨,超买交叉,中性
2024-12-18,106074.6,106484.6,99951.1,100181.1,328581.935,33924249957.0183,6216898.0,155604.905,16069941921.9131,99517.57619047619,,,99517.57619047619,,,,,,,,,50.15851314314267,51.57836539024427,,105724.71456677222,99517.57619047619,93310.43781418016,,,,77.44869921199732,85.02290326572809,-4950.673000000243,4273.293978682072,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看涨区域,0.12474456500860909,False,强势上轨区域,看跌交叉,中性
2024-12-19,100181.2,102756.7,95681.2,97434.4,372968.463,37081222303.6621,7425449.0,179453.917,17848001701.1341,99600.43333333333,,,99600.43333333333,,,,,,,,,45.23265148286936,48.05167085191304,,105645.56126134472,99600.43333333333,93555.30540532195,,,,55.33938909487614,74.41604332497486,-377919.13600000023,4473.451551633352,,,,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看跌区域,0.12138758287888401,False,弱势下轨区域,看跌交叉,中性
2024-12-20,97434.3,98243.0,92272.6,97764.4,396188.795,37958727658.2742,7747092.0,192090.031,18404614563.6525,99612.24761904762,,,99612.24761904762,,,,,,,,,45.91981972952946,48.4959274161989,,105641.9870396566,99612.24761904762,93582.50819843863,,,,37.586180356138314,56.79142288767059,18269.658999999752,4580.376440802398,,,17.314922386219557,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看跌区域,0.12106421779917731,False,弱势下轨区域,看跌交叉,中性
2024-12-21,97764.5,99485.0,96375.0,97261.8,161258.48,15758501543.9687,3335893.0,80347.265,7853653926.3129,99649.70952380952,,,99649.70952380952,,,,,,,,,44.99386888220493,47.841643560166425,,105610.40082788549,99649.70952380952,93689.01821973355,,,,29.60569900635257,40.843756152455676,-142988.82100000026,4475.349552173656,,,17.076248358879784,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看跌区域,0.11963288869701658,False,弱势下轨区域,看跌交叉,中性
2024-12-22,97261.7,97437.9,94200.0,95153.5,148114.735,14215963268.6506,3134938.0,70507.415,6767628913.8017,99549.15714285713,,,99549.15714285713,,,,,,,,,41.2374487799272,45.15817482542835,,105734.3757040551,99549.15714285713,93363.93858165917,,,,27.67435887876788,31.622079413752918,-291103.5560000002,4386.960298446966,,,17.327919877226076,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看跌区域,0.12426460933912123,False,弱势下轨区域,看跌交叉,中性
2024-12-23,95153.4,96499.0,92464.4,94861.1,247211.855,23352438472.944,5207668.0,121829.032,11510199532.1842,99500.13809523809,,,99500.13809523809,,,,,,,,,40.729569748269725,44.792303725073666,,105815.50895701737,99500.13809523809,93184.7672334588,,,,21.661219569782887,26.313759151634443,-538315.4110000002,4361.791705700754,,,17.913713132182455,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看跌区域,0.12694195169326164,False,弱势下轨区域,看跌交叉,中性
2024-12-24,94861.0,99450.0,93525.6,98627.2,211610.632,20467193731.4279,3920298.0,109376.056,10580880454.9762,99629.37142857142,,,99629.37142857142,,,,,,,,,49.37748413496783,50.244105339922065,,105754.05077788906,99629.37142857142,93504.69207925379,,,,24.489153442440934,24.6082439636639,-326704.7790000002,4473.406583864986,,,17.542433444682803,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看跌区域,0.1229492721171825,False,弱势下轨区域,看跌交叉,中性
2024-12-25,98626.9,99580.7,97570.0,99379.7,124696.892,12284101310.0662,2722825.0,62253.484,6133707303.6393,99663.17619047618,,,99663.17619047618,,,,,,,,,50.918442750269854,51.25401659195769,,105774.11829597603,99663.17619047618,93552.23408497633,,,,33.24220319535399,26.464192069192602,-202007.88700000022,4297.498970731772,,,17.158665802887075,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,中性,看涨区域,0.12263189553221995,False,中轨附近,看涨交叉,中性
2024-12-26,99379.6,99950.0,95153.0,95751.0,194857.651,18828963496.91,3878316.0,95170.879,9195863626.7316,99603.62857142856,,,99603.62857142856,,,223.10277768567903,1133.625847281885,-910.5230695962059,,,,43.967989849634534,46.47746010966344,,105840.23492184463,99603.62857142856,93367.02222101249,,,,35.08531023598559,30.938888957926835,-396865.53800000023,4333.177615679502,,,17.35437953629364,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看跌区域,0.12522849699082247,False,弱势下轨区域,看涨交叉,中性
2024-12-27,95750.9,97564.5,93440.0,94258.9,206008.243,19664748484.4432,4086656.0,102046.139,9741715105.6671,99339.6476190476,,,99339.6476190476,,,-104.95123814046383,885.9104301974152,-990.861668337879,,,,41.461779721922376,44.67969329117597,,105976.67617667318,99339.6476190476,92702.61906142201,,,,26.03795156018933,31.455154997176297,-602873.7810000002,4318.272071702395,,,17.896213516820314,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看跌区域,0.13362295350749737,False,弱势下轨区域,看跌交叉,中性
2024-12-28,94258.9,95700.0,94100.0,95259.1,67991.349,6441586533.2291,1613529.0,35331.939,3347872125.4663,99118.69047619046,,,99118.69047619046,,,-280.9895555183175,652.5304330542685,-933.519988572586,,,,43.775342516100444,46.14587621372315,,105971.92445950797,99118.69047619046,92265.45649287295,,,,17.503614138426645,26.208958644867185,-534882.4320000001,4124.109780866509,,,18.39934507016651,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看跌区域,0.13828338430205026,False,弱势下轨区域,看跌交叉,中性
2024-12-29,95259.1,95300.0,92961.8,93700.0,95047.934,8949366966.5803,1990464.0,44931.737,4231864476.5938,98761.5476190476,,,98761.5476190476,,,-540.0818035435077,414.0079857347133,-954.089789278221,,,,41.05173162175054,44.227336542291276,,105918.66289150847,98761.5476190476,91604.43234658673,,,,13.255707024890917,18.932424241168963,-629930.3660000002,3996.544796518901,,,19.114539682648743,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看跌区域,0.14493728470250328,False,弱势下轨区域,超卖交叉,中性
2024-12-30,93699.9,95031.6,91510.0,92759.3,222343.593,20718759693.374,4401173.0,111061.003,10352744732.7416,98542.9857142857,,,98542.9857142857,,,-811.9611226111738,168.81416406553592,-980.7752866767097,,,,39.456598234096816,43.0923147957318,,106126.88322521678,98542.9857142857,90959.08820335464,,,,11.612220114392422,14.123847092569994,-852273.9590000001,3962.6201681961224,,,20.084144013225686,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看跌区域,0.153920595280515,False,弱势下轨区域,超卖交叉,中性
2024-12-31,92759.3,96254.3,92000.0,93548.9,178648.116,16839152825.5285,3535447.0,91654.172,8640104348.4182,98397.58095238094,,,98397.58095238094,,,-952.7308327341452,-55.4948352944003,-897.2359974397449,,,,41.510977241082756,44.35099696343863,,106237.49602009675,98397.58095238094,90557.66588466514,,,,9.965336206927406,11.611087782070248,-673625.8430000001,3983.4544418963997,,,20.497321842877614,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看跌区域,0.15935178470515232,False,弱势下轨区域,超卖交叉,中性
2025-01-01,93548.8,95161.2,92796.5,94580.9,91236.66,8572615379.7751,1804360.0,45712.481,4296719477.4609,98086.41904761903,,,98086.41904761903,,,-969.838373910432,-238.36354301760664,-731.4748308928254,,,,44.17711899859235,45.99037157516489,,105988.62137755794,98086.41904761903,90184.21671768012,,,,16.110624460542194,12.562726927287338,-582389.1830000001,3867.829124618085,,,20.88098697041155,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看跌区域,0.16112734885555455,False,弱势下轨区域,超卖交叉,中性
2025-01-02,94580.9,97822.4,94357.4,96967.5,181645.495,17520373569.6746,3485887.0,91670.018,8844274083.0583,97942.85238095236,,,97942.85238095236,,,-781.80538339146,-347.05191109237734,-434.7534722990827,,,,49.86834152071244,49.595954201367405,,105811.5317722062,97942.85238095236,90074.17298969852,,,,35.19431440808507,20.423425025184887,-400743.6880000001,3839.0556157167935,,,20.204705328179614,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看跌区域,0.16067899188086376,False,弱势下轨区域,看涨交叉,中性
2025-01-03,96967.6,98949.0,96061.5,98145.7,125220.674,12191508268.3213,2447503.0,62635.65,6100956961.6788,97789.2238095238,,,97789.2238095238,,,-531.5891613792628,-383.95936114975444,-147.62980022950836,,,,52.4458821244725,51.28182375069096,,105508.67048026863,97789.2238095238,90069.77713877897,,,,56.86308617176815,36.05600834679847,-275523.0140000001,3771.0873574513084,,,19.180780653273466,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看涨区域,0.15787929119431307,False,中轨附近,看涨交叉,中性
2025-01-04,98145.7,98760.9,97438.2,98173.2,71914.634,7047067115.1575,1425236.0,34608.531,3391666127.7631,97636.47142857141,,,97636.47142857141,,,-327.2990824650915,-372.62730541282184,45.32822294773035,,,,52.507261012835606,51.321725939090854,,105190.76167808252,97636.47142857141,90082.18117906031,,,,74.07740916271719,55.37826991419013,-203608.38000000006,3596.2025462047864,,,18.229993455146328,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看涨,看涨区域,0.15474320484917664,False,强势上轨区域,看涨交叉,中性
2025-01-05,98173.2,98852.6,97227.0,98340.2,74949.289,7346604757.8706,1416760.0,36787.547,3606330342.2336,97345.03333333333,,,97345.03333333333,,,-150.19091143587139,-328.1400266174318,177.9491151815604,,,,52.904796612473646,51.574627632813,,104269.7840352106,97345.03333333333,90420.28263145605,,,,79.49881516587674,70.14643683345402,-128659.09100000006,3455.4452214758735,,,17.419073312227113,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看涨,看涨区域,0.14227229607421726,False,强势上轨区域,看涨交叉,中性
2025-01-06,98340.2,102444.0,97872.6,102180.4,207493.329,20828553113.3948,3872847.0,106223.517,10662927605.4019,97162.04285714283,,,97162.04285714283,,,296.6213697002531,-203.1877473538948,499.8091170541479,,,,60.99086153107628,56.97213269424049,,103320.51983013889,97162.04285714283,91003.56588414678,,,,85.82119299164218,79.79913910674537,78834.23799999994,3535.156277084739,,,16.934581898271542,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看涨,看涨区域,0.12676713646399654,False,强势上轨区域,看涨交叉,中性
2025-01-07,102180.5,102762.1,96153.0,96920.3,258711.309,25560001123.228,4469033.0,124202.163,12272379694.8684,96726.1238095238,,,96726.1238095238,,,223.69855441145774,-117.81048700082428,341.50904141228204,,,,48.66534351300655,49.100958623351204,,101421.61574760286,96726.1238095238,92030.63187144473,,,,75.53276393898145,80.28425736550012,-179877.07100000005,3754.7236858644005,,,15.86899110350072,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看涨,看跌区域,0.0970883925282808,True,中轨附近,看跌交叉,中性
2025-01-08,96920.2,97242.2,92500.0,95014.1,262012.113,24890488875.3657,5034341.0,125746.041,11946830838.1646,96480.07619047617,,,96480.07619047617,,,11.954484832924209,-91.85749263407459,103.8119774669988,149.79804859026626,251.7530336820168,-101.95498509175053,45.10779251164899,46.64862447479613,,100962.273161096,96480.07619047617,91997.87921985635,,,,58.937831320962054,73.43059608386191,-441889.18400000007,3825.2577083026576,,,15.693815663139995,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看涨,看跌区域,0.09291445752532022,True,弱势下轨区域,看跌交叉,中性
2025-01-09,95014.0,95358.7,91055.8,92505.9,257760.902,23994411572.6975,4976061.0,122609.978,11417561891.8993,96245.3857142857,,,96245.3857142857,,,-354.16242990619503,-144.3184800884987,-209.84394981769634,-124.54074525441683,176.49427789473006,-301.0350231491469,40.87375889274008,43.63747519263542,,101010.32995091812,96245.3857142857,91480.44147765328,,,,30.53722318500014,55.002606148314555,-699650.0860000001,3859.3750148524673,,,15.905381904008635,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看跌区域,0.09901657521073577,True,弱势下轨区域,看跌交叉,中性
2025-01-10,92506.0,95882.5,92173.6,94675.5,261942.954,24636484066.7169,4889944.0,131544.773,12376535032.8515,96098.29523809522,,,96098.29523809522,,,-463.8966231644008,-208.2341087036791,-255.6625144607217,-249.99771026535018,91.195880262714,-341.1935905280642,45.627990189220604,46.75886194261769,,100857.29533854625,96098.29523809522,91339.29513764419,,,,24.816682168628358,38.09724555819686,-437707.1320000001,3848.626799505862,,,15.906146027751868,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看跌区域,0.0990444229767037,True,弱势下轨区域,看跌交叉,中性
2025-01-11,94675.6,94988.0,93802.1,94562.5,64661.763,6101597708.5398,1369972.0,31163.719,2940960226.6583,95969.75714285712,,,95969.75714285712,,,-553.59838001155,-277.3069629652533,-276.2914170462967,-361.66342679837544,0.6240188504960997,-362.28744564887154,45.42312860115638,46.617674582065206,,100741.90632568032,95969.75714285712,91197.60796003393,,,,24.421322991323716,26.591742781650748,-502368.8950000001,3658.432028112586,,,15.906855571227727,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看跌区域,0.09945110469998474,True,弱势下轨区域,看跌交叉,中性
2025-01-12,94562.4,95444.0,93661.1,94499.9,77298.133,7302019629.8369,1571748.0,38243.259,3613115317.8144,95938.63333333332,,,95938.63333333332,,,-622.5624529828347,-346.35806096876956,-276.2043920140651,-458.4592973001272,-91.19264437962858,-367.26665292049864,45.30178271395653,46.53594005254818,48.14047014006428,100740.10637807209,95938.63333333332,91137.16028859455,,,,30.09917736603363,26.445727508661907,-579667.028,3524.4654546759725,3950.312000000001,0.892199262912897,15.718895711961924,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看跌区域,0.10009467256128875,True,弱势下轨区域,看涨交叉,中性
2025-01-13,94499.9,95934.5,88909.0,94485.3,361150.49,33357739608.8299,6407451.0,174597.8,16132783770.2438,95920.73809523808,,,95920.73809523808,,,-670.6640776414424,-411.21926430330416,-259.44481333813826,-539.657470092614,-180.88560952222565,-358.7718605703883,45.27140639041439,46.515967901361535,48.132202431556145,100740.90658684928,95920.73809523808,91100.56960362688,,,,33.20988638461695,29.24346224732477,-940817.518,3774.5393507705458,4011.8157600000004,0.9408556066818347,16.805649614255266,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看跌区域,0.10050315682152769,True,弱势下轨区域,看涨交叉,中性
2025-01-14,94485.4,97353.9,94305.4,96514.9,212859.661,20455516830.0708,4065158.0,109290.334,10503730503.8528,95820.15238095235,,,95820.15238095235,,,-538.8022271301888,-436.7358568686811,-102.06637026150776,-504.9036204797303,-245.6892117137266,-259.2144087660037,50.26407142615547,49.66893453779274,49.365735669994635,100496.21610271503,95820.15238095235,91144.08865918967,,,,41.52598359020367,34.945015780284756,-727957.8570000001,3722.6793971440784,3992.549444800001,0.9324065859704235,17.239900581114345,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看跌,看涨区域,0.09760084085802836,True,强势上轨区域,看涨交叉,中性
2025-01-15,96514.9,100658.9,96450.2,100460.0,222417.566,21890262973.6529,4026826.0,114044.233,11227791509.1674,95871.59523809522,,,95871.59523809522,,,-114.64263226091862,-372.3172119471286,257.67457968621,-275.4095609583019,-251.63328156264166,-23.776279395660225,58.2389148061212,55.07432095022241,51.64661052799998,100723.62447660342,95871.59523809522,91019.56599958702,,,,59.51303318390827,44.74963438624297,-505540.2910000001,3757.3951544909296,3996.8724559040006,0.9400838270284743,16.470888023471808,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,中性,看涨,看涨区域,0.10121932834137745,False,强势上轨区域,看涨交叉,中性
2025-01-16,100460.0,100850.0,97293.6,99937.4,216802.52,21512694586.0727,3912749.0,106931.954,10609333702.8032,96070.9476190476,97459.42909090912,,96070.9476190476,97459.42909090912,,177.2937185028859,-262.3950258571257,439.6887443600116,-103.9450922627002,-222.09564370265338,118.15055143995318,56.93653094094394,54.26373146716635,51.33404022503028,101221.5951406592,96070.9476190476,90920.30009743599,,,,72.63187782277366,57.890298198961865,-722342.8110000001,3743.0383577415773,3988.0630067859206,0.9385604869764045,15.694080204187449,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,死叉,看涨,看涨区域,0.10722591270850358,False,强势上轨区域,看涨交叉,中性
2025-01-17,99937.4,105784.0,99902.0,104042.5,249449.969,25723721360.3901,4489396.0,129505.273,13354794528.7122,96536.83333333331,97574.28363636366,,96536.83333333331,97574.28363636366,,731.4707030784775,-63.621880070005034,795.0925831484826,248.43175393335696,-127.9901641754513,376.42191810880826,63.78711868843007,59.21479091814151,53.585616852228476,102631.04968979451,96536.83333333331,90442.61697687212,,,,84.22389231772428,72.12293444146873,-472892.84200000006,3895.8213321886074,4025.941746650202,0.9676795088826455,15.580406945790168,,,,,,,,,,neutral,,,neutral,,,,2025-07-20 15:09:01,死叉,看涨,看涨区域,0.12625681091938032,False,突破上轨,看涨交叉,中性
