open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA8,MA21,MA55,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Secondary,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,BB_Width,BB_Squeeze
2025-07-17 04:45:00,118334.5,118466.0,118291.8,118465.9,652.131,77199566.2887,12946.0,366.123,43343488.8636,118132.9375,,,118132.9375,,,-38.08655915972486,-153.9040412900824,115.81748213035756,55.24818849807678,39.48860943904381,,118554.31573974749,118200.13333333332,117845.95092691916,,,,90.4580940554523,80.08454059680001,-6772.043000000001,285.05755145680064,,,51.42571035117874,0.0059929273584714,False
2025-07-17 05:00:00,118465.9,118466.0,118222.0,118263.8,534.866,63293553.8051,13615.0,185.283,21922729.1115,118168.575,,,118168.575,,,-40.04530075732328,-115.9511277791627,75.90582702183943,44.34234752377724,35.980912624662444,,118539.53674000934,118192.84166666666,117846.14659332398,,,,87.12861473564647,86.31696441181937,-7306.909000000001,279.92535752470053,,,47.65977911412509,0.0058666001841371,False
2025-07-17 05:15:00,118263.8,118383.6,118252.2,118377.9,357.431,42292298.7455,11064.0,193.595,22906287.9465,118235.0875,,,118235.0875,,,-17.524329253225005,-83.14219493718348,65.61786568395847,50.7462738873695,39.26126117682861,,118539.05709352592,118192.66666666664,117846.27623980735,,,,86.28012377136004,87.95561085415291,-6949.478000000001,261.3596878341141,,,44.36458928170314,0.0058614537877579,False
2025-07-17 05:30:00,118377.9,118548.6,118182.9,118532.1,888.921,105220686.0154,21660.0,484.24,57329213.2519,118318.0,118361.36190476188,,118318.0,118361.36190476188,,25.550717761172564,-46.911224037731465,72.46194179890404,58.30945552679538,43.47650710271154,,118594.40979190424,118211.60833333332,117828.8068747624,,,,85.40531937122586,86.27135262607743,-6060.557000000001,274.4022268548513,,,39.055158890359785,0.0064765459833945,False
2025-07-17 05:45:00,118532.1,118620.0,118463.0,118550.0,707.23,83847396.5087,23802.0,399.778,47397802.4744,118375.3875,118335.1714285714,,118375.3875,118335.1714285714,,52.3578533045802,-13.821531590294242,66.17938489487445,59.158791408354126,43.96267678180729,41.482903865213046,118649.24556094228,118232.27499999998,117815.30443905768,,,,89.16794143562659,86.95112819273747,-5353.327000000001,259.72694849799484,303.50952380952367,0.8557456294550879,35.46866167622375,0.0070534134768583,False
2025-07-17 06:00:00,118550.0,118743.6,118431.0,118471.0,917.345,108814579.3529,26752.0,469.825,55740038.2658,118404.3375,118316.59047619044,,118404.3375,118316.59047619044,,50.13536631489114,7.497434378100884,42.63793193679026,53.54236227873618,42.23604066375648,40.44387408469839,118681.26750827748,118273.3,117865.33249172253,,,,77.87857738072803,84.15061272919347,-6270.672000000001,266.3360799357462,303.9424036281181,0.8762715460446768,33.96567449833361,0.00689872538058,False
2025-07-17 06:15:00,118471.0,118763.4,118307.6,118630.1,1400.921,166110353.4946,31043.0,770.211,91336613.975,118453.1625,118297.58095238094,,118453.1625,118297.58095238094,,76.78273725816689,30.59253533812289,46.190201920044,62.0153886062116,46.77022426374875,43.439610668602604,118709.63763070806,118338.65833333333,117967.6790359586,,,,71.10341240330455,79.38331040655304,-4869.751000000001,290.01906994377646,311.17371774106425,0.932016598474775,30.44786980954288,0.0062697904911136,False
2025-07-17 06:30:00,118630.1,118652.5,118337.0,118407.8,983.272,116501637.3671,24149.0,541.458,64154052.2773,118462.325,118286.00952380952,,118462.325,118286.00952380952,,46.0106284039357,35.73189969339382,10.278728710541875,47.80336363485642,41.8296203557234,40.45423007210152,118653.339008122,118383.575,118113.810991878,,,,55.720567083689936,68.23418562257415,-5853.023000000001,293.20418620080443,311.37973118196595,0.94162900419957,27.36979070685099,0.0045574566931603,False
2025-07-17 06:45:00,118407.8,118449.7,118323.2,118439.3,730.267,86471376.0285,15242.0,288.313,34138319.8008,118459.0,118294.6952380952,,118459.0,118294.6952380952,,32.2355838965741,34.56646109445391,-2.330877197879815,49.70868131111263,42.75245361301959,41.05693794594256,118631.13087192056,118412.60833333334,118194.0857947461,,,,53.31610680448059,60.04669543049167,-5122.756000000001,272.36616292570386,302.57593445901523,0.9001580492932316,24.40629500154764,0.0036908660600075,False
2025-07-17 07:00:00,118439.3,118448.8,117900.4,118038.6,2447.319,289012774.4386,42049.0,943.331,111389897.0545,118430.85,118291.05714285711,,118430.85,118291.05714285711,,-53.49470743603888,5.212738250956317,-58.7074456869952,32.242207782901886,35.11992572362036,36.16736522533257,118672.48444355425,118395.875,118119.26555644578,,,,32.97506278634095,47.33724555817047,-7570.075000000001,306.870392559992,314.2818423419197,0.9764178238020366,26.30069449819577,0.0046726196086516,False
2025-07-17 07:15:00,118038.6,118090.5,117810.4,117907.4,1271.828,150004810.6904,25652.0,591.861,69814089.9031,118372.0375,118269.91904761904,,118372.0375,118269.91904761904,,-124.92655451010796,-38.167026002731774,-86.75952850737619,28.426635147176743,33.04000565918045,34.74478183384547,118731.3157046833,118368.2,118005.08429531672,,,,23.453703005254138,36.58162419869188,-8841.903,303.5240934899937,312.6541355637333,0.9707982686450712,28.654059076963737,0.0061353590691297,False
2025-07-17 07:30:00,117907.4,118548.0,117907.3,118531.0,2096.596,247937390.3759,36834.0,1392.54,164651911.561,118371.9,118277.10952380951,,118371.9,118277.10952380951,,-41.01491690908733,-39.11632297151696,-1.898593937570375,56.78528961166545,48.616609319764144,45.45250725504468,118755.83453168251,118384.575,118013.31546831752,,,,33.9353800099467,30.121381933847243,-6745.307000000001,345.6710818037441,328.2753672035554,1.052991227299129,25.7543350161745,0.0062720929932383,False
2025-07-17 07:45:00,118531.0,118531.0,118275.6,118293.9,644.83,76344004.0746,18043.0,266.604,31563685.331,118339.8875,118276.59047619048,,118339.8875,118276.59047619048,,-36.274223189029726,-38.16895637735455,1.894733188324821,48.29689378686952,44.38857329842513,42.65804846231288,118741.18939056263,118370.24166666668,117999.29394277072,118900.3278477113,118361.92333333332,117823.51881895532,45.50891920251859,34.299334072573124,-7390.137000000001,334.38719657827534,324.8051116224334,1.0295010288107185,23.217076462983915,0.0062675841271079,False
2025-07-17 08:00:00,118293.8,118321.7,118065.7,118115.4,942.428,111363273.0643,21745.0,368.637,43556287.4592,118295.4375,118267.70476190477,,118295.4375,118267.70476190477,,-65.83791138761444,-47.39194138077451,-18.44597000683993,42.6917450512928,41.46491796640793,40.68095599780963,118747.2111104201,118357.875,117968.5388895799,118812.962030506,118329.1033333333,117845.2446361606,54.18911664193018,44.54447195146514,-8332.565,324.5887970059909,321.52867773565083,1.009517406944509,21.91047801255468,0.0065789641867109,False
2025-07-17 08:15:00,118115.4,118250.0,118087.8,118236.2,655.511,77470902.8883,18837.0,336.392,39755971.9777,118246.2,118279.96666666666,,118246.2,118279.96666666666,,-56.5867850540526,-50.456889271867205,-6.129895782185393,47.50218373561363,44.14607399703304,42.57227852690315,118739.79228076748,118346.06666666668,117952.34105256584,118758.90004651496,118308.26999999996,117857.639953485,48.227088218539656,49.30837468766279,-7677.054,304.2901973802417,313.94159784347687,0.9692573378949064,20.767204368429105,0.0066538014349015,False
2025-07-17 08:30:00,118236.2,118398.7,118106.0,118378.9,1451.474,171664618.3939,27742.0,827.556,97871936.5582,118242.5875,118305.35238095238,,118242.5875,118305.35238095238,,-21.424865956112622,-40.77954816661568,19.354682210503057,52.94560023523975,47.2214955873682,44.7569950077239,118714.66410161744,118333.3,117951.93589838257,118668.60548991886,118286.58999999998,117904.5745100811,57.007012368709525,53.14107240972643,-6225.58,302.8414227077111,312.9300931842635,0.967760625467836,18.518635660998072,0.0064455922655319,False
2025-07-17 08:45:00,118379.0,118408.2,118213.3,118313.6,611.903,72391530.387,18078.0,267.228,31613444.9374,118226.875,118326.53333333334,,118226.875,118326.53333333334,,-12.750204283191124,-31.4364335388075,18.68622925561637,50.1684643389515,45.97400526176843,43.95356851708323,118676.37686034698,118313.6,117950.823139653,118637.6747262267,118275.35,117913.02527377328,67.67443962400593,57.63618007041836,-6837.483,289.3487448692465,307.30961255644115,0.9415544878737044,16.672222683066416,0.0061324625460976,False
2025-07-17 09:00:00,118313.6,118614.1,118221.8,118540.0,1248.951,147942060.0417,27404.0,747.575,88557528.9252,118289.55,118347.91904761906,,118289.55,118347.91904761906,,35.93770735291764,-8.978386574899119,44.91609392781676,58.89052689571205,50.82458254477638,47.3914737657626,118691.70751892267,118319.35,117946.9924810773,118656.96699769289,118284.78666666664,117912.60633564042,78.27056072586467,67.65067090619335,-5588.532,302.217651760591,311.35677386327745,0.970647428063667,17.438210701896487,0.0062941102858103,False
2025-07-17 09:15:00,118540.0,119183.1,118465.6,119133.5,3099.025,368351311.4022,55820.0,1902.472,226129318.7202,118442.8125,118390.49523809526,,118442.8125,118390.49523809526,,175.0956707948353,52.37963254834568,122.71603824648965,73.22400602058569,60.76844599702513,54.99088595798142,118895.94242255922,118361.3,117826.65757744075,118776.40941239853,118318.73666666663,117861.0639209348,84.43283706823114,76.79261247270057,-2489.507,354.1279452905171,330.6969274888356,1.0708534487441603,21.82058091700528,0.0090340748633081,False
2025-07-17 09:30:00,119133.5,119216.4,118860.6,118978.7,1662.72,197890601.8274,35517.0,820.421,97654043.3794,118498.77499999998,118425.69523809529,,118498.77499999998,118425.69523809529,,216.79090367617027,107.18338959095388,109.6075140852164,66.20029470366676,57.502359525507295,52.898198925613634,119026.00116577196,118408.875,117791.748834228,118844.59784319834,118339.65,117834.70215680164,88.14008722455371,83.6144950062165,-4152.227,354.336952129201,331.8923118941286,1.0676262734348363,25.80409695482576,0.0104236471425302,False
2025-07-17 09:45:00,118978.7,119004.8,118758.6,118758.6,971.627,115519980.8905,21901.0,341.744,40635021.4924,118556.86249999996,118445.89047619051,,118556.86249999996,118445.89047619051,,188.36956514760087,134.24544810983625,54.12411703776471,57.112830227327805,53.12993238807668,50.05442896126587,119076.8287044873,118435.48333333332,117794.13796217936,118874.99032056997,118352.27,117829.54967943004,78.11353420139677,83.56215283139387,-5123.853999999999,340.8198331130505,327.8117256134557,1.0396816418791972,27.73894607179177,0.010830290941591,False
2025-07-17 10:00:00,118758.6,118867.9,118546.6,118615.3,1235.678,146651552.8102,29747.0,553.37,65679344.6978,118619.34999999998,118453.00476190478,,118619.34999999998,118453.00476190478,,135.86358288615884,134.78482636861045,1.0787565175483849,51.72002801481352,50.44069695211199,48.28008800435105,119091.85206152416,118483.54166666664,117875.23127180913,118891.8817931334,118362.62,117833.3582068666,61.54861101103495,75.93407747899515,-6359.531999999999,338.3798539739177,327.5016434413858,1.0332157433416935,26.590558203580144,0.0102682682556686,False
2025-07-17 10:15:00,118615.3,118650.0,118518.3,118550.2,777.989,92262563.5715,21414.0,417.483,49510321.1737,118658.59999999998,118466.6428571429,,118658.59999999998,118466.6428571429,,86.99047002788575,118.85337425503556,-31.8629042271498,49.25504939427204,49.22180124896835,47.47729308875807,119058.95201747156,118537.10833333332,118015.26464919509,118903.15221112352,118370.89333333334,117838.63445554316,46.29623606332951,61.9861270919204,-7137.520999999999,312.5448722271776,318.1777556584625,0.9822964260351018,25.23069340003884,0.0088047311339969,False
2025-07-17 10:30:00,118550.1,118550.2,118277.9,118277.9,1129.306,133715724.121,29337.0,452.639,53599628.6032,118645.97499999998,118461.880952381,,118645.97499999998,118461.880952381,,3.053906964691123,80.25355182492075,-77.19964486022963,39.96101355617576,44.38987069874194,44.24606812294334,119053.61357374954,118516.01666666663,117978.41975958376,118897.87644492228,118380.86666666668,117863.85688841106,28.364232234323463,45.4030264362293,-8266.827,307.5142631987808,315.9931006271073,0.9731676501433107,22.84220251529185,0.0090721393142145,False
2025-07-17 10:45:00,118277.9,118454.9,118210.0,118331.2,1463.552,173184855.3677,25186.0,697.702,82553987.9401,118648.17499999996,118452.31428571434,,118648.17499999996,118452.31428571434,,-34.90288654592587,41.86807236797188,-76.77095891389774,42.44124020195198,45.517291698909474,45.01518594232073,119052.86735815204,118519.125,117985.38264184791,118882.63631950654,118397.04666666668,117911.45701382682,17.08975583811009,30.583408045254348,-6803.275,299.6874802989324,312.60771488295904,0.9586694954445896,21.42599878521287,0.0090068562040439,False
2025-07-17 11:00:00,118331.2,118389.9,118135.9,118223.0,1322.096,156320657.806,25303.0,595.045,70354276.9805,118608.54999999996,118436.7428571429,,118608.54999999996,118436.7428571429,,-75.53996443076176,2.7320601017273347,-78.2720245324891,38.658949486385296,43.5855055916208,43.7293667250299,119042.18150616728,118528.09166666666,118014.00182716604,118865.44988958862,118408.85333333336,117952.25677707807,8.581488862003456,18.01182564481233,-8125.370999999999,293.9765452615659,309.81687131710385,0.9488719707606722,20.9259311493274,0.0086745653671094,False
2025-07-17 11:15:00,118222.9,118282.1,118128.1,118157.9,922.795,109078095.9146,18289.0,344.868,40765521.8329,118486.59999999998,118421.83333333336,,118486.59999999998,118421.83333333336,,-107.564010630158,-34.03329680890111,-73.5307138212569,36.382983993263466,42.4190140183044,42.9542448751686,119048.96359670196,118521.56666666664,117994.16973663132,118863.13494521614,118411.08666666668,117959.03838811725,7.834372803409773,11.168539167841102,-9048.166,276.4794771038702,302.3970203020037,0.9142929941166428,20.570684353146948,0.0088995943079049,False
2025-07-17 11:30:00,118157.8,118194.3,118100.1,118144.7,732.263,86505568.8866,16165.0,347.978,41109016.6062,118382.34999999998,118398.7190476191,,118382.34999999998,118398.7190476191,,-123.25565557123628,-63.77408306301283,-59.48157250822344,35.88324065347773,42.172553678261934,42.7927535250781,119058.61587723743,118502.05,117945.48412276251,118864.87179042578,118407.93000000002,117950.98820957428,5.756332502716238,7.390731389376484,-9780.429,253.6945424658861,292.4828764780986,0.8673825473843866,20.584229565803422,0.0093933544143322,False
2025-07-17 11:45:00,118144.6,118157.6,117915.2,117968.9,1297.205,153116923.4477,23307.0,442.688,52259037.1318,118283.63749999998,118377.8190476191,,118283.63749999998,118377.8190476191,,-159.83870717702666,-95.79562443435076,-64.04308274267589,29.571923523707632,38.92852941006411,40.65530979678355,119085.08537718513,118473.32499999995,117861.56462281484,118874.60432323455,118398.91000000002,117923.21567676548,5.505341908917187,6.36534907168106,-11077.634,252.28272465765136,290.0979775981896,0.8696466164513716,22.50923880390756,0.0103273944102631,False
2025-07-17 12:00:00,117968.8,118076.1,117732.7,117803.5,1993.196,234946008.4275,41767.0,937.48,110509246.0346,118182.16249999998,118347.54285714292,,118182.16249999998,118347.54285714292,,-204.6367029909597,-132.07598395322043,-72.56071903773932,24.78662379947973,36.1138477975995,38.743564771881765,119106.20170271478,118411.94999999995,117717.69829728515,118894.1518942903,118381.21000000002,117868.26810570974,7.259155295160077,6.173609902264495,-13070.83,263.6723840754461,292.63616914113334,0.9010245891658096,25.62397246174375,0.0117260412097733,False
2025-07-17 12:15:00,117803.4,117846.2,117416.1,117465.0,2589.067,304542526.6811,43072.0,928.025,109185779.3731,118046.51249999998,118320.22857142864,,118046.51249999998,118320.22857142864,,-284.96714331362455,-183.0397037400218,-101.92743957360275,17.878838518908363,31.14991399502141,35.18791709564826,118994.63502959097,118272.90833333333,117551.18163707569,118938.93708930771,118347.8466666667,117756.75624402566,6.89200538310345,6.552167529060232,-15659.897,284.4758360660142,299.182065848698,0.950845216136314,30.06890705393233,0.0122044296775651,False
2025-07-17 12:30:00,117464.9,117974.5,117412.8,117974.4,4054.536,477331465.2554,60329.0,2446.481,288041092.2019,118008.57499999998,118323.4190476191,,118008.57499999998,118323.4190476191,,-220.27181667354307,-195.45040805119555,-24.82140862234752,44.858941801655256,43.69288562715559,43.3962327098851,118811.9173589087,118189.21666666665,117566.51597442456,118941.01458582058,118338.20000000004,117735.38541417949,23.614703398466386,12.588621358909966,-11605.361,319.1288565577621,311.68291985590275,1.0238894601773552,31.78050525641086,0.0105373520496086,False
2025-07-17 12:45:00,117974.5,118180.1,117853.3,117853.3,1937.5,228691324.7407,34225.0,1085.803,128178265.965,117948.8375,118291.14761904768,,117948.8375,118291.14761904768,,-195.88059113286727,-195.5938024117528,-0.2867887211144762,41.11269438314378,41.74582751724499,42.06636762905368,118672.56778744672,118113.77499999997,117554.9822125532,118943.30332173848,118320.71333333336,117698.12334492826,37.6188383293449,22.70851570363824,-13542.861,320.0877494880422,312.4027808151456,1.0245995527083478,30.308719735959365,0.009461941038575,False
2025-07-17 13:00:00,117853.3,118016.8,117698.9,117834.6,1598.318,188344431.08,30660.0,755.863,89072170.2695,117900.2875,118269.27619047624,,117900.2875,118269.27619047624,,-176.17700553186296,-189.12153678512288,12.944531253259896,40.503322605868384,41.43874371267927,41.85838608642906,118550.38076158545,118048.71666666665,117547.05257174782,118935.08550277524,118297.46333333336,117659.8411638915,54.04076298230492,38.4247682367054,-15141.179,319.814280802038,312.66455315728194,1.0228670873386774,30.262860803085843,0.0084992723188234,False
2025-07-17 13:15:00,117834.6,117919.2,117639.0,117889.9,927.742,109276451.3962,24247.0,492.31,57992842.3975,117866.7875,118258.53809523815,,117866.7875,118258.53809523815,,-145.99509921071876,-174.74605759365485,28.750958382936066,43.3977991139777,42.77924015869113,42.73747559272405,118418.85751207628,117993.69166666664,117568.525821257,118920.47579113852,118275.46000000002,117630.44420886152,55.60838443818484,49.08932858327821,-14213.437,314.8624957017829,311.11862205455407,1.012033589061642,30.679820529317432,0.0072065860370017,True
2025-07-17 13:30:00,117890.0,118027.5,117555.6,117637.1,2363.508,278417800.1683,53023.0,1083.899,127676293.4127,117803.3375,118230.00952380958,,117803.3375,118230.00952380958,,-169.94852896955854,-173.14688138562272,3.198352416064182,34.45737316874155,38.44662490557958,39.845674402051934,118369.30264146072,117940.29166666664,117511.28069187255,118921.03015033428,118247.66333333336,117574.29651633244,48.46152377335935,52.70355706461636,-16576.945,334.4921837390593,318.7748781471941,1.0493053457763626,29.41891103959964,0.0072750536518356,True
2025-07-17 13:45:00,117637.1,118443.0,117514.8,118261.6,4010.319,473347452.7912,66109.0,2326.354,274601901.0102,117839.925,118224.42380952388,,117839.925,118224.42380952388,,-56.59103507129476,-134.29493261418008,77.70389754288533,58.87482807433271,51.511277282426526,48.82708225677733,118347.47768009796,117934.49166666664,117521.50565323536,118896.56012085316,118235.38000000003,117574.1998791469,57.93440376995113,54.00143732716509,-12566.626,408.70566077167655,347.79512204494665,1.1751333899354064,27.676977009112164,0.0070036510539864,True
2025-07-17 14:00:00,118261.2,118500.0,118110.5,118461.5,2261.647,267641365.9932,47396.0,1083.651,128260050.0441,117922.175,118231.46666666672,118304.77454545454,117922.175,118231.46666666672,118304.77454545454,48.95567739776743,-73.21139594353092,122.16707334129836,63.89756251382445,54.81713946848682,51.27232992185953,118425.31548810314,117954.36666666664,117483.41784523016,118900.08790103612,118237.17000000004,117574.25209896392,69.36097835860521,58.58563530063856,-10304.979,406.30495317521695,349.7810686142349,1.16159789546335,26.626087670124853,0.0079852715036376,False
2025-07-17 14:15:00,118461.4,118714.8,118287.3,118714.8,2440.513,289192261.8618,45442.0,1178.414,139660300.5698,118078.4,118239.79047619052,118297.7709090909,118078.4,118239.79047619052,118297.7709090909,155.18448083734256,2.9205629834269047,152.26391785391564,69.41901291172411,58.66297167604407,54.18506787750961,118600.5746466042,118000.775,117400.9753533958,118924.15306898716,118246.35333333336,117568.55359767957,92.9501872729802,73.41518980051218,-7864.465999999999,408.95433402831486,353.4819701087952,1.1569312400925182,27.33872118792881,0.0101660289367454,False
2025-07-17 14:30:00,118714.7,118837.9,118481.7,118549.5,2013.771,239014748.3514,40496.0,872.811,103605297.0488,118150.2875,118211.980952381,118292.10363636362,118150.2875,118211.980952381,118292.10363636362,177.01120276295114,60.95077624326831,116.06042651968284,62.17891792910378,55.35187908459027,52.05301193420355,118691.60541297286,118034.50833333336,117377.41125369383,118944.36523541973,118263.38333333336,117582.401431247,91.55383299902556,84.62166621020366,-9878.237,402.3600422747752,353.6114001036143,1.1378593624438484,28.77254342235836,0.0111339825770925,False
2025-07-17 14:45:00,118549.4,118811.1,118549.4,118752.9,995.729,118187115.61,23940.0,521.996,61960875.6297,118262.7375,118201.2285714286,118287.07818181816,118262.7375,118201.2285714286,118287.07818181816,219.7973675412504,113.89964000926234,105.89772753198808,67.10420058518582,58.45892569597724,54.37260622448332,118845.58155970824,118099.84166666667,117354.10177362512,118979.5755916536,118291.5666666667,117603.55774167978,90.5927997379892,91.69894000333164,-8882.508,384.7775369904297,349.2346667653475,1.1017736027018292,30.02713787748421,0.0126289736297258,False
2025-07-17 15:00:00,118752.9,118880.0,118415.7,118423.4,1714.333,203384763.7157,40522.0,621.773,73786822.4124,118336.3375,118185.26666666668,118282.94363636363,118336.3375,118185.26666666668,118282.94363636363,171.01815848401748,132.93914616751405,38.07901231650342,53.85047418586461,52.13011091857218,50.23850437945961,118894.49200063571,118151.5,117408.50799936429,118972.81588197975,118287.98000000004,117603.14411802028,79.444250074936,87.19696093731692,-10596.841,394.7178448666264,354.7139683479502,1.112777843807479,29.049244957304,0.0125769372481214,False
2025-07-17 15:15:00,118423.4,118658.6,118315.8,118508.8,1277.7,151389122.5995,29491.0,614.64,72838818.3413,118413.7,118180.19523809529,118287.52363636364,118413.7,118180.19523809529,118287.52363636364,151.2672695711226,139.04852063538357,12.218748935739027,56.451308270992975,53.53419198902385,51.24727327458709,118897.8359164809,118238.48333333334,117579.13075018578,118983.68990693636,118295.14333333336,117606.59675973034,77.64662972314852,82.56122651202456,-9319.141,388.2281142582984,354.14663652185743,1.0962354974514563,26.77777027711219,0.0111529269415395,False
2025-07-17 15:30:00,118508.8,119100.0,118508.8,119087.5,1847.12,219579289.0052,43748.0,1170.245,139109753.0754,118595.0,118205.78095238096,118305.20545454544,118595.0,118205.78095238096,118305.20545454544,243.00641545085816,173.70115224054177,69.30526321031641,69.87377896928312,61.72653052876813,57.392887204830814,119094.56507576564,118331.24166666668,117567.91825756774,119058.99097435412,118327.54666666668,117596.10235897926,79.36697714911733,78.81928564906727,-7472.021,413.5995999760108,365.4348919255784,1.1318010652913824,28.341915414654785,0.0129014687642539,False
2025-07-17 15:45:00,119087.4,119087.5,118757.3,118875.0,1460.561,173679131.7178,30747.0,476.518,56664292.2915,118671.675,118234.2142857143,118314.72727272728,118671.675,118234.2142857143,118314.72727272728,243.38085997970484,196.92772148692947,46.453138492775366,61.72370450054985,57.70338430307129,54.732724608931896,119176.20676788571,118416.38333333336,117656.55989878098,119100.51062004536,118348.84000000004,117597.16937995468,81.28702921157988,79.4335453612819,-8932.582,403.1746499790091,363.7570399291221,1.108362466490181,29.71054241000455,0.0128330795649031,False
